36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Tue Jan 21 15:14:23 2025
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20240327
Launch Time (UT)                  : 07:45:58
Burst Pressure (hPa)              : 8.86
Integrated O3 to end of data (DU) : 189.06
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5010379
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.350
Ozonesonde Instrument             : 1Z37042
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.700
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.65    1.790   22.00   74.0    2.2615    0.0274    0.00  100.00    3.00   37.72    0.5900   -1.30000   36.76000    1.780
     1  824.02    1.796   23.12   68.0    2.3026    0.0279    0.01   80.16    3.30   37.72    0.6000   -1.30000   36.76000    1.780
     2  823.69    1.800   22.95   68.0    2.3027    0.0280    0.02   73.70    3.66   37.73    0.6000   -1.30000   36.76000    1.790
     3  823.32    1.804   22.82   68.0    2.3027    0.0280    0.03   71.76    3.97   37.73    0.6000   -1.30000   36.76000    1.790
     4  822.75    1.810   22.62   69.0    2.3028    0.0280    0.04   71.62    4.23   37.74    0.6000   -1.30000   36.76000    1.800
     5  822.21    1.816   22.41   69.0    2.3028    0.0280    0.05   71.88    4.48   37.74    0.6000   -1.30000   36.76000    1.800
     6  821.73    1.821   22.19   69.0    2.3028    0.0280    0.06   72.05    4.73   37.74    0.6000   -1.30000   36.76000    1.810
     7  821.04    1.828   21.91   70.0    2.2617    0.0275    0.08   72.09    4.97   37.74    0.5900   -1.30000   36.76000    1.820
     8  820.04    1.839   21.59   72.0    2.2618    0.0276    0.10   72.08    5.20   37.75    0.5900   -1.30000   36.76000    1.830
     9  819.40    1.845   21.32   73.0    2.2618    0.0276    0.12   72.09    5.43   37.75    0.5900   -1.30000   36.76000    1.830
    10  818.93    1.850   21.11   74.0    2.2618    0.0276    0.13   72.13    5.65   37.75    0.5900   -1.30000   36.76000    1.840
    11  818.39    1.856   20.92   74.0    2.2618    0.0276    0.14   72.19    5.85   37.75    0.5900   -1.30000   36.76000    1.850
    12  817.98    1.860   20.76   74.0    2.2618    0.0277    0.15   72.26    6.05   37.75    0.5900   -1.30000   36.76000    1.850
    13  817.75    1.863   20.64   75.0    2.2618    0.0277    0.15   72.34    6.23   37.75    0.5900   -1.30000   36.76000    1.850
    14  817.47    1.866   20.51   76.0    2.2618    0.0277    0.16   72.43    6.41   37.75    0.5900   -1.30000   36.76000    1.860
