36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20040922
Launch Time (UT)                  : 07:56:00
Burst Pressure (hPa)              : 9.39
Integrated O3 to end of data (DU) : 205.92
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 412501611
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z3945
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.340
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.13    1.800   19.60   52.0    2.3668    0.0287    0.00 9000.00 9000.00   31.07    0.6800 9000.00000 9000.00000 9000.000
    10  825.00    1.801   20.50   53.0    2.3300    0.0282    0.00 9000.00 9000.00   31.17    0.6700 9000.00000 9000.00000 9000.000
    20  824.91    1.802   20.30   49.0    2.3300    0.0282    0.00 9000.00 9000.00   31.17    0.6700 9000.00000 9000.00000 9000.000
    30  824.90    1.802   19.20   49.0    2.3683    0.0287    0.01 9000.00 9000.00   31.27    0.6800 9000.00000 9000.00000 9000.000
    40  824.90    1.802   18.80   54.0    2.3308    0.0283    0.01 9000.00 9000.00   31.27    0.6700 9000.00000 9000.00000 9000.000
    50  824.86    1.803   18.80   57.0    2.2556    0.0273    0.01 9000.00 9000.00   31.27    0.6500 9000.00000 9000.00000 9000.000
    60  821.79    1.835   16.90   58.0    2.3692    0.0288    0.07 9000.00 9000.00   31.37    0.6800 9000.00000 9000.00000 9000.000
    70  816.35    1.891   15.70   63.0    2.4067    0.0295    0.20 9000.00 9000.00   31.37    0.6900 9000.00000 9000.00000 9000.000
    80  810.72    1.950   15.10   68.0    2.4067    0.0297    0.33 9000.00 9000.00   31.37    0.6900 9000.00000 9000.00000 9000.000
    90  805.95    2.000   14.50   71.0    2.4451    0.0303    0.44 9000.00 9000.00   31.47    0.7000 9000.00000 9000.00000 9000.000
   100  801.87    2.043   14.10   72.0    2.4452    0.0305    0.54 9000.00 9000.00   31.48    0.7000 9000.00000 9000.00000 9000.000
   110  798.25    2.081   13.70   75.0    2.4828    0.0311    0.63 9000.00 9000.00   31.48    0.7100 9000.00000 9000.00000 9000.000
   120  794.20    2.124   13.30   76.0    2.4828    0.0313    0.73 9000.00 9000.00   31.48    0.7100 9000.00000 9000.00000 9000.000
   130  789.99    2.169   12.80   78.0    2.5205    0.0319    0.83 9000.00 9000.00   31.48    0.7200 9000.00000 9000.00000 9000.000
   140  785.21    2.220   12.40   79.0    2.4828    0.0316    0.95 9000.00 9000.00   31.48    0.7100 9000.00000 9000.00000 9000.000
   150  780.73    2.268   12.20   78.0    2.5582    0.0328    1.07 9000.00 9000.00   31.49    0.7300 9000.00000 9000.00000 9000.000
   160  776.36    2.315   11.80   79.0    2.5582    0.0330    1.18 9000.00 9000.00   31.49    0.7300 9000.00000 9000.00000 9000.000
   170  771.99    2.362   11.40   79.0    2.5958    0.0336    1.30 9000.00 9000.00   31.49    0.7400 9000.00000 9000.00000 9000.000
   180  767.80    2.408   11.10   78.0    2.5958    0.0338    1.41 9000.00 9000.00   31.49    0.7400 9000.00000 9000.00000 9000.000
   190  763.83    2.451   10.90   77.0    2.6334    0.0345    1.52 9000.00 9000.00   31.49    0.7500 9000.00000 9000.00000 9000.000
   200  758.68    2.508   10.70   74.0    2.6711    0.0352    1.66 9000.00 9000.00   31.50    0.7600 9000.00000 9000.00000 9000.000
