36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20040505
Launch Time (UT)                  : 07:46:00
Burst Pressure (hPa)              : 19.64
Integrated O3 to end of data (DU) : 114.82
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 209202708
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z2713
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.230
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  821.08    1.800   19.10   63.0    2.5311    0.0308    0.00 9000.00 9000.00   31.17    0.7500 9000.00000 9000.00000 9000.000
    10  816.54    1.848   18.00   68.0    2.4596    0.0301    0.11 9000.00 9000.00   31.27    0.7300 9000.00000 9000.00000 9000.000
    20  812.88    1.886   17.50   71.0    2.4958    0.0307    0.20 9000.00 9000.00   31.27    0.7400 9000.00000 9000.00000 9000.000
    30  809.82    1.918   17.30   72.0    2.5320    0.0313    0.27 9000.00 9000.00   31.27    0.7500 9000.00000 9000.00000 9000.000
    40  806.29    1.956   16.90   73.0    2.5681    0.0319    0.36 9000.00 9000.00   31.27    0.7600 9000.00000 9000.00000 9000.000
    50  802.95    1.991   16.60   75.0    2.5682    0.0320    0.44 9000.00 9000.00   31.28    0.7600 9000.00000 9000.00000 9000.000
    60  799.47    2.028   16.20   76.0    2.5682    0.0321    0.53 9000.00 9000.00   31.28    0.7600 9000.00000 9000.00000 9000.000
    70  796.01    2.065   15.90   78.0    2.5682    0.0323    0.62 9000.00 9000.00   31.28    0.7600 9000.00000 9000.00000 9000.000
    80  792.36    2.104   15.50   80.0    2.5691    0.0324    0.71 9000.00 9000.00   31.38    0.7600 9000.00000 9000.00000 9000.000
    90  788.61    2.145   15.20   81.0    2.5329    0.0321    0.81 9000.00 9000.00   31.38    0.7500 9000.00000 9000.00000 9000.000
   100  784.82    2.186   14.80   82.0    2.5329    0.0323    0.91 9000.00 9000.00   31.38    0.7500 9000.00000 9000.00000 9000.000
   110  781.32    2.224   14.80   78.0    2.5330    0.0324    0.99 9000.00 9000.00   31.39    0.7500 9000.00000 9000.00000 9000.000
   120  776.81    2.273   15.40   64.0    2.5692    0.0331    1.11 9000.00 9000.00   31.39    0.7600 9000.00000 9000.00000 9000.000
   130  772.19    2.323   15.30   62.0    2.4968    0.0323    1.23 9000.00 9000.00   31.39    0.7400 9000.00000 9000.00000 9000.000
   140  768.67    2.362   15.00   62.0    2.4976    0.0325    1.32 9000.00 9000.00   31.49    0.7400 9000.00000 9000.00000 9000.000
   150  765.61    2.396   14.90   61.0    2.4976    0.0326    1.40 9000.00 9000.00   31.49    0.7400 9000.00000 9000.00000 9000.000
   160  762.19    2.434   14.60   61.0    2.4976    0.0328    1.49 9000.00 9000.00   31.49    0.7400 9000.00000 9000.00000 9000.000
   170  758.54    2.474   14.40   61.0    2.5338    0.0334    1.58 9000.00 9000.00   31.50    0.7500 9000.00000 9000.00000 9000.000
   180  754.48    2.520   14.10   60.0    2.5347    0.0336    1.69 9000.00 9000.00   31.60    0.7500 9000.00000 9000.00000 9000.000
   190  751.14    2.557   13.70   61.0    2.5347    0.0337    1.78 9000.00 9000.00   31.60    0.7500 9000.00000 9000.00000 9000.000
   200  747.46    2.599   13.40   62.0    2.5709    0.0344    1.88 9000.00 9000.00   31.60    0.7600 9000.00000 9000.00000 9000.000
   210  744.15    2.636   13.10   63.0    2.6072    0.0350    1.97 9000.00 9000.00   31.60    0.7700 9000.00000 9000.00000 9000.000
   220  740.96    2.672   12.80   63.0    2.6434    0.0357    2.06 9000.00 9000.00   31.60    0.7800 9000.00000 9000.00000 9000.000
   230  737.48    2.712   12.60   64.0    2.6080    0.0354    2.16 9000.00 9000.00   31.71    0.7700 9000.00000 9000.00000 9000.000
   240  734.78    2.743   12.40   63.0    2.6080    0.0355    2.23 9000.00 9000.00   31.71    0.7700 9000.00000 9000.00000 9000.000
   250  731.62    2.779   12.40   62.0    2.6080    0.0356    2.32 9000.00 9000.00   31.71    0.7700 9000.00000 9000.00000 9000.000
   260  728.59    2.814   12.40   61.0    2.5718    0.0353    2.40 9000.00 9000.00   31.71    0.7600 9000.00000 9000.00000 9000.000
   270  725.39    2.851   12.20   60.0    2.5718    0.0355    2.49 9000.00 9000.00   31.71    0.7600 9000.00000 9000.00000 9000.000
   280  722.59    2.883   12.10   59.0    2.5718    0.0356    2.57 9000.00 9000.00   31.71    0.7600 9000.00000 9000.00000 9000.000
   290  719.55    2.918   12.00   59.0    2.5718    0.0357    2.66 9000.00 9000.00   31.71    0.7600 9000.00000 9000.00000 9000.000
   300  716.69    2.952   11.80   59.0    2.5365    0.0354    2.74 9000.00 9000.00   31.82    0.7500 9000.00000 9000.00000 9000.000
   310  712.77    2.998   11.80   56.0    2.5003    0.0351    2.85 9000.00 9000.00   31.82    0.7400 9000.00000 9000.00000 9000.000
   320  709.03    3.042   11.60   56.0    2.4640    0.0348    2.95 9000.00 9000.00   31.82    0.7300 9000.00000 9000.00000 9000.000
   330  705.03    3.089   11.40   56.0    2.4278    0.0344    3.06 9000.00 9000.00   31.82    0.7200 9000.00000 9000.00000 9000.000
   340  701.18    3.135   11.10   57.0    2.4278    0.0346    3.17 9000.00 9000.00   31.82    0.7200 9000.00000 9000.00000 9000.000
   350  697.66    3.177   10.70   58.0    2.4279    0.0348    3.26 9000.00 9000.00   31.83    0.7200 9000.00000 9000.00000 9000.000
   360  694.32    3.217   10.40   59.0    2.4279    0.0350    3.35 9000.00 9000.00   31.83    0.7200 9000.00000 9000.00000 9000.000
   370  690.31    3.265   10.20   58.0    2.3916    0.0346    3.46 9000.00 9000.00   31.83    0.7100 9000.00000 9000.00000 9000.000
   380  687.40    3.300   10.20   57.0    2.4279    0.0353    3.54 9000.00 9000.00   31.83    0.7200 9000.00000 9000.00000 9000.000
   390  684.65    3.334   10.00   57.0    2.4279    0.0355    3.62 9000.00 9000.00   31.83    0.7200 9000.00000 9000.00000 9000.000
   400  681.01    3.378    9.80   57.0    2.3916    0.0351    3.72 9000.00 9000.00   31.83    0.7100 9000.00000 9000.00000 9000.000
   410  677.84    3.417    9.50   58.0    2.3925    0.0353    3.81 9000.00 9000.00   31.94    0.7100 9000.00000 9000.00000 9000.000
   420  674.85    3.453    9.20   59.0    2.3563    0.0349    3.89 9000.00 9000.00   31.94    0.7000 9000.00000 9000.00000 9000.000
   430  671.25    3.498    8.80   60.0    2.3563    0.0351    3.99 9000.00 9000.00   31.94    0.7000 9000.00000 9000.00000 9000.000
   440  668.37    3.533    8.50   59.0    2.3200    0.0347    4.07 9000.00 9000.00   31.94    0.6900 9000.00000 9000.00000 9000.000
   450  665.65    3.567    8.20   60.0    2.3200    0.0349    4.15 9000.00 9000.00   31.94    0.6900 9000.00000 9000.00000 9000.000
   460  661.88    3.614    7.80   60.0    2.3200    0.0351    4.25 9000.00 9000.00   31.94    0.6900 9000.00000 9000.00000 9000.000
   470  659.15    3.648    7.70   60.0    2.3563    0.0357    4.33 9000.00 9000.00   31.94    0.7000 9000.00000 9000.00000 9000.000
   480  656.31    3.684    7.50   61.0    2.3926    0.0365    4.41 9000.00 9000.00   31.95    0.7100 9000.00000 9000.00000 9000.000
   490  653.00    3.725    7.10   63.0    2.3563    0.0361    4.50 9000.00 9000.00   31.95    0.7000 9000.00000 9000.00000 9000.000
