36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20040811
Launch Time (UT)                  : 08:48:00
Burst Pressure (hPa)              : 15.12
Integrated O3 to end of data (DU) : 166.42
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 503406513
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z3953
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.710
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.68    1.800   16.60   76.0    1.6299    0.0198    0.00 9000.00 9000.00   29.97    0.4800 9000.00000 9000.00000 9000.000
    10  823.82    1.798   16.60   76.0    1.6299    0.0198   -0.00 9000.00 9000.00   29.97    0.4800 9000.00000 9000.00000 9000.000
    20  823.78    1.799   17.00   76.0    1.5925    0.0193   -0.00 9000.00 9000.00   30.07    0.4700 9000.00000 9000.00000 9000.000
    30  823.90    1.798   17.00   75.0    1.5546    0.0189   -0.00 9000.00 9000.00   30.07    0.4600 9000.00000 9000.00000 9000.000
    40  823.87    1.798   17.20   75.0    1.3650    0.0166   -0.00 9000.00 9000.00   30.07    0.4100 9000.00000 9000.00000 9000.000
    50  823.86    1.798   17.60   74.0    1.2516    0.0152   -0.00 9000.00 9000.00   30.17    0.3800 9000.00000 9000.00000 9000.000
    60  823.77    1.799   17.60   73.0    1.3275    0.0161   -0.00 9000.00 9000.00   30.17    0.4000 9000.00000 9000.00000 9000.000
    70  823.77    1.799   17.30   73.0    1.4034    0.0170   -0.00 9000.00 9000.00   30.17    0.4200 9000.00000 9000.00000 9000.000
    80  823.94    1.797   16.50   72.0    1.5172    0.0184   -0.00 9000.00 9000.00   30.17    0.4500 9000.00000 9000.00000 9000.000
    90  823.34    1.804   16.30   75.0    1.5930    0.0193    0.00 9000.00 9000.00   30.17    0.4700 9000.00000 9000.00000 9000.000
   100  818.40    1.855   15.30   79.0    1.6309    0.0199    0.08 9000.00 9000.00   30.17    0.4800 9000.00000 9000.00000 9000.000
   110  813.16    1.909   14.50   83.0    1.7068    0.0210    0.17 9000.00 9000.00   30.17    0.5000 9000.00000 9000.00000 9000.000
   120  808.35    1.959   14.10   85.0    1.7448    0.0216    0.25 9000.00 9000.00   30.17    0.5100 9000.00000 9000.00000 9000.000
   130  803.25    2.013   13.60   88.0    1.7827    0.0222    0.34 9000.00 9000.00   30.18    0.5200 9000.00000 9000.00000 9000.000
   140  798.72    2.061   13.20   90.0    1.7827    0.0223    0.41 9000.00 9000.00   30.18    0.5200 9000.00000 9000.00000 9000.000
   150  794.57    2.105   12.90   91.0    1.7827    0.0224    0.49 9000.00 9000.00   30.18    0.5200 9000.00000 9000.00000 9000.000
   160  789.32    2.161   12.30   92.0    1.7833    0.0226    0.58 9000.00 9000.00   30.28    0.5200 9000.00000 9000.00000 9000.000
