36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20040908
Launch Time (UT)                  : 08:14:00
Burst Pressure (hPa)              : 15.18
Integrated O3 to end of data (DU) : 185.54
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 412501513
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z3942
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.070
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.57    1.800   19.90   45.0    3.1047    0.0377    0.00 9000.00 9000.00   32.57    0.8800 9000.00000 9000.00000 9000.000
    10  822.07    1.816   18.40   46.0    3.2543    0.0396    0.05 9000.00 9000.00   32.57    0.9200 9000.00000 9000.00000 9000.000
    20  817.81    1.860   16.50   53.0    3.2543    0.0398    0.18 9000.00 9000.00   32.57    0.9200 9000.00000 9000.00000 9000.000
    30  812.03    1.920   16.00   56.0    3.2554    0.0401    0.36 9000.00 9000.00   32.67    0.9200 9000.00000 9000.00000 9000.000
    40  805.37    1.990   15.70   57.0    3.2181    0.0400    0.57 9000.00 9000.00   32.68    0.9100 9000.00000 9000.00000 9000.000
    50  800.19    2.045   15.10   58.0    3.2566    0.0407    0.74 9000.00 9000.00   32.78    0.9200 9000.00000 9000.00000 9000.000
    60  793.85    2.112   14.50   60.0    3.2566    0.0410    0.94 9000.00 9000.00   32.78    0.9200 9000.00000 9000.00000 9000.000
    70  787.13    2.184   13.60   62.0    3.2566    0.0414    1.16 9000.00 9000.00   32.78    0.9200 9000.00000 9000.00000 9000.000
    80  781.04    2.250   12.90   65.0    3.2578    0.0417    1.36 9000.00 9000.00   32.89    0.9200 9000.00000 9000.00000 9000.000
    90  775.45    2.310   12.20   67.0    3.2952    0.0425    1.55 9000.00 9000.00   32.89    0.9300 9000.00000 9000.00000 9000.000
   100  769.81    2.371   11.60   69.0    3.3326    0.0433    1.74 9000.00 9000.00   32.89    0.9400 9000.00000 9000.00000 9000.000
   110  764.15    2.433   11.00   72.0    3.3326    0.0436    1.93 9000.00 9000.00   32.89    0.9400 9000.00000 9000.00000 9000.000
   120  758.99    2.490   10.40   74.0    3.2953    0.0434    2.11 9000.00 9000.00   32.90    0.9300 9000.00000 9000.00000 9000.000
