36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20040317
Launch Time (UT)                  : 08:05:00
Burst Pressure (hPa)              : 5.48
Integrated O3 to end of data (DU) : 240.28
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 209202403
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z2709
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.150
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  822.44    1.800   22.50   53.0    2.2796    0.0277    0.00 9000.00 9000.00   37.17    0.6700 9000.00000 9000.00000 9000.000
    10  820.06    1.825   20.60   51.0    2.3171    0.0283    0.05 9000.00 9000.00   37.27    0.6800 9000.00000 9000.00000 9000.000
    20  815.43    1.874   18.80   58.0    2.3907    0.0293    0.16 9000.00 9000.00   37.27    0.7000 9000.00000 9000.00000 9000.000
    30  810.57    1.925   18.00   61.0    2.4275    0.0299    0.27 9000.00 9000.00   37.27    0.7100 9000.00000 9000.00000 9000.000
    40  806.72    1.966   17.70   63.0    2.5370    0.0314    0.36 9000.00 9000.00   37.17    0.7400 9000.00000 9000.00000 9000.000
    50  802.48    2.011   17.30   64.0    2.5738    0.0321    0.47 9000.00 9000.00   37.18    0.7500 9000.00000 9000.00000 9000.000
    60  798.53    2.053   16.90   63.0    2.6098    0.0327    0.57 9000.00 9000.00   37.08    0.7600 9000.00000 9000.00000 9000.000
    70  794.58    2.096   16.40   63.0    2.6832    0.0338    0.68 9000.00 9000.00   37.08    0.7800 9000.00000 9000.00000 9000.000
    80  790.48    2.140   16.10   64.0    2.7200    0.0344    0.79 9000.00 9000.00   37.08    0.7900 9000.00000 9000.00000 9000.000
    90  786.54    2.182   15.70   64.0    2.7567    0.0350    0.89 9000.00 9000.00   37.08    0.8000 9000.00000 9000.00000 9000.000
   100  782.34    2.228   15.30   66.0    2.7560    0.0352    1.01 9000.00 9000.00   36.99    0.8000 9000.00000 9000.00000 9000.000
   110  777.55    2.280   14.90   67.0    2.7192    0.0350    1.14 9000.00 9000.00   36.99    0.7900 9000.00000 9000.00000 9000.000
   120  773.25    2.327   14.50   68.0    2.7192    0.0352    1.26 9000.00 9000.00   36.99    0.7900 9000.00000 9000.00000 9000.000
   130  768.13    2.383   13.90   70.0    2.7192    0.0354    1.41 9000.00 9000.00   36.99    0.7900 9000.00000 9000.00000 9000.000
   140  763.18    2.438   13.30   73.0    2.7192    0.0356    1.54 9000.00 9000.00   36.99    0.7900 9000.00000 9000.00000 9000.000
   150  758.65    2.488   12.90   74.0    2.7193    0.0358    1.67 9000.00 9000.00   37.00    0.7900 9000.00000 9000.00000 9000.000
   160  753.70    2.543   12.40   78.0    2.6825    0.0356    1.81 9000.00 9000.00   37.00    0.7800 9000.00000 9000.00000 9000.000
   170  749.33    2.592   12.00   78.0    2.7193    0.0363    1.94 9000.00 9000.00   37.00    0.7900 9000.00000 9000.00000 9000.000
   180  744.70    2.644   11.90   75.0    2.6825    0.0360    2.07 9000.00 9000.00   37.00    0.7800 9000.00000 9000.00000 9000.000
   190  739.74    2.700   12.30   67.0    2.7193    0.0368    2.21 9000.00 9000.00   37.00    0.7900 9000.00000 9000.00000 9000.000
   200  735.01    2.754   12.90   54.0    2.7194    0.0370    2.35 9000.00 9000.00   37.01    0.7900 9000.00000 9000.00000 9000.000
