36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20040929
Launch Time (UT)                  : 07:40:00
Burst Pressure (hPa)              : 5.91
Integrated O3 to end of data (DU) : 239.19
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 412501402
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z3955
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.680
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.05    1.800   19.20   45.0    2.9863    0.0362    0.00 9000.00 9000.00   32.27    0.8600 9000.00000 9000.00000 9000.000
    10  822.59    1.815   18.50   46.0    3.0970    0.0376    0.04 9000.00 9000.00   32.27    0.8900 9000.00000 9000.00000 9000.000
    20  816.38    1.880   16.90   52.0    3.0601    0.0375    0.23 9000.00 9000.00   32.27    0.8800 9000.00000 9000.00000 9000.000
    30  810.45    1.942   16.30   53.0    3.1348    0.0387    0.41 9000.00 9000.00   32.37    0.9000 9000.00000 9000.00000 9000.000
    40  803.80    2.012   15.70   55.0    3.1718    0.0395    0.61 9000.00 9000.00   32.38    0.9100 9000.00000 9000.00000 9000.000
    50  795.89    2.096   14.90   58.0    3.2087    0.0403    0.86 9000.00 9000.00   32.38    0.9200 9000.00000 9000.00000 9000.000
    60  787.46    2.186   13.90   61.0    3.1718    0.0403    1.13 9000.00 9000.00   32.38    0.9100 9000.00000 9000.00000 9000.000
    70  779.62    2.270   13.10   64.0    3.1729    0.0407    1.38 9000.00 9000.00   32.49    0.9100 9000.00000 9000.00000 9000.000
    80  771.39    2.360   12.30   66.0    3.1729    0.0411    1.64 9000.00 9000.00   32.49    0.9100 9000.00000 9000.00000 9000.000
    90  763.40    2.447   11.40   68.0    3.1360    0.0411    1.90 9000.00 9000.00   32.49    0.9000 9000.00000 9000.00000 9000.000
   100  756.20    2.526   10.70   72.0    3.1372    0.0415    2.14 9000.00 9000.00   32.60    0.9000 9000.00000 9000.00000 9000.000
   110  750.00    2.595    9.70   76.0    3.1740    0.0423    2.34 9000.00 9000.00   32.60    0.9100 9000.00000 9000.00000 9000.000
   120  743.40    2.668    9.10   79.0    3.0634    0.0412    2.56 9000.00 9000.00   32.60    0.8800 9000.00000 9000.00000 9000.000
