36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20090729
Launch Time (UT)                  : 07:18:00
Burst Pressure (hPa)              : 6.05
Integrated O3 to end of data (DU) : 219.25
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 258753743
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6317
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.660
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.70    1.800   17.30   51.0    2.4832    0.0300    0.00 9000.00 9000.00   31.57    0.7400 9000.00000 9000.00000 9000.000
    10  826.62    1.801   17.00   54.0    2.4841    0.0301    0.00 9000.00 9000.00   31.67    0.7400 9000.00000 9000.00000 9000.000
    20  826.69    1.800   18.00   57.0    2.3067    0.0279    0.00 9000.00 9000.00   31.67    0.6900 9000.00000 9000.00000 9000.000
    30  825.79    1.809   18.20   57.0    2.1292    0.0258    0.02 9000.00 9000.00   31.67    0.6400 9000.00000 9000.00000 9000.000
    40  820.68    1.862   15.40   62.0    2.2712    0.0277    0.13 9000.00 9000.00   31.67    0.6800 9000.00000 9000.00000 9000.000
    50  815.40    1.917   14.80   65.0    2.3784    0.0292    0.25 9000.00 9000.00   31.77    0.7100 9000.00000 9000.00000 9000.000
    60  811.27    1.960   14.40   66.0    2.5204    0.0311    0.34 9000.00 9000.00   31.77    0.7500 9000.00000 9000.00000 9000.000
    70  805.94    2.016   13.90   68.0    2.5914    0.0322    0.48 9000.00 9000.00   31.77    0.7700 9000.00000 9000.00000 9000.000
    80  801.27    2.065   13.20   71.0    2.5205    0.0315    0.59 9000.00 9000.00   31.78    0.7500 9000.00000 9000.00000 9000.000
    90  796.65    2.114   12.90   73.0    2.4503    0.0308    0.71 9000.00 9000.00   31.88    0.7300 9000.00000 9000.00000 9000.000
   100  792.09    2.162   12.80   71.0    2.3437    0.0296    0.82 9000.00 9000.00   31.88    0.7000 9000.00000 9000.00000 9000.000
   110  787.32    2.213   12.70   67.0    2.5924    0.0329    0.93 9000.00 9000.00   31.88    0.7700 9000.00000 9000.00000 9000.000
   120  782.42    2.265   12.30   67.0    2.8055    0.0359    1.07 9000.00 9000.00   31.89    0.8300 9000.00000 9000.00000 9000.000
   130  778.15    2.311   12.10   67.0    2.9831    0.0383    1.19 9000.00 9000.00   31.89    0.8800 9000.00000 9000.00000 9000.000
   140  773.96    2.356   12.00   64.0    3.0896    0.0399    1.32 9000.00 9000.00   31.89    0.9100 9000.00000 9000.00000 9000.000
   150  769.35    2.406   12.40   57.0    3.1251    0.0406    1.47 9000.00 9000.00   31.89    0.9200 9000.00000 9000.00000 9000.000
   160  764.65    2.458   12.60   55.0    3.1251    0.0409    1.62 9000.00 9000.00   31.89    0.9200 9000.00000 9000.00000 9000.000
   170  759.86    2.511   12.30   55.0    3.1252    0.0411    1.77 9000.00 9000.00   31.90    0.9200 9000.00000 9000.00000 9000.000
   180  754.99    2.565   12.00   56.0    3.0897    0.0409    1.93 9000.00 9000.00   31.90    0.9100 9000.00000 9000.00000 9000.000
   190  750.28    2.617   11.60   58.0    3.1252    0.0417    2.09 9000.00 9000.00   31.90    0.9200 9000.00000 9000.00000 9000.000
   200  745.24    2.673   11.10   60.0    3.1252    0.0419    2.25 9000.00 9000.00   31.90    0.9200 9000.00000 9000.00000 9000.000
   210  740.85    2.723   10.60   61.0    3.1607    0.0427    2.40 9000.00 9000.00   31.90    0.9300 9000.00000 9000.00000 9000.000
   220  736.58    2.771   10.20   63.0    3.1619    0.0429    2.54 9000.00 9000.00   32.01    0.9300 9000.00000 9000.00000 9000.000
   230  732.37    2.818    9.70   65.0    3.1974    0.0437    2.69 9000.00 9000.00   32.01    0.9400 9000.00000 9000.00000 9000.000
   240  727.86    2.870    9.70   63.0    3.1974    0.0439    2.84 9000.00 9000.00   32.01    0.9400 9000.00000 9000.00000 9000.000
   250  722.93    2.926    9.80   62.0    3.2329    0.0447    3.02 9000.00 9000.00   32.01    0.9500 9000.00000 9000.00000 9000.000
