36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20090715
Launch Time (UT)                  : 08:16:00
Burst Pressure (hPa)              : 15.12
Integrated O3 to end of data (DU) : 153.57
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 503406404
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6310
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.440
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  819.62    1.800   19.30   45.0    3.3378    0.0407    0.00 9000.00 9000.00   33.27    0.9500 9000.00000 9000.00000 9000.000
    10  815.09    1.847   17.70   50.0    3.3378    0.0410    0.15 9000.00 9000.00   33.27    0.9500 9000.00000 9000.00000 9000.000
    20  810.13    1.900   17.30   52.0    3.4112    0.0421    0.31 9000.00 9000.00   33.27    0.9700 9000.00000 9000.00000 9000.000
    30  804.93    1.955   16.80   54.0    3.4491    0.0428    0.48 9000.00 9000.00   33.38    0.9800 9000.00000 9000.00000 9000.000
    40  800.05    2.007   16.30   54.0    3.4858    0.0436    0.65 9000.00 9000.00   33.38    0.9900 9000.00000 9000.00000 9000.000
    50  795.08    2.059   15.90   56.0    3.4858    0.0438    0.82 9000.00 9000.00   33.38    0.9900 9000.00000 9000.00000 9000.000
    60  790.00    2.114   15.40   57.0    3.5224    0.0446    1.00 9000.00 9000.00   33.38    1.0000 9000.00000 9000.00000 9000.000
    70  786.13    2.156   14.90   59.0    3.4858    0.0443    1.13 9000.00 9000.00   33.38    0.9900 9000.00000 9000.00000 9000.000
    80  780.95    2.211   14.30   62.0    3.4492    0.0442    1.32 9000.00 9000.00   33.39    0.9800 9000.00000 9000.00000 9000.000
    90  776.04    2.265   13.90   61.0    3.4492    0.0444    1.49 9000.00 9000.00   33.39    0.9800 9000.00000 9000.00000 9000.000
   100  771.49    2.315   14.10   51.0    3.4859    0.0452    1.65 9000.00 9000.00   33.39    0.9900 9000.00000 9000.00000 9000.000
   110  765.55    2.380   13.90   47.0    3.5226    0.0460    1.86 9000.00 9000.00   33.39    1.0000 9000.00000 9000.00000 9000.000
   120  760.65    2.434   13.60   46.0    3.5961    0.0473    2.04 9000.00 9000.00   33.40    1.0200 9000.00000 9000.00000 9000.000
   130  756.12    2.484   13.20   47.0    3.5961    0.0476    2.21 9000.00 9000.00   33.40    1.0200 9000.00000 9000.00000 9000.000
   140  751.59    2.535   12.70   48.0    3.5961    0.0478    2.38 9000.00 9000.00   33.40    1.0200 9000.00000 9000.00000 9000.000
   150  746.99    2.586   12.30   50.0    3.5594    0.0476    2.56 9000.00 9000.00   33.40    1.0100 9000.00000 9000.00000 9000.000
   160  742.85    2.633   11.90   52.0    3.5227    0.0474    2.71 9000.00 9000.00   33.40    1.0000 9000.00000 9000.00000 9000.000
   170  738.94    2.677   11.90   50.0    3.5228    0.0477    2.86 9000.00 9000.00   33.41    1.0000 9000.00000 9000.00000 9000.000
   180  734.87    2.723   12.00   48.0    3.5963    0.0489    3.01 9000.00 9000.00   33.41    1.0200 9000.00000 9000.00000 9000.000
   190  729.46    2.785   11.90   44.0    3.6329    0.0498    3.22 9000.00 9000.00   33.41    1.0300 9000.00000 9000.00000 9000.000
   200  723.92    2.849   11.70   44.0    3.7430    0.0517    3.45 9000.00 9000.00   33.41    1.0600 9000.00000 9000.00000 9000.000
   210  718.64    2.910   11.60   44.0    3.7063    0.0516    3.66 9000.00 9000.00   33.41    1.0500 9000.00000 9000.00000 9000.000
