36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20090429
Launch Time (UT)                  : 07:31:00
Burst Pressure (hPa)              : 19.31
Integrated O3 to end of data (DU) : 125.87
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 258753950
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6351
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.230
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.55    1.800   21.60   65.0    1.4933    0.0181    0.00 9000.00 9000.00   33.37    0.4600 9000.00000 9000.00000 9000.000
    10  818.61    1.852   18.70   69.0    1.4933    0.0182    0.07 9000.00 9000.00   33.37    0.4600 9000.00000 9000.00000 9000.000
    20  810.26    1.940   17.40   75.0    1.5297    0.0189    0.19 9000.00 9000.00   33.37    0.4700 9000.00000 9000.00000 9000.000
    30  804.57    2.000   16.40   78.0    1.5661    0.0195    0.28 9000.00 9000.00   33.38    0.4800 9000.00000 9000.00000 9000.000
    40  799.84    2.050   15.90   81.0    1.6031    0.0200    0.35 9000.00 9000.00   33.48    0.4900 9000.00000 9000.00000 9000.000
    50  795.42    2.098   15.30   81.0    1.6395    0.0206    0.42 9000.00 9000.00   33.48    0.5000 9000.00000 9000.00000 9000.000
    60  790.96    2.145   15.00   79.0    1.7124    0.0216    0.50 9000.00 9000.00   33.48    0.5200 9000.00000 9000.00000 9000.000
    70  786.24    2.196   14.60   80.0    1.7852    0.0227    0.58 9000.00 9000.00   33.48    0.5400 9000.00000 9000.00000 9000.000
    80  781.72    2.245   14.30   80.0    1.8217    0.0233    0.66 9000.00 9000.00   33.49    0.5500 9000.00000 9000.00000 9000.000
    90  776.58    2.301   13.90   80.0    1.8582    0.0239    0.76 9000.00 9000.00   33.49    0.5600 9000.00000 9000.00000 9000.000
   100  771.68    2.354   13.50   81.0    1.8946    0.0246    0.85 9000.00 9000.00   33.49    0.5700 9000.00000 9000.00000 9000.000
   110  766.33    2.413   13.10   81.0    1.8946    0.0247    0.96 9000.00 9000.00   33.49    0.5700 9000.00000 9000.00000 9000.000
   120  761.74    2.464   12.80   81.0    1.9310    0.0254    1.05 9000.00 9000.00   33.49    0.5800 9000.00000 9000.00000 9000.000
   130  757.49    2.511   12.50   80.0    1.9311    0.0255    1.13 9000.00 9000.00   33.50    0.5800 9000.00000 9000.00000 9000.000
   140  752.92    2.562   12.30   79.0    1.9305    0.0256    1.23 9000.00 9000.00   33.40    0.5800 9000.00000 9000.00000 9000.000
   150  748.50    2.611   12.00   79.0    1.9305    0.0258    1.32 9000.00 9000.00   33.40    0.5800 9000.00000 9000.00000 9000.000
   160  743.60    2.666   11.60   80.0    1.9305    0.0260    1.42 9000.00 9000.00   33.40    0.5800 9000.00000 9000.00000 9000.000
   170  738.29    2.726   11.00   82.0    1.9306    0.0261    1.52 9000.00 9000.00   33.41    0.5800 9000.00000 9000.00000 9000.000
   180  733.82    2.777   10.60   83.0    1.9306    0.0263    1.62 9000.00 9000.00   33.41    0.5800 9000.00000 9000.00000 9000.000
   190  728.68    2.836   10.20   84.0    1.9306    0.0265    1.72 9000.00 9000.00   33.41    0.5800 9000.00000 9000.00000 9000.000
   200  723.78    2.892    9.90   82.0    1.9306    0.0267    1.83 9000.00 9000.00   33.41    0.5800 9000.00000 9000.00000 9000.000
   210  719.34    2.943    9.60   83.0    1.8941    0.0263    1.92 9000.00 9000.00   33.41    0.5700 9000.00000 9000.00000 9000.000
   220  714.04    3.004    9.30   81.0    1.8942    0.0265    2.03 9000.00 9000.00   33.42    0.5700 9000.00000 9000.00000 9000.000
