36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Mon Jun  5 11:13:50 2023
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20211229
Launch Time (UT)                  : 08:19:12
Burst Pressure (hPa)              : 6.14
Integrated O3 to end of data (DU) : 195.64
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : P5030224
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.250
Ozonesonde Instrument             : 1Z37077
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 31.400
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.45    1.790   23.20   53.0    2.3283    0.0282    0.00   90.00   16.00   35.44    0.6077   -1.30173   36.75935    1.779
     1  823.78    1.797   23.16   53.0    2.3638    0.0287    0.02   82.93    6.92   35.44    0.6162   -1.30183   36.75914    1.784
     2  823.47    1.800   22.39   54.0    2.3977    0.0291    0.02   70.94    3.74   35.45    0.6243   -1.30187   36.75903    1.788
     3  823.15    1.804   21.80   54.0    2.4015    0.0292    0.03   61.17    2.90   35.46    0.6252   -1.30188   36.75896    1.792
     4  822.82    1.807   21.51   55.0    2.4053    0.0292    0.04   60.92    3.05   35.46    0.6261   -1.30189   36.75891    1.797
     5  822.07    1.815   21.42   55.0    2.4098    0.0293    0.05   63.25    3.42   35.46    0.6272   -1.30190   36.75885    1.805
     6  820.80    1.828   21.39   55.0    2.4103    0.0294    0.08   64.60    3.72   35.46    0.6273   -1.30190   36.75879    1.816
     7  819.90    1.838   21.36   55.0    2.4103    0.0294    0.10   64.81    3.89   35.47    0.6273   -1.30191   36.75873    1.826
     8  819.39    1.843   21.29   54.0    2.4112    0.0294    0.12   64.45    3.98   35.47    0.6275   -1.30191   36.75868    1.832
     9  819.04    1.847   21.19   54.0    2.4212    0.0296    0.12   64.08    4.06   35.47    0.6299   -1.30192   36.75862    1.837
    10  818.58    1.852   21.10   54.0    2.4254    0.0296    0.14   63.71    4.11   35.47    0.6309   -1.30194   36.75856    1.841
