36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Mon Jun  5 11:13:11 2023
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20211005
Launch Time (UT)                  : 16:46:09
Burst Pressure (hPa)              : 13.65
Integrated O3 to end of data (DU) : 197.43
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : P5030064
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.500
Ozonesonde Instrument             : 1Z33252
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.600
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.80    1.790   21.77   52.0    2.4230    0.0294    0.00   97.00    0.80   31.28    0.6641   -1.30173   36.75935    1.779
     1  823.60    1.792   20.89   55.0    2.4193    0.0294    0.00   97.51    1.34   31.30    0.6631   -1.30177   36.75913    1.780
     2  823.47    1.793   20.84   55.0    2.4194    0.0294    0.01   97.23    1.45   31.31    0.6631   -1.30176   36.75911    1.782
     3  823.28    1.795   20.86   55.0    2.4194    0.0294    0.01   96.96    1.55   31.31    0.6631   -1.30176   36.75910    1.784
     4  823.00    1.798   20.89   55.0    2.4707    0.0300    0.02   96.72    1.66   31.32    0.6763   -1.30176   36.75908    1.787
     5  822.72    1.801   20.90   55.0    2.4835    0.0302    0.03   96.53    1.77   31.32    0.6796   -1.30177   36.75906    1.790
     6  822.36    1.805   20.90   55.0    2.5049    0.0305    0.03   96.40    1.88   31.32    0.6851   -1.30176   36.75905    1.794
     7  822.01    1.809   20.91   55.0    2.5205    0.0307    0.04   96.31    1.98   31.33    0.6891   -1.30176   36.75903    1.797
     8  821.68    1.812   20.95   55.0    2.5419    0.0309    0.05   96.28    2.09   31.33    0.6946   -1.30174   36.75901    1.801
     9  821.26    1.816   21.01   55.0    2.5547    0.0311    0.06   96.29    2.19   31.34    0.6979   -1.30172   36.75898    1.806
    10  820.70    1.822   21.05   54.0    2.5575    0.0312    0.07   96.35    2.30   31.34    0.6986   -1.30170   36.75896    1.811
    11  820.21    1.828   21.14   54.0    2.5700    0.0313    0.09   96.44    2.40   31.35    0.7018   -1.30169   36.75894    1.816
    12  819.79    1.832   21.18   54.0    2.5739    0.0314    0.10   96.56    2.50   31.35    0.7028   -1.30168   36.75892    1.821
    13  819.38    1.836   21.16   54.0    2.5739    0.0314    0.11   96.71    2.60   31.35    0.7028   -1.30169   36.75889    1.826
    14  818.95    1.841   21.03   54.0    2.5852    0.0316    0.12   96.88    2.69   31.36    0.7057   -1.30170   36.75886    1.830
    15  818.49    1.846   20.92   54.0    2.5926    0.0317    0.13   97.06    2.78   31.36    0.7076   -1.30170   36.75883    1.835
    16  817.99    1.851   20.88   54.0    2.5938    0.0317    0.14   97.26    2.87   31.36    0.7079   -1.30171   36.75880    1.840
    17  817.55    1.856   20.88   55.0    2.5981    0.0318    0.15   97.45    2.96   31.37    0.7090   -1.30172   36.75876    1.845
    18  817.15    1.860   20.89   55.0    2.5966    0.0318    0.16   97.63    3.04   31.37    0.7086   -1.30172   36.75872    1.849
    19  816.65    1.865   20.79   55.0    2.5943    0.0318    0.18   97.79    3.12   31.38    0.7080   -1.30173   36.75869    1.854
    20  816.11    1.871   20.64   55.0    2.6005    0.0319    0.19   97.92    3.20   31.38    0.7096   -1.30173   36.75866    1.860
    21  815.61    1.876   20.55   55.0    2.6091    0.0320    0.20   98.00    3.28   31.38    0.7118   -1.30174   36.75863    1.865
    22  815.08    1.882   20.53   56.0    2.6169    0.0321    0.21   98.04    3.35   31.39    0.7138   -1.30175   36.75862    1.871
    23  814.48    1.888   20.52   56.0    2.6220    0.0322    0.23   98.02    3.42   31.39    0.7151   -1.30175   36.75862    1.877
    24  813.92    1.894   20.40   56.0    2.6232    0.0322    0.24   97.93    3.49   31.39    0.7154   -1.30175   36.75861    1.883
    25  813.43    1.899   20.26   57.0    2.6224    0.0322    0.26   97.76    3.55   31.40    0.7152   -1.30175   36.75860    1.889
    26  812.96    1.904   20.09   57.0    2.6229    0.0323    0.27   97.51    3.61   31.40    0.7153   -1.30173   36.75858    1.894
    27  812.43    1.910   20.03   58.0    2.6307    0.0324    0.28   97.19    3.67   31.41    0.7173   -1.30171   36.75855    1.899
    28  811.91    1.916   20.03   57.0    2.6385    0.0325    0.30   96.77    3.72   31.41    0.7193   -1.30168   36.75850    1.904
    29  811.46    1.920   20.08   57.0    2.6447    0.0326    0.31   96.27    3.77   31.41    0.7209   -1.30165   36.75844    1.909
    30  811.01    1.925   20.08   57.0    2.6490    0.0327    0.32   95.69    3.81   31.42    0.7220   -1.30162   36.75838    1.914
    31  810.51    1.931   19.99   57.0    2.6491    0.0327    0.33   95.02    3.85   31.42    0.7220   -1.30160   36.75832    1.920
    32  809.94    1.936   19.89   58.0    2.6576    0.0328    0.35   94.28    3.89   31.42    0.7242   -1.30159   36.75826    1.926
    33  809.36    1.943   19.81   58.0    2.6662    0.0329    0.36   93.46    3.92   31.42    0.7264   -1.30158   36.75822    1.932
    34  808.81    1.949   19.72   58.0    2.6666    0.0330    0.38   92.58    3.95   31.43    0.7265   -1.30158   36.75819    1.938
    35  808.31    1.954   19.65   59.0    2.6725    0.0331    0.39   91.67    3.98   31.43    0.7280   -1.30158   36.75816    1.943
    36  807.80    1.959   19.57   59.0    2.6799    0.0332    0.40   90.72    4.01   31.43    0.7299   -1.30158   36.75814    1.949
    37  807.25    1.965   19.49   59.0    2.6815    0.0332    0.42   89.77    4.03   31.44    0.7303   -1.30158   36.75812    1.954
    38  806.71    1.971   19.41   59.0    2.6815    0.0332    0.43   88.82    4.05   31.44    0.7303   -1.30157   36.75810    1.960
    39  806.18    1.977   19.33   59.0    2.6858    0.0333    0.44   87.89    4.07   31.44    0.7314   -1.30156   36.75806    1.966
    40  805.67    1.982   19.26   59.0    2.6920    0.0334    0.46   87.01    4.09   31.45    0.7330   -1.30155   36.75802    1.971
    41  805.16    1.988   19.18   59.0    2.6936    0.0335    0.47   86.17    4.11   31.45    0.7334   -1.30155   36.75797    1.977
    42  804.63    1.993   19.10   60.0    2.6960    0.0335    0.49   85.42    4.12   31.46    0.7340   -1.30155   36.75791    1.982
    43  804.09    1.999   19.02   60.0    2.6960    0.0335    0.50   84.76    4.14   31.46    0.7340   -1.30157   36.75786    1.988
    44  803.56    2.005   18.95   60.0    2.6960    0.0336    0.51   84.21    4.15   31.46    0.7340   -1.30159   36.75780    1.994
    45  803.05    2.010   19.00   60.0    2.6945    0.0336    0.53   83.78    4.16   31.47    0.7336   -1.30162   36.75775    1.999
    46  802.54    2.016   18.97   60.0    2.6895    0.0335    0.54   83.49    4.18   31.47    0.7323   -1.30165   36.75771    2.005
    47  802.01    2.021   18.92   60.0    2.6856    0.0335    0.56   83.31    4.19   31.47    0.7313   -1.30169   36.75768    2.010
    48  801.53    2.026   18.81   61.0    2.6876    0.0335    0.57   83.27    4.20   31.48    0.7318   -1.30172   36.75765    2.016
