36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Mon Jun  5 11:13:38 2023
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20211201
Launch Time (UT)                  : 07:40:17
Burst Pressure (hPa)              : 6.86
Integrated O3 to end of data (DU) : 200.42
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : P5020544
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.250
Ozonesonde Instrument             : 1Z35978
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.100
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.35    1.790   19.70   79.0    1.9874    0.0241    0.00   50.00   12.00   31.82    0.5525   -1.30173   36.75935    1.779
     1  823.63    1.797   20.44   73.0    2.0215    0.0245    0.01   53.25    5.17   31.83    0.5611   -1.30179   36.75917    1.785
     2  823.20    1.802   20.23   74.0    2.0262    0.0246    0.02   58.25    2.70   31.83    0.5623   -1.30181   36.75907    1.791
     3  822.72    1.807   20.05   74.0    2.0263    0.0246    0.03   61.67    1.97   31.84    0.5623   -1.30182   36.75901    1.796
     4  822.25    1.812   19.83   74.0    2.0263    0.0246    0.04   60.22    2.05   31.85    0.5623   -1.30182   36.75896    1.801
     5  821.68    1.818   19.61   74.0    2.0263    0.0247    0.05   57.69    2.33   31.85    0.5623   -1.30183   36.75890    1.806
     6  821.21    1.823   19.40   73.0    2.0256    0.0247    0.06   55.70    2.55   31.86    0.5621   -1.30185   36.75885    1.812
     7  820.73    1.828   19.19   73.0    2.0256    0.0247    0.07   54.11    2.68   31.86    0.5621   -1.30189   36.75879    1.817
     8  820.06    1.835   19.00   74.0    2.0257    0.0247    0.08   52.62    2.73   31.87    0.5621   -1.30194   36.75874    1.824
     9  819.38    1.842   18.87   74.0    2.0257    0.0247    0.10   51.06    2.79   31.87    0.5621   -1.30197   36.75869    1.831
    10  818.80    1.848   18.79   75.0    2.0258    0.0247    0.11   49.43    2.84   31.88    0.5621   -1.30200   36.75864    1.837
    11  818.26    1.854   18.73   75.0    2.0349    0.0249    0.12   47.76    2.88   31.89    0.5644   -1.30201   36.75861    1.843
    12  817.81    1.859   18.69   75.0    2.0393    0.0249    0.13   46.06    2.92   31.89    0.5655   -1.30202   36.75860    1.848
    13  817.38    1.863   18.67   76.0    2.0401    0.0250    0.14   44.34    2.96   31.90    0.5657   -1.30202   36.75860    1.853
    14  816.77    1.869   18.64   77.0    2.0425    0.0250    0.15   42.63    3.00   31.90    0.5663   -1.30203   36.75860    1.858
    15  816.18    1.876   18.59   77.0    2.0453    0.0251    0.16   40.94    3.04   31.90    0.5670   -1.30203   36.75859    1.864
    16  815.79    1.880   18.55   76.0    2.0485    0.0251    0.17   39.29    3.08   31.91    0.5678   -1.30205   36.75858    1.869
    17  815.34    1.884   18.50   76.0    2.0572    0.0252    0.18   37.70    3.12   31.91    0.5700   -1.30207   36.75857    1.874
    18  814.82    1.890   18.46   76.0    2.0624    0.0253    0.19   36.20    3.17   31.92    0.5713   -1.30211   36.75856    1.879
    19  814.31    1.895   18.40   76.0    2.0672    0.0254    0.20   34.80    3.22   31.93    0.5725   -1.30214   36.75855    1.884
    20  813.74    1.901   18.33   77.0    2.0720    0.0255    0.21   33.53    3.27   31.93    0.5737   -1.30218   36.75855    1.890
    21  813.18    1.907   18.28   78.0    2.0776    0.0255    0.22   32.38    3.33   31.94    0.5751   -1.30222   36.75855    1.896
    22  812.62    1.913   18.22   79.0    2.0839    0.0256    0.23   31.37    3.39   31.94    0.5767   -1.30225   36.75855    1.903
    23  812.01    1.920   18.15   79.0    2.0860    0.0257    0.24   30.50    3.45   31.95    0.5772   -1.30227   36.75855    1.909
    24  811.42    1.926   18.07   79.0    2.0967    0.0258    0.26   29.76    3.51   31.95    0.5799   -1.30228   36.75856    1.915
    25  810.91    1.931   18.03   79.0    2.1058    0.0260    0.27   29.16    3.58   31.96    0.5822   -1.30230   36.75856    1.920
    26  810.42    1.936   18.00   79.0    2.1138    0.0261    0.28   28.69    3.65   31.96    0.5842   -1.30233   36.75855    1.926
    27  809.93    1.942   17.96   79.0    2.1217    0.0262    0.29   28.35    3.72   31.97    0.5862   -1.30237   36.75853    1.931
    28  809.38    1.947   17.89   79.0    2.1309    0.0263    0.30   28.12    3.80   31.98    0.5885   -1.30242   36.75850    1.937
