36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 8 November, 2018
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20181024
Launch Time (UT)                  : 06:03:59
Burst Pressure (hPa)              : 6.13
Integrated O3 to end of data (DU) : 230.81
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N1413180
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z32948
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.900
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : No
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.10    1.800   14.40   87.0    1.8744    0.0227    0.00    0.00    0.00   29.97    0.5200   -1.30180   36.75930 9000.000
     2  825.64    1.805   13.95   85.0    1.8744    0.0227    0.01 9000.00 9000.00   29.98    0.5200 9000.00000 9000.00000 9000.000
     4  824.72    1.814   13.68   87.0    1.8744    0.0227    0.02 9000.00 9000.00   29.98    0.5200 9000.00000 9000.00000 9000.000
     6  823.48    1.827   13.51   89.0    1.9135    0.0232    0.05 9000.00 9000.00   29.98    0.5300 9000.00000 9000.00000 9000.000
     8  822.29    1.839   13.36   90.0    1.9133    0.0233    0.07 9000.00 9000.00   29.96    0.5300 9000.00000 9000.00000 9000.000
    10  821.32    1.849   13.24   91.0    1.9523    0.0238    0.09 9000.00 9000.00   29.94    0.5400 9000.00000 9000.00000 9000.000
    12  820.47    1.858   13.17   92.0    1.9521    0.0238    0.10 9000.00 9000.00   29.91    0.5400 9000.00000 9000.00000 9000.000
    14  819.59    1.867   13.12   92.0    1.9518    0.0238    0.12 9000.00 9000.00   29.87    0.5400 9000.00000 9000.00000 9000.000
    16  818.65    1.877   13.04   93.0    1.9907    0.0243    0.14 9000.00 9000.00   29.85    0.5500 9000.00000 9000.00000 9000.000
    18  817.75    1.886   12.92   93.0    1.9907    0.0243    0.15 9000.00 9000.00   29.84    0.5500 9000.00000 9000.00000 9000.000
    20  817.00    1.893   12.83   93.0    1.9906    0.0244    0.17 9000.00 9000.00   29.83    0.5500 9000.00000 9000.00000 9000.000
    22  816.32    1.901   12.76   93.0    1.9905    0.0244    0.18 9000.00 9000.00   29.82    0.5500 9000.00000 9000.00000 9000.000
    24  815.68    1.907   12.74   93.0    1.9905    0.0244    0.19 9000.00 9000.00   29.82    0.5500 9000.00000 9000.00000 9000.000
    26  814.99    1.914   12.75   92.0    2.0296    0.0249    0.21 9000.00 9000.00   29.82    0.5600 9000.00000 9000.00000 9000.000
    28  814.17    1.923   12.70   92.0    2.0296    0.0249    0.22 9000.00 9000.00   29.82    0.5600 9000.00000 9000.00000 9000.000
    30  813.10    1.934   12.57   93.0    2.0296    0.0250    0.25 9000.00 9000.00   29.82    0.5600 9000.00000 9000.00000 9000.000
    32  811.96    1.946   12.49   92.0    2.0686    0.0255    0.27 9000.00 9000.00   29.82    0.5700 9000.00000 9000.00000 9000.000
    34  811.14    1.954   12.47   92.0    2.0687    0.0255    0.28 9000.00 9000.00   29.83    0.5700 9000.00000 9000.00000 9000.000
    36  810.50    1.961   12.44   92.0    2.0687    0.0255    0.30 9000.00 9000.00   29.83    0.5700 9000.00000 9000.00000 9000.000
    38  809.78    1.968   12.38   92.0    2.1076    0.0260    0.31 9000.00 9000.00   29.82    0.5800 9000.00000 9000.00000 9000.000
    40  808.98    1.977   12.33   92.0    2.1076    0.0261    0.33 9000.00 9000.00   29.82    0.5800 9000.00000 9000.00000 9000.000
    42  808.03    1.986   12.28   92.0    2.1465    0.0266    0.35 9000.00 9000.00   29.80    0.5900 9000.00000 9000.00000 9000.000
    44  806.98    1.997   12.20   92.0    2.1465    0.0266    0.37 9000.00 9000.00   29.80    0.5900 9000.00000 9000.00000 9000.000
    46  805.87    2.009   12.15   93.0    2.1464    0.0266    0.39 9000.00 9000.00   29.79    0.5900 9000.00000 9000.00000 9000.000
    48  804.70    2.021   12.09   94.0    2.1464    0.0267    0.42 9000.00 9000.00   29.79    0.5900 9000.00000 9000.00000 9000.000
    50  803.53    2.033   11.98   95.0    2.1464    0.0267    0.44 9000.00 9000.00   29.78    0.5900 9000.00000 9000.00000 9000.000
    52  802.58    2.043   11.89   95.0    2.1464    0.0267    0.46 9000.00 9000.00   29.78    0.5900 9000.00000 9000.00000 9000.000
    54  801.73    2.052   11.83   95.0    2.1463    0.0268    0.48 9000.00 9000.00   29.77    0.5900 9000.00000 9000.00000 9000.000
    56  800.79    2.062   11.78   95.0    2.1854    0.0273    0.50 9000.00 9000.00   29.78    0.6000 9000.00000 9000.00000 9000.000
    58  799.86    2.072   11.74   95.0    2.1854    0.0273    0.52 9000.00 9000.00   29.78    0.6000 9000.00000 9000.00000 9000.000
    60  799.01    2.081   11.67   95.0    2.1854    0.0274    0.54 9000.00 9000.00   29.78    0.6000 9000.00000 9000.00000 9000.000
    62  798.19    2.089   11.64   95.0    2.1854    0.0274    0.56 9000.00 9000.00   29.78    0.6000 9000.00000 9000.00000 9000.000
    64  797.41    2.098   11.61   96.0    2.1854    0.0274    0.57 9000.00 9000.00   29.78    0.6000 9000.00000 9000.00000 9000.000
    66  796.71    2.105   11.52   96.0    2.1854    0.0274    0.59 9000.00 9000.00   29.78    0.6000 9000.00000 9000.00000 9000.000
    68  796.08    2.112   11.46   96.0    2.1463    0.0270    0.60 9000.00 9000.00   29.77    0.5900 9000.00000 9000.00000 9000.000
    70  795.33    2.119   11.42   96.0    2.1463    0.0270    0.62 9000.00 9000.00   29.77    0.5900 9000.00000 9000.00000 9000.000
    72  794.42    2.129   11.49   95.0    2.1853    0.0275    0.64 9000.00 9000.00   29.77    0.6000 9000.00000 9000.00000 9000.000
    74  793.45    2.139   11.59   93.0    2.1853    0.0275    0.66 9000.00 9000.00   29.77    0.6000 9000.00000 9000.00000 9000.000
    76  792.67    2.147   11.56   93.0    2.1463    0.0271    0.68 9000.00 9000.00   29.77    0.5900 9000.00000 9000.00000 9000.000
    78  791.98    2.155   11.45   93.0    2.1463    0.0271    0.69 9000.00 9000.00   29.77    0.5900 9000.00000 9000.00000 9000.000
