36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20150610
Launch Time (UT)                  : 06:55:08
Burst Pressure (hPa)              : 8.96
Integrated O3 to end of data (DU) : 217.28
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : J3123202
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z25470
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.100
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.90    1.800   13.80   89.0    2.3129    0.0280    0.00    0.00    0.00   29.13    0.6400   36.75900   -1.30200 9000.000
     2  824.42    1.805   14.21   76.0    2.3130    0.0281    0.01  243.00    1.10   29.14    0.6400   36.75900   -1.30200 9000.000
     4  823.65    1.813   14.37   79.0    2.3914    0.0290    0.03  226.00    1.30   29.15    0.6600   36.75900   -1.30200 9000.000
     6  822.49    1.825   14.24   80.0    2.4307    0.0296    0.05  231.00    1.40   29.16    0.6700   36.75900   -1.30200 9000.000
     8  821.37    1.836   14.08   81.0    2.4307    0.0296    0.08  231.00    1.60   29.16    0.6700   36.75900   -1.30200 9000.000
    10  820.23    1.848   13.93   82.0    2.4307    0.0296    0.11  232.00    1.70   29.16    0.6700   36.75900   -1.30100 9000.000
    12  819.18    1.859   13.75   82.0    2.4699    0.0302    0.13  232.00    1.80   29.16    0.6800   36.75900   -1.30100 9000.000
    14  818.08    1.870   13.54   82.0    2.5091    0.0307    0.16  231.00    1.90   29.16    0.6900   36.75900   -1.30200 9000.000
    16  816.85    1.883   13.26   83.0    2.5092    0.0307    0.19  230.00    1.90   29.17    0.6900   36.75900   -1.30200 9000.000
    18  815.77    1.894   13.08   85.0    2.5484    0.0312    0.22  228.00    2.00   29.17    0.7000   36.75900   -1.30200 9000.000
    20  814.73    1.905   13.00   86.0    2.5876    0.0318    0.24  225.00    2.00   29.17    0.7100   36.75900   -1.30200 9000.000
    22  813.79    1.914   12.94   87.0    2.5876    0.0318    0.26  222.00    2.00   29.17    0.7100   36.75900   -1.30200 9000.000
    24  812.95    1.923   12.85   87.0    2.6269    0.0323    0.29  219.00    2.10   29.18    0.7200   36.75900   -1.30100 9000.000
    26  811.91    1.934   12.75   88.0    2.6270    0.0324    0.31  215.00    2.10   29.19    0.7200   36.75900   -1.30100 9000.000
    28  810.65    1.947   12.66   89.0    2.7054    0.0334    0.35  211.00    2.10   29.19    0.7400   36.76000   -1.30100 9000.000
    30  809.36    1.961   12.59   90.0    2.7054    0.0334    0.38  207.00    2.20   29.19    0.7400   36.76000   -1.30100 9000.000
    32  808.20    1.973   12.52   91.0    2.7055    0.0335    0.41  203.00    2.20   29.20    0.7400   36.76000   -1.30100 9000.000
    34  807.00    1.985   12.42   91.0    2.7056    0.0335    0.44  200.00    2.20   29.21    0.7400   36.76000   -1.30100 9000.000
    36  805.86    1.997   12.29   91.0    2.7448    0.0341    0.47  198.00    2.30   29.21    0.7500   36.76000   -1.30100 9000.000
    38  804.82    2.008   12.18   91.0    2.7449    0.0341    0.50  196.00    2.30   29.22    0.7500   36.76000   -1.30100 9000.000
    40  803.67    2.020   12.05   92.0    2.7448    0.0342    0.53  195.00    2.30   29.21    0.7500   36.76000   -1.30100 9000.000
    42  802.45    2.033   11.89   92.0    2.7840    0.0347    0.56  196.00    2.30   29.21    0.7600   36.76000   -1.30100 9000.000
    44  801.23    2.045   11.76   93.0    2.7840    0.0347    0.60  196.00    2.30   29.21    0.7600   36.76000   -1.30100 9000.000
    46  800.21    2.056   11.66   94.0    2.7840    0.0348    0.63  198.00    2.20   29.21    0.7600   36.76000   -1.30100 9000.000
    48  799.22    2.066   11.56   94.0    2.7840    0.0348    0.65  201.00    2.20   29.21    0.7600   36.75900   -1.30100 9000.000
    50  798.11    2.078   11.44   95.0    2.7840    0.0349    0.68  204.00    2.10   29.21    0.7600   36.75900   -1.30100 9000.000
    52  796.87    2.091   11.34   96.0    2.7840    0.0349    0.72  207.00    2.00   29.21    0.7600   36.76000   -1.30100 9000.000
    54  795.57    2.105   11.21   96.0    2.7840    0.0350    0.75  211.00    1.90   29.21    0.7600   36.76000   -1.30100 9000.000
    56  794.44    2.117   11.11   97.0    2.7840    0.0350    0.78  216.00    1.90   29.21    0.7600   36.76000   -1.30100 9000.000
    58  793.49    2.127   11.06   97.0    2.8233    0.0356    0.81  219.00    1.80   29.21    0.7700   36.76000   -1.30100 9000.000
