36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20150311
Launch Time (UT)                  : 08:30:55
Burst Pressure (hPa)              : 9.15
Integrated O3 to end of data (DU) : 199.00
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : K4154279
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z25502
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.700
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.30    1.800   23.50   33.0    3.1744    0.0385    0.00   90.00    5.00   36.94    0.8500   36.75900   -1.30200 9000.000
     2  823.21    1.811   23.28   29.0    3.3331    0.0405    0.03   70.00    4.80   36.94    0.8900   36.75900   -1.30200 9000.000
     4  821.93    1.825   23.02   29.0    3.4521    0.0420    0.08   68.00    5.40   36.94    0.9200   36.75900   -1.30200 9000.000
     6  820.50    1.840   22.85   30.0    3.4520    0.0421    0.12   67.00    6.00   36.93    0.9200   36.75900   -1.30200 9000.000
     8  819.00    1.856   22.68   31.0    3.4122    0.0417    0.17   66.00    6.50   36.92    0.9100   36.75800   -1.30200 9000.000
    10  817.83    1.869   22.46   32.0    3.3724    0.0412    0.21   65.00    7.10   36.90    0.9000   36.75800   -1.30200 9000.000
    12  816.88    1.879   22.31   32.0    3.3326    0.0408    0.24   65.00    7.60   36.89    0.8900   36.75800   -1.30200 9000.000
    14  815.89    1.889   22.13   32.0    3.2929    0.0404    0.27   64.00    8.00   36.89    0.8800   36.75800   -1.30200 9000.000
    16  814.82    1.901   21.93   33.0    3.2929    0.0404    0.31   64.00    8.40   36.89    0.8800   36.75800   -1.30200 9000.000
    18  813.75    1.912   21.72   33.0    3.3326    0.0410    0.34   63.00    8.80   36.89    0.8900   36.75800   -1.30200 9000.000
    20  812.59    1.924   21.49   33.0    3.3326    0.0410    0.38   63.00    9.20   36.89    0.8900   36.75800   -1.30200 9000.000
    22  811.35    1.938   21.37   34.0    3.3327    0.0411    0.42   64.00    9.50   36.90    0.8900   36.75800   -1.30300 9000.000
