36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20150107
Launch Time (UT)                  : 06:54:52
Burst Pressure (hPa)              : 5.93
Integrated O3 to end of data (DU) : 207.54
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : J3123397
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z25506
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 31.400
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.30    1.800   18.60 9000.0    2.4175    0.0293    0.00   50.00    3.00   34.95    0.6300   36.75900   -1.30200 9000.000
     2  824.67    1.807   18.37   53.0    2.4176    0.0293    0.01   36.00    2.80   34.96    0.6300   36.75900   -1.30200 9000.000
     4  823.66    1.817   18.06   57.0    2.5010    0.0304    0.04   36.00    3.10   34.96    0.6500   36.75900   -1.30200 9000.000
     6  822.52    1.829   17.88   59.0    2.5010    0.0304    0.07   38.00    3.50   34.96    0.6500   36.75900   -1.30200 9000.000
     8  821.51    1.839   17.75   60.0    2.5010    0.0304    0.09   38.00    3.80   34.96    0.6500   36.75900   -1.30200 9000.000
    10  820.72    1.848   17.66   61.0    2.5008    0.0305    0.11   39.00    4.20   34.93    0.6500   36.75900   -1.30200 9000.000
    12  819.89    1.856   17.63   62.0    2.5007    0.0305    0.13   39.00    4.40   34.92    0.6500   36.75900   -1.30200 9000.000
    14  818.94    1.866   17.64   62.0    2.5423    0.0310    0.15   40.00    4.60   34.91    0.6600   36.75900   -1.30200 9000.000
    16  817.88    1.877   17.56   62.0    2.5839    0.0316    0.18   40.00    4.80   34.91    0.6700   36.75900   -1.30200 9000.000
    18  816.73    1.889   17.42   63.0    2.6255    0.0321    0.21   40.00    5.00   34.90    0.6800   36.75900   -1.30200 9000.000
    20  815.48    1.903   17.27   63.0    2.6254    0.0322    0.24   40.00    5.10   34.89    0.6800   36.75800   -1.30300 9000.000
    22  814.47    1.913   17.24   64.0    2.6254    0.0322    0.26   39.00    5.10   34.88    0.6800   36.75900   -1.30300 9000.000
