36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20150617
Launch Time (UT)                  : 07:56:06
Burst Pressure (hPa)              : 8.28
Integrated O3 to end of data (DU) : 217.81
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : J3123587
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z25467
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.800
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.20    1.800   19.40   75.0    1.9521    0.0237    0.00    0.00    0.00   30.93    0.5500 9000.00000   -1.30200 9000.000
     2  822.03    1.812   17.99   65.0    2.1084    0.0256    0.02  151.00    1.70   30.95    0.5900   36.75900   -1.30200 9000.000
     4  820.78    1.825   17.64   69.0    2.2646    0.0276    0.05  155.00    2.00   30.96    0.6300   36.75900   -1.30200 9000.000
     6  819.46    1.839   17.51   72.0    2.3428    0.0286    0.08  148.00    2.10   30.97    0.6500   36.75900   -1.30200 9000.000
     8  818.18    1.852   17.44   73.0    2.4600    0.0301    0.11  147.00    2.20   30.97    0.6800   36.75900   -1.30200 9000.000
    10  816.97    1.865   17.43   74.0    2.5381    0.0311    0.14  146.00    2.30   30.98    0.7000   36.75900   -1.30200 9000.000
    12  815.80    1.877   17.34   74.0    2.6162    0.0321    0.17  145.00    2.40   30.98    0.7200   36.75900   -1.30100 9000.000
    14  814.58    1.890   17.21   74.0    2.6943    0.0331    0.20  143.00    2.40   30.98    0.7400   36.75900   -1.30100 9000.000
    16  813.30    1.904   17.06   74.0    2.7725    0.0341    0.23  142.00    2.40   30.99    0.7600   36.75900   -1.30100 9000.000
    18  812.00    1.917   16.91   75.0    2.8506    0.0351    0.27  141.00    2.30   30.99    0.7800   36.75900   -1.30100 9000.000
    20  810.65    1.932   16.74   76.0    2.9288    0.0361    0.31  139.00    2.30   31.00    0.8000   36.75900   -1.30100 9000.000
    22  809.23    1.946   16.54   77.0    3.0070    0.0372    0.35  138.00    2.20   31.01    0.8200   36.75900   -1.30100 9000.000
    24  807.87    1.961   16.37   78.0    3.0462    0.0377    0.39  136.00    2.10   31.02    0.8300   36.75900   -1.30100 9000.000
    26  806.55    1.975   16.21   78.0    3.0853    0.0383    0.43  134.00    2.00   31.03    0.8400   36.75900   -1.30100 9000.000
    28  805.51    1.986   16.10   78.0    3.1246    0.0388    0.46  132.00    1.90   31.05    0.8500   36.75900   -1.30100 9000.000
    30  804.51    1.996   15.95   78.0    3.1636    0.0393    0.49  130.00    1.90   31.05    0.8600   36.75900   -1.30100 9000.000
    32  803.37    2.009   15.79   78.0    3.2028    0.0399    0.52  128.00    1.80   31.06    0.8700   36.75900   -1.30100 9000.000
    34  802.23    2.021   15.65   80.0    3.2810    0.0409    0.56  127.00    1.80   31.07    0.8900   36.75900   -1.30100 9000.000
    36  801.08    2.033   15.51   81.0    3.3201    0.0414    0.60  126.00    1.70   31.07    0.9000   36.75900   -1.30100 9000.000
    38  799.96    2.045   15.44   81.0    3.3983    0.0425    0.64  126.00    1.70   31.08    0.9200   36.75900   -1.30100 9000.000
    40  798.82    2.057   15.37   81.0    3.3984    0.0425    0.67  126.00    1.70   31.09    0.9200   36.75900   -1.30100 9000.000
    42  797.66    2.069   15.24   82.0    3.4767    0.0436    0.71  127.00    1.80   31.10    0.9400   36.75900   -1.30100 9000.000
    44  796.43    2.082   15.07   82.0    3.4768    0.0437    0.76  129.00    1.80   31.11    0.9400   36.75900   -1.30100 9000.000
    46  795.08    2.097   14.84   83.0    3.5160    0.0442    0.80  131.00    1.90   31.12    0.9500   36.75800   -1.30100 9000.000
    48  793.90    2.109   14.68   84.0    3.5550    0.0448    0.84  133.00    2.00   31.12    0.9600   36.75800   -1.30100 9000.000
    50  793.07    2.118   14.63   85.0    3.5551    0.0448    0.87  135.00    2.10   31.13    0.9600   36.75800   -1.30100 9000.000
    52  792.17    2.128   14.57   85.0    3.5551    0.0449    0.90  136.00    2.20   31.13    0.9600   36.75800   -1.30100 9000.000
    54  791.08    2.139   14.47   85.0    3.6333    0.0459    0.94  138.00    2.30   31.13    0.9800   36.75800   -1.30100 9000.000
    56  789.97    2.151   14.39   85.0    3.6723    0.0465    0.98  139.00    2.40   31.13    0.9900   36.75800   -1.30100 9000.000
    58  788.71    2.165   14.29   86.0    3.6722    0.0466    1.03  140.00    2.50   31.12    0.9900   36.75800   -1.30100 9000.000
    60  787.40    2.179   14.15   86.0    3.7113    0.0471    1.08  141.00    2.60   31.12    1.0000   36.75800   -1.30100 9000.000
    62  786.13    2.193   14.04   87.0    3.7504    0.0477    1.13  142.00    2.70   31.12    1.0100   36.75800   -1.30100 9000.000
    64  784.95    2.205   13.91   87.0    3.7504    0.0478    1.17  143.00    2.70   31.12    1.0100   36.75800   -1.30100 9000.000
    66  783.93    2.216   13.82   88.0    3.7894    0.0483    1.21  144.00    2.70   31.12    1.0200   36.75800   -1.30100 9000.000
    68  782.87    2.228   13.78   88.0    3.7895    0.0484    1.25  145.00    2.70   31.13    1.0200   36.75800   -1.30100 9000.000
    70  781.77    2.240   13.74   88.0    3.8287    0.0490    1.29  147.00    2.60   31.14    1.0300   36.75800   -1.30100 9000.000
    72  780.69    2.251   13.66   88.0    3.8678    0.0495    1.33  150.00    2.50   31.14    1.0400   36.75800   -1.30100 9000.000
    74  779.48    2.264   13.50   89.0    3.8679    0.0496    1.38  154.00    2.30   31.15    1.0400   36.75800   -1.30100 9000.000
    76  778.36    2.277   13.39   89.0    3.9071    0.0502    1.43  160.00    2.20   31.16    1.0500   36.75800   -1.30100 9000.000
    78  777.20    2.289   13.36   90.0    3.9073    0.0503    1.47  167.00    2.10   31.17    1.0500   36.75800   -1.30000 9000.000
    80  775.93    2.303   13.26   90.0    3.9074    0.0504    1.52  176.00    1.90   31.18    1.0500   36.75800   -1.30000 9000.000
    82  774.73    2.316   13.16   90.0    3.9073    0.0504    1.57  187.00    1.90   31.17    1.0500   36.75800   -1.30100 9000.000
    84  773.65    2.328   13.07   91.0    3.9073    0.0505    1.61  198.00    1.90   31.17    1.0500   36.75800   -1.30000 9000.000
    86  772.58    2.339   13.00   91.0    3.9073    0.0506    1.66  209.00    2.00   31.17    1.0500   36.75800   -1.30000 9000.000
    88  771.42    2.352   12.95   92.0    3.9463    0.0512    1.70  219.00    2.20   31.17    1.0600   36.75800   -1.30000 9000.000
    90  770.27    2.365   12.96   92.0    3.9463    0.0512    1.75  228.00    2.50   31.17    1.0600   36.75800   -1.30000 9000.000
    92  769.25    2.376   13.09   92.0    3.9465    0.0513    1.79  235.00    2.70   31.18    1.0600   36.75800   -1.30000 9000.000
    94  768.22    2.387   13.16   92.0    3.9465    0.0514    1.83  240.00    3.10   31.18    1.0600   36.75800   -1.30000 9000.000
    96  767.22    2.398   13.24   92.0    3.9465    0.0514    1.87  244.00    3.40   31.18    1.0600   36.75800   -1.30000 9000.000
    98  766.22    2.409   13.36   91.0    3.9466    0.0515    1.91  248.00    3.70   31.19    1.0600   36.75800   -1.30000 9000.000
   100  765.10    2.421   13.30   91.0    3.9465    0.0516    1.96  251.00    4.10   31.18    1.0600   36.75800   -1.30000 9000.000
   102  763.82    2.436   13.23   91.0    3.9465    0.0517    2.01  253.00    4.40   31.18    1.0600   36.75800   -1.30000 9000.000
   104  762.57    2.450   13.26   91.0    3.9466    0.0518    2.06  255.00    4.70   31.19    1.0600   36.75800   -1.30000 9000.000
   106  761.52    2.461   13.42   90.0    3.9075    0.0513    2.10  257.00    5.00   31.19    1.0500   36.75900   -1.30000 9000.000
   108  760.46    2.473   13.54   88.0    3.8686    0.0509    2.15  259.00    5.20   31.20    1.0400   36.75900   -1.30000 9000.000
   110  759.43    2.484   13.55   87.0    3.8295    0.0504    2.19  260.00    5.50   31.20    1.0300   36.75900   -1.30000 9000.000
   112  758.41    2.496   13.54   86.0    3.8296    0.0505    2.23  261.00    5.70   31.21    1.0300   36.75900   -1.30000 9000.000
   114  757.26    2.509   13.49   86.0    3.7907    0.0501    2.28  263.00    5.90   31.22    1.0200   36.75900   -1.30000 9000.000
   116  755.99    2.523   13.45   86.0    3.7907    0.0501    2.33  264.00    6.10   31.22    1.0200   36.75900   -1.30000 9000.000
   118  754.65    2.538   13.52   84.0    3.7517    0.0497    2.38  265.00    6.30   31.23    1.0100   36.75900   -1.30000 9000.000
   120  753.36    2.552   13.51   84.0    3.7128    0.0493    2.43  267.00    6.40   31.24    1.0000   36.75900   -1.30000 9000.000
   122  752.22    2.565   13.39   84.0    3.6738    0.0488    2.47  268.00    6.60   31.25    0.9900   36.76000   -1.30000 9000.000
   124  751.19    2.576   13.30   83.0    3.6348    0.0484    2.51  270.00    6.80   31.26    0.9800   36.76000   -1.30000 9000.000
   126  750.21    2.588   13.26   82.0    3.5567    0.0474    2.55  271.00    6.90   31.26    0.9600   36.76000   -1.30000 9000.000
   128  749.29    2.598   13.28   80.0    3.5568    0.0475    2.58  273.00    7.10   31.27    0.9600   36.76000   -1.30000 9000.000
   130  748.35    2.608   13.28   79.0    3.5178    0.0470    2.62  274.00    7.30   31.28    0.9500   36.76000   -1.30000 9000.000
   132  747.38    2.619   13.19   79.0    3.4788    0.0465    2.65  276.00    7.50   31.29    0.9400   36.76000   -1.30000 9000.000
   134  746.32    2.631   13.10   80.0    3.4399    0.0461    2.69  277.00    7.70   31.30    0.9300   36.76000   -1.30000 9000.000
   136  745.23    2.644   13.07   81.0    3.4008    0.0456    2.73  278.00    7.80   31.30    0.9200   36.76100   -1.30000 9000.000
   138  744.15    2.656   12.99   82.0    3.3619    0.0452    2.77  279.00    8.00   31.32    0.9100   36.76100   -1.30000 9000.000
