36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Tue Jan 21 15:14:27 2025
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20240403
Launch Time (UT)                  : 07:24:34
Burst Pressure (hPa)              : 7.75
Integrated O3 to end of data (DU) : 195.71
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5030097
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z37018
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.700
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.90    1.790   21.00   75.0    1.3116    0.0159    0.00  157.00    2.10   36.72    0.3600   -1.30000   36.76000    1.780
     1  823.62    1.793   26.26   60.0    1.3116    0.0159    0.00  149.85    1.18   36.72    0.3600   -1.30000   36.76000    1.780
     2  823.47    1.794   26.16   56.0    1.3527    0.0164    0.01  135.98    2.10   36.75    0.3700   -1.30000   36.76000    1.780
     3  823.24    1.797   25.92   56.0    1.3937    0.0169    0.01  135.22    2.35   36.75    0.3800   -1.30000   36.76000    1.780
     4  823.20    1.797   25.86   57.0    1.3937    0.0169    0.01  134.46    2.61   36.76    0.3800   -1.30000   36.76000    1.790
     5  822.84    1.801   25.38   54.0    1.4348    0.0174    0.01  132.11    3.44   36.77    0.3900   -1.30000   36.76000    1.790
     6  822.33    1.806   24.90   55.0    1.5167    0.0184    0.02  131.30    3.73   36.77    0.4100   -1.30000   36.76000    1.800
     7  821.85    1.812   24.36   57.0    1.5578    0.0190    0.03  130.48    4.01   36.78    0.4200   -1.30000   36.76000    1.800
     8  821.32    1.817   23.77   58.0    1.5578    0.0190    0.04  129.65    4.29   36.78    0.4200   -1.30000   36.76000    1.810
     9  820.59    1.825   23.18   60.0    1.5578    0.0190    0.05  128.82    4.57   36.78    0.4200   -1.30000   36.76000    1.810
    10  820.31    1.828   22.76   61.0    1.5578    0.0190    0.05  127.99    4.83   36.79    0.4200   -1.30000   36.76000    1.820
    11  820.04    1.831   22.42   63.0    1.5988    0.0195    0.06  127.17    5.09   36.79    0.4300   -1.30000   36.76000    1.820
    12  819.60    1.836   21.98   64.0    1.5988    0.0195    0.06  126.35    5.34   36.79    0.4300   -1.30000   36.76000    1.830
    13  819.10    1.841   21.47   65.0    1.6398    0.0200    0.07  125.53    5.58   36.79    0.4400   -1.30000   36.76000    1.830
    14  818.60    1.846   20.97   66.0    1.6398    0.0200    0.08  124.72    5.80   36.79    0.4400   -1.30000   36.76000    1.830
    15  818.17    1.851   20.53   67.0    1.6398    0.0200    0.08  123.91    6.00   36.79    0.4400   -1.30000   36.76000    1.840
    16  817.85    1.854   20.20   68.0    1.6398    0.0201    0.09  123.11    6.19   36.79    0.4400   -1.30000   36.76000    1.840
    17  817.52    1.858   20.00   69.0    1.6808    0.0206    0.10  122.32    6.36   36.79    0.4500   -1.30000   36.76000    1.850
    18  817.03    1.863   19.88   70.0    1.6808    0.0206    0.10  121.56    6.50   36.79    0.4500   -1.30000   36.76000    1.850
    19  816.51    1.868   19.82   71.0    1.6808    0.0206    0.11  120.83    6.63   36.79    0.4500   -1.30000   36.76000    1.860
    20  816.13    1.872   19.81   71.0    1.6808    0.0206    0.12  120.13    6.73   36.79    0.4500   -1.30000   36.76000    1.860
    21  815.77    1.876   19.81   70.0    1.6808    0.0206    0.12  119.48    6.81   36.79    0.4500   -1.30000   36.76000    1.870
    22  815.38    1.880   19.77   70.0    1.6808    0.0206    0.13  118.89    6.87   36.79    0.4500   -1.30000   36.76000    1.870
