36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Tue Jan 21 15:15:32 2025
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20240807
Launch Time (UT)                  : 07:47:50
Burst Pressure (hPa)              : 7.62
Integrated O3 to end of data (DU) : 204.59
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : V4250881
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z43030
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.800
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.70    1.790   15.90   87.0    2.1628    0.0262    0.00  120.00    2.00   33.13    0.5900   -1.30000   36.76000    1.780
     1  826.08    1.796   19.23   67.0    2.1628    0.0262    0.01  137.48    1.82   33.13    0.5900   -1.30000   36.76000    1.780
     2  825.66    1.801   18.74   68.0    2.2021    0.0267    0.02  143.73    1.88   33.13    0.6000   -1.30000   36.76000    1.790
     3  825.11    1.806   18.45   69.0    2.2415    0.0272    0.03  144.65    1.99   33.13    0.6100   -1.30000   36.76000    1.800
     4  824.62    1.811   18.22   70.0    2.2415    0.0272    0.04  143.16    2.10   33.14    0.6100   -1.30000   36.76000    1.800
     5  824.14    1.816   18.12   70.0    2.2809    0.0277    0.05  141.15    2.20   33.14    0.6200   -1.30000   36.76000    1.810
     6  823.77    1.820   18.11   71.0    2.2809    0.0277    0.06  139.27    2.30   33.14    0.6200   -1.30000   36.76000    1.810
     7  823.46    1.823   18.11   70.0    2.2809    0.0277    0.07  137.59    2.38   33.14    0.6200   -1.30000   36.76000    1.810
     8  823.06    1.828   18.08   70.0    2.2809    0.0277    0.08  135.99    2.45   33.15    0.6200   -1.30000   36.76000    1.820
     9  822.66    1.832   18.02   70.0    2.3203    0.0282    0.09  134.34    2.51   33.15    0.6300   -1.30000   36.76000    1.820
    10  822.28    1.836   17.97   70.0    2.3203    0.0282    0.10  132.62    2.55   33.15    0.6300   -1.30000   36.76000    1.820
