36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Wed Dec 18 12:09:25 2024
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20231116
Launch Time (UT)                  : 08:05:19
Burst Pressure (hPa)              : 7.69
Integrated O3 to end of data (DU) : 184.97
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5030098
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z37104
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 31.100
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.70    1.790   20.70   77.0    1.3317    0.0162    0.00  130.00    2.00   37.44    0.3600   -1.30000   36.76000    1.780
     1  822.76    1.800   21.91   72.0    1.3318    0.0162    0.01   69.89    1.86   37.45    0.3600   -1.30000   36.76000    1.790
     2  822.42    1.803   21.16   73.0    1.3734    0.0167    0.02   53.08    2.39   37.45    0.3700   -1.30000   36.76000    1.790
     3  822.21    1.805   20.62   74.0    1.3734    0.0167    0.02   49.10    2.71   37.45    0.3700   -1.30000   36.76000    1.800
     4  821.94    1.808   20.14   76.0    1.3735    0.0167    0.02   48.97    2.89   37.46    0.3700   -1.30000   36.76000    1.800
     5  821.68    1.811   19.90   77.0    1.3735    0.0167    0.03   49.57    3.03   37.46    0.3700   -1.30000   36.76000    1.800
     6  821.50    1.813   19.82   78.0    1.3735    0.0167    0.03   49.95    3.18   37.46    0.3700   -1.30000   36.76000    1.800
     7  821.15    1.817   19.79   78.0    1.3735    0.0167    0.03   49.98    3.34   37.46    0.3700   -1.30000   36.76000    1.810
     8  820.76    1.821   19.76   78.0    1.4151    0.0172    0.04   49.86    3.51   37.47    0.3800   -1.30000   36.76000    1.810
     9  820.40    1.824   19.74   78.0    1.4151    0.0172    0.04   49.77    3.68   37.47    0.3800   -1.30000   36.76000    1.810
    10  819.87    1.830   19.71   78.0    1.4151    0.0173    0.05   49.73    3.84   37.47    0.3800   -1.30000   36.76000    1.820
    11  819.26    1.837   19.65   78.0    1.4151    0.0173    0.06   49.74    4.00   37.47    0.3800   -1.30000   36.76000    1.820
    12  818.89    1.840   19.57   78.0    1.4152    0.0173    0.06   49.80    4.15   37.48    0.3800   -1.30000   36.76000    1.830
    13  818.55    1.844   19.47   78.0    1.4152    0.0173    0.07   49.93    4.29   37.48    0.3800   -1.30000   36.76000    1.830
    14  818.17    1.848   19.40   78.0    1.4152    0.0173    0.07   50.12    4.43   37.48    0.3800   -1.30000   36.76000    1.840
    15  817.82    1.852   19.37   78.0    1.4568    0.0178    0.08   50.36    4.55   37.48    0.3900   -1.30000   36.76000    1.840
    16  817.47    1.855   19.35   78.0    1.4568    0.0178    0.08   50.66    4.67   37.48    0.3900   -1.30000   36.76000    1.840
    17  817.09    1.859   19.31   78.0    1.4568    0.0178    0.09   51.01    4.78   37.48    0.3900   -1.30000   36.76000    1.850
    18  816.67    1.864   19.25   79.0    1.4568    0.0178    0.09   51.43    4.88   37.48    0.3900   -1.30000   36.76000    1.850
    19  816.20    1.869   19.21   78.0    1.4568    0.0178    0.10   51.89    4.97   37.49    0.3900   -1.30000   36.76000    1.860
    20  815.65    1.875   19.19   78.0    1.4568    0.0179    0.11   52.41    5.05   37.49    0.3900   -1.30000   36.76000    1.860
    21  815.02    1.881   19.15   78.0    1.4568    0.0179    0.12   52.97    5.12   37.49    0.3900   -1.30000   36.76000    1.870
    22  814.50    1.887   19.08   79.0    1.4568    0.0179    0.13   53.57    5.18   37.49    0.3900   -1.30000   36.76000    1.870
    23  814.42    1.888   19.00   79.0    1.4568    0.0179    0.13   54.22    5.23   37.49    0.3900   -1.30000   36.76000    1.880
    24  814.36    1.888   18.95   80.0    1.4568    0.0179    0.13   54.89    5.27   37.49    0.3900   -1.30000   36.76000    1.880
    25  814.21    1.890   18.92   81.0    1.4568    0.0179    0.13   55.60    5.30   37.49    0.3900   -1.30000   36.76000    1.880
    26  814.02    1.892   18.90   81.0    1.4985    0.0184    0.13   56.32    5.33   37.49    0.4000   -1.30000   36.76000    1.880
    27  813.60    1.896   18.88   80.0    1.4985    0.0184    0.14   57.06    5.34   37.50    0.4000   -1.30000   36.76000    1.890
    28  813.12    1.901   18.85   80.0    1.4985    0.0184    0.15   57.81    5.35   37.50    0.4000   -1.30000   36.76000    1.890
    29  812.66    1.906   18.84   80.0    1.4985    0.0184    0.15   58.55    5.36   37.50    0.4000   -1.30000   36.76000    1.900
    30  812.15    1.912   18.82   80.0    1.4985    0.0185    0.16   59.28    5.36   37.50    0.4000   -1.30000   36.76000    1.900
    31  811.66    1.917   18.79   81.0    1.4985    0.0185    0.17   59.98    5.35   37.50    0.4000   -1.30000   36.76000    1.910
    32  811.36    1.920   18.74   81.0    1.4985    0.0185    0.17   60.65    5.35   37.50    0.4000   -1.30000   36.76000    1.910
    33  811.02    1.924   18.68   81.0    1.4985    0.0185    0.18   61.27    5.34   37.50    0.4000   -1.30000   36.76000    1.910
    34  810.69    1.927   18.64   82.0    1.4986    0.0185    0.18   61.84    5.32   37.51    0.4000   -1.30000   36.76000    1.920
    35  810.39    1.930   18.61   82.0    1.4986    0.0185    0.19   62.34    5.31   37.51    0.4000   -1.30000   36.76000    1.920
