36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Wed Dec 18 12:08:56 2024
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20230816
Launch Time (UT)                  : 08:00:39
Burst Pressure (hPa)              : 7.90
Integrated O3 to end of data (DU) : 215.40
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5010743
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z37068
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 31.500
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.60    1.790   20.20   69.0    2.8127    0.0341    0.00  110.00    2.00   36.18    0.7100   -1.30000   36.76000    1.780
     1  794.66    2.118   16.10   81.0    2.8129    0.0354    0.85  122.25    4.16   36.19    0.7100   -1.30000   36.76000    2.060
     2  794.12    2.124   15.95   81.0    2.8129    0.0354    0.86  122.06    4.48   36.19    0.7100   -1.30000   36.76000    2.110
     3  793.62    2.129   15.90   81.0    2.8129    0.0354    0.88  121.08    4.53   36.19    0.7100   -1.30000   36.76000    2.130
     4  793.11    2.134   15.84   81.0    2.8129    0.0355    0.89  119.77    4.47   36.19    0.7100   -1.30000   36.76000    2.130
     5  792.58    2.140   15.77   81.0    2.8129    0.0355    0.91  118.44    4.39   36.19    0.7100   -1.30000   36.76000    2.130
     6  792.14    2.145   15.70   82.0    2.8129    0.0355    0.92  117.19    4.32   36.19    0.7100   -1.30000   36.76000    2.130
     7  791.63    2.150   15.65   82.0    2.8129    0.0355    0.93  116.12    4.27   36.19    0.7100   -1.30000   36.76000    2.140
     8  791.03    2.157   15.61   83.0    2.8129    0.0356    0.95  115.12    4.22   36.19    0.7100   -1.30000   36.76000    2.150
     9  790.41    2.163   15.57   83.0    2.8129    0.0356    0.97  114.19    4.17   36.19    0.7100   -1.30000   36.76000    2.150
    10  789.78    2.170   15.51   83.0    2.8129    0.0356    0.99  113.35    4.11   36.19    0.7100   -1.30000   36.76000    2.160
    11  789.13    2.177   15.44   83.0    2.8129    0.0356    1.00  112.58    4.06   36.19    0.7100   -1.30000   36.76000    2.170
    12  788.43    2.185   15.37   84.0    2.8130    0.0357    1.02  111.89    3.99   36.20    0.7100   -1.30000   36.76000    2.170
    13  787.80    2.192   15.29   84.0    2.8130    0.0357    1.04  111.25    3.93   36.20    0.7100   -1.30000   36.76000    2.180
