36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Wed Dec 18 12:09:21 2024
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20231108
Launch Time (UT)                  : 09:41:24
Burst Pressure (hPa)              : 6.52
Integrated O3 to end of data (DU) : 205.08
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5010384
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.250
Ozonesonde Instrument             : 1Z37103
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.300
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  822.55    1.790   18.30   95.0    1.5716    0.0191    0.00   70.00    1.00   35.54    0.4300   -1.30000   36.76000    1.780
     1  821.37    1.802   19.47   89.0    1.5717    0.0191    0.02   51.56    0.18   35.55    0.4300   -1.30000   36.76000    1.790
     2  821.26    1.803   19.33   89.0    1.5717    0.0191    0.02  284.63    0.18   35.55    0.4300   -1.30000   36.76000    1.790
     3  821.11    1.805   19.23   89.0    1.5717    0.0191    0.02  279.79    0.28   35.55    0.4300   -1.30000   36.76000    1.790
     4  820.81    1.808   19.16   89.0    1.5717    0.0191    0.03  287.11    0.30   35.56    0.4300   -1.30000   36.76000    1.800
     5  820.45    1.812   19.12   89.0    1.6120    0.0196    0.03  297.91    0.31   35.56    0.4400   -1.30000   36.76000    1.800
     6  820.13    1.815   19.09   89.0    1.6121    0.0197    0.04  308.58    0.32   35.57    0.4400   -1.30000   36.76000    1.800
     7  820.11    1.815   19.07   89.0    1.6121    0.0197    0.04  317.52    0.35   35.57    0.4400   -1.30000   36.76000    1.800
     8  819.88    1.818   19.05   90.0    1.6524    0.0202    0.04  325.12    0.39   35.57    0.4500   -1.30000   36.76000    1.810
     9  819.29    1.824   19.04   91.0    1.6525    0.0202    0.05  332.32    0.44   35.58    0.4500   -1.30000   36.76000    1.810
    10  818.68    1.830   19.04   91.0    1.6525    0.0202    0.06  339.10    0.48   35.58    0.4500   -1.30000   36.76000    1.820
    11  818.26    1.835   19.05   91.0    1.6928    0.0207    0.07  345.45    0.53   35.58    0.4600   -1.30000   36.76000    1.820
    12  817.97    1.838   19.09   91.0    1.6928    0.0207    0.07  351.41    0.59   35.58    0.4600   -1.30000   36.76000    1.830
    13  817.82    1.839   19.13   91.0    1.6928    0.0207    0.07  357.02    0.64   35.59    0.4600   -1.30000   36.76000    1.830
    14  817.61    1.842   19.13   91.0    1.6928    0.0207    0.08    2.35    0.70   35.59    0.4600   -1.30000   36.76000    1.830
    15  817.27    1.845   19.09   91.0    1.7331    0.0212    0.08    7.43    0.75   35.59    0.4700   -1.30000   36.76000    1.830
    16  816.89    1.849   19.03   90.0    1.7331    0.0212    0.09   12.32    0.81   35.59    0.4700   -1.30000   36.76000    1.840
    17  816.49    1.854   18.94   91.0    1.7331    0.0212    0.10   17.06    0.86   35.59    0.4700   -1.30000   36.76000    1.840
