36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Wed Dec 18 12:09:29 2024
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20231122
Launch Time (UT)                  : 07:51:29
Burst Pressure (hPa)              : 6.99
Integrated O3 to end of data (DU) : 199.13
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5010386
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.250
Ozonesonde Instrument             : 1Z37023
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.600
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.25    1.790   18.60   90.0    1.2202    0.0148    0.00   60.00    3.50   35.37    0.3400   -1.30000   36.76000    1.780
     1  822.60    1.796   18.15   91.0    1.2610    0.0153    0.01   49.79    2.47   35.38    0.3500   -1.30000   36.76000    1.780
     2  822.28    1.800   17.99   92.0    1.3016    0.0158    0.01   43.71    2.20   35.38    0.3600   -1.30000   36.76000    1.790
     3  821.82    1.805   17.86   92.0    1.3016    0.0158    0.02   41.80    2.21   35.38    0.3600   -1.30000   36.76000    1.790
     4  821.34    1.810   17.78   92.0    1.3423    0.0163    0.02   42.43    2.34   35.38    0.3700   -1.30000   36.76000    1.800
     5  821.08    1.812   17.71   91.0    1.3424    0.0163    0.03   43.69    2.51   35.39    0.3700   -1.30000   36.76000    1.800
     6  821.02    1.813   17.61   91.0    1.3424    0.0163    0.03   45.96    2.80   35.39    0.3700   -1.30000   36.76000    1.800
     7  820.03    1.823   17.58   91.0    1.3424    0.0164    0.04   47.04    2.92   35.39    0.3700   -1.30000   36.76000    1.810
     8  819.12    1.833   17.55   91.0    1.3424    0.0164    0.05   48.24    3.05   35.39    0.3700   -1.30000   36.76000    1.820
     9  818.48    1.840   17.51   91.0    1.3424    0.0164    0.06   49.54    3.17   35.39    0.3700   -1.30000   36.76000    1.830
    10  817.83    1.846   17.47   92.0    1.3424    0.0164    0.07   50.94    3.28   35.39    0.3700   -1.30000   36.76000    1.840
