36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20130717
Launch Time (UT)                  : 07:32:06
Burst Pressure (hPa)              : 9.27
Integrated O3 to end of data (DU) : 219.35
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : G2534578
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z21022
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.500
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.80    1.800   19.40 9000.0    3.6401    0.0441    0.00  270.00    3.50   34.63    0.9500   36.75900   -1.30200 9000.000
     2  825.21    1.806   19.10   41.0    3.6402    0.0441    0.02  279.00    1.20   34.64    0.9500   36.75900   -1.30200 9000.000
     4  824.17    1.817   18.82   45.0    3.6806    0.0447    0.06  282.00    1.20   34.64    0.9600   36.75900   -1.30200 9000.000
     6  822.79    1.831   18.71   47.0    3.6807    0.0447    0.11  283.00    1.50   34.65    0.9600   36.75900   -1.30200 9000.000
     8  821.42    1.846   18.68   49.0    3.6807    0.0448    0.15  284.00    1.60   34.65    0.9600   36.75900   -1.30200 9000.000
    10  820.23    1.858   18.60   50.0    3.6809    0.0449    0.20  285.00    1.70   34.66    0.9600   36.75900   -1.30200 9000.000
    12  819.07    1.870   18.47   51.0    3.6809    0.0449    0.24  284.00    1.80   34.66    0.9600   36.75900   -1.30200 9000.000
    14  817.92    1.882   18.37   51.0    3.7212    0.0455    0.28  283.00    1.90   34.65    0.9700   36.75900   -1.30200 9000.000
    16  816.95    1.893   18.35   52.0    3.7212    0.0455    0.31  280.00    1.90   34.65    0.9700   36.75900   -1.30200 9000.000
    18  816.05    1.902   18.28   52.0    3.7210    0.0456    0.35  277.00    1.90   34.63    0.9700   36.75900   -1.30200 9000.000
    20  815.08    1.912   18.10   52.0    3.7614    0.0461    0.38  274.00    2.00   34.63    0.9800   36.75900   -1.30200 9000.000
    22  814.01    1.923   17.97   53.0    3.7613    0.0462    0.42  269.00    2.00   34.62    0.9800   36.76000   -1.30200 9000.000
    24  813.05    1.934   17.96   53.0    3.8017    0.0468    0.46  265.00    2.10   34.62    0.9900   36.75900   -1.30200 9000.000
    26  811.99    1.945   17.91   53.0    3.8017    0.0468    0.49  261.00    2.10   34.62    0.9900   36.75900   -1.30200 9000.000
    28  810.76    1.958   17.77   54.0    3.8017    0.0469    0.54  257.00    2.20   34.62    0.9900   36.76000   -1.30200 9000.000
    30  809.44    1.972   17.61   54.0    3.8017    0.0470    0.59  254.00    2.30   34.62    0.9900   36.76000   -1.30200 9000.000
    32  808.05    1.986   17.53   55.0    3.8017    0.0470    0.64  252.00    2.40   34.62    0.9900   36.76000   -1.30200 9000.000
    34  806.81    1.999   17.44   55.0    3.7613    0.0466    0.69  250.00    2.40   34.62    0.9800   36.76000   -1.30200 9000.000
    36  805.62    2.012   17.30   54.0    3.7615    0.0467    0.73  249.00    2.50   34.64    0.9800   36.76000   -1.30200 9000.000
    38  804.41    2.025   17.08   55.0    3.7615    0.0468    0.77  248.00    2.50   34.64    0.9800   36.76000   -1.30200 9000.000
    40  803.29    2.037   16.94   56.0    3.7616    0.0468    0.82  248.00    2.40   34.65    0.9800   36.76000   -1.30200 9000.000
    42  802.24    2.048   16.79   56.0    3.7618    0.0469    0.85  248.00    2.40   34.66    0.9800   36.76000   -1.30200 9000.000
