36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20160525
Launch Time (UT)                  : 08:16:38
Burst Pressure (hPa)              : 6.25
Integrated O3 to end of data (DU) : 238.64
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : K4273587
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z28226
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 31.500
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.50    1.800   16.90   83.0    1.3685    0.0166    0.00    0.00    0.00   32.40    0.3800   36.75900   -1.30200 9000.000
     2  826.05    1.805   15.77   73.0    1.3685    0.0166    0.01  119.00    2.20   32.41    0.3800   36.75900   -1.30200 9000.000
     4  825.21    1.813   15.49   78.0    1.3686    0.0166    0.02  138.00    2.80   32.42    0.3800   36.75900   -1.30200 9000.000
     6  823.91    1.827   15.39   82.0    1.4100    0.0171    0.03  132.00    3.00   32.42    0.3900   36.75900   -1.30200 9000.000
     8  822.61    1.840   15.30   84.0    1.4100    0.0171    0.05  132.00    3.30   32.42    0.3900   36.75900   -1.30200 9000.000
    10  821.52    1.851   15.26   86.0    1.4100    0.0172    0.07  132.00    3.50   32.42    0.3900   36.75900   -1.30200 9000.000
    12  820.57    1.861   15.28   86.0    1.4100    0.0172    0.08  133.00    3.70   32.42    0.3900   36.75900   -1.30100 9000.000
    14  819.55    1.872   15.13   87.0    1.4515    0.0177    0.09  134.00    3.80   32.42    0.4000   36.75900   -1.30100 9000.000
    16  818.46    1.883   14.86   88.0    1.4515    0.0177    0.11  135.00    3.80   32.42    0.4000   36.75900   -1.30100 9000.000
    18  817.41    1.894   14.71   88.0    1.4930    0.0183    0.12  137.00    3.80   32.42    0.4100   36.75900   -1.30100 9000.000
    20  816.37    1.905   14.62   89.0    1.4930    0.0183    0.14  138.00    3.70   32.42    0.4100   36.75800   -1.30100 9000.000
    22  815.24    1.916   14.54   90.0    1.4930    0.0183    0.15  141.00    3.60   32.42    0.4100   36.75800   -1.30100 9000.000
    24  814.14    1.928   14.41   90.0    1.4930    0.0183    0.17  144.00    3.40   32.42    0.4100   36.75800   -1.30100 9000.000
    26  813.33    1.936   14.30   91.0    1.4930    0.0184    0.18  147.00    3.20   32.42    0.4100   36.75800   -1.30100 9000.000
    28  812.70    1.943   14.26   91.0    1.5344    0.0189    0.19  151.00    3.00   32.42    0.4200   36.75800   -1.30100 9000.000
    30  811.88    1.952   14.17   91.0    1.5344    0.0189    0.20  155.00    2.80   32.42    0.4200   36.75800   -1.30100 9000.000
    32  810.87    1.962   14.05   91.0    1.5344    0.0189    0.22  160.00    2.60   32.42    0.4200   36.75800   -1.30100 9000.000
    34  809.75    1.974   13.97   92.0    1.5759    0.0195    0.24  164.00    2.50   32.42    0.4300   36.75800   -1.30100 9000.000
    36  808.61    1.986   13.86   92.0    1.5759    0.0195    0.25  168.00    2.40   32.42    0.4300   36.75800   -1.30100 9000.000
    38  807.37    1.999   13.79   92.0    1.5759    0.0195    0.27  171.00    2.20   32.42    0.4300   36.75800   -1.30100 9000.000
    40  806.36    2.009   13.74   91.0    1.5759    0.0195    0.29  173.00    2.10   32.42    0.4300   36.75800   -1.30100 9000.000
    42  805.78    2.015   13.74   91.0    1.5760    0.0196    0.30  174.00    2.00   32.43    0.4300   36.75800   -1.30100 9000.000
    44  805.07    2.023   13.70   91.0    1.5760    0.0196    0.31  175.00    1.90   32.43    0.4300   36.75800   -1.30100 9000.000
    46  804.11    2.033   13.60   91.0    1.5760    0.0196    0.32  175.00    1.80   32.43    0.4300   36.75800   -1.30100 9000.000
    48  803.14    2.043   13.55   91.0    1.6174    0.0201    0.34  175.00    1.70   32.42    0.4400   36.75800   -1.30100 9000.000
    50  802.13    2.054   13.48   91.0    1.6174    0.0202    0.35  175.00    1.70   32.42    0.4400   36.75800   -1.30100 9000.000
    52  801.07    2.065   13.35   92.0    1.6174    0.0202    0.37  174.00    1.60   32.42    0.4400   36.75800   -1.30100 9000.000
    54  800.10    2.075   13.24   93.0    1.6589    0.0207    0.39  174.00    1.50   32.42    0.4500   36.75800   -1.30100 9000.000
    56  799.23    2.084   13.18   93.0    1.6589    0.0208    0.40  175.00    1.50   32.42    0.4500   36.75800   -1.30100 9000.000
    58  798.24    2.095   13.10   93.0    1.6589    0.0208    0.42  176.00    1.50   32.42    0.4500   36.75800   -1.30100 9000.000
    60  797.11    2.107   12.97   94.0    1.6589    0.0208    0.44  177.00    1.50   32.43    0.4500   36.75800   -1.30100 9000.000
    62  796.02    2.118   12.89   94.0    1.7004    0.0214    0.45  178.00    1.50   32.44    0.4600   36.75800   -1.30100 9000.000
    64  794.99    2.129   12.80   94.0    1.7005    0.0214    0.47  180.00    1.50   32.45    0.4600   36.75800   -1.30000 9000.000
    66  794.06    2.139   12.73   94.0    1.7005    0.0214    0.49  181.00    1.50   32.45    0.4600   36.75800   -1.30100 9000.000
    68  792.96    2.151   12.68   94.0    1.7005    0.0214    0.51  182.00    1.50   32.46    0.4600   36.75800   -1.30100 9000.000
    70  791.69    2.164   12.57   95.0    1.7420    0.0220    0.53  182.00    1.50   32.46    0.4700   36.75800   -1.30100 9000.000
    72  790.48    2.177   12.46   95.0    1.7421    0.0220    0.55  182.00    1.50   32.47    0.4700   36.75800   -1.30100 9000.000
    74  789.48    2.188   12.42   95.0    1.7421    0.0221    0.57  181.00    1.50   32.47    0.4700   36.75800   -1.30000 9000.000
    76  788.68    2.196   12.40   94.0    1.7421    0.0221    0.58  181.00    1.40   32.47    0.4700   36.75800   -1.30000 9000.000
    78  787.77    2.206   12.31   94.0    1.7421    0.0221    0.60  180.00    1.30   32.47    0.4700   36.75800   -1.30000 9000.000
    80  786.81    2.216   12.23   94.0    1.7836    0.0227    0.61  180.00    1.20   32.47    0.4800   36.75800   -1.30000 9000.000
    82  785.83    2.227   12.18   94.0    1.7836    0.0227    0.63  180.00    1.10   32.48    0.4800   36.75800   -1.30000 9000.000
    84  784.93    2.236   12.10   95.0    1.7836    0.0227    0.65  182.00    1.00   32.47    0.4800   36.75800   -1.30000 9000.000
    86  783.96    2.247   12.03   95.0    1.8250    0.0233    0.66  185.00    0.90   32.47    0.4900   36.75800   -1.30000 9000.000
    88  782.85    2.259   11.98   96.0    1.8252    0.0233    0.68  191.00    0.80   32.49    0.4900   36.75800   -1.30000 9000.000
    90  781.87    2.269   11.97   95.0    1.8251    0.0233    0.70  202.00    0.70   32.48    0.4900   36.75800   -1.30000 9000.000
    92  780.96    2.279   11.97   94.0    1.8666    0.0239    0.72  215.00    0.70   32.48    0.5000   36.75800   -1.30000 9000.000
    94  780.01    2.289   11.89   94.0    1.8666    0.0239    0.74  229.00    0.70   32.48    0.5000   36.75800   -1.30000 9000.000
    96  779.19    2.298   11.83   94.0    1.8666    0.0240    0.75  240.00    0.80   32.48    0.5000   36.75800 9000.00000 9000.000
    98  778.43    2.306   11.84   94.0    1.8666    0.0240    0.77  247.00    1.00   32.48    0.5000   36.75800   -1.30000 9000.000
   100  777.62    2.315   11.80   94.0    1.9081    0.0245    0.78  252.00    1.10   32.48    0.5100   36.75800   -1.30000 9000.000
   102  776.87    2.323   11.75   94.0    1.9080    0.0246    0.80  255.00    1.30   32.47    0.5100   36.75800   -1.30000 9000.000
   104  776.07    2.332   11.71   93.0    1.9080    0.0246    0.81  257.00    1.50   32.47    0.5100   36.75800   -1.30000 9000.000
   106  775.22    2.341   11.65   94.0    1.9080    0.0246    0.83  258.00    1.70   32.47    0.5100   36.75800   -1.30000 9000.000
   108  774.38    2.350   11.62   94.0    1.9080    0.0246    0.85  259.00    1.90   32.47    0.5100   36.75800   -1.30000 9000.000
   110  773.58    2.359   11.57   94.0    1.9081    0.0247    0.86  259.00    2.10   32.48    0.5100   36.75900   -1.30000 9000.000
   112  772.75    2.368   11.51   94.0    1.9496    0.0252    0.88  258.00    2.30   32.49    0.5200   36.75900   -1.30000 9000.000
   114  771.84    2.377   11.49   94.0    1.9497    0.0253    0.90  258.00    2.50   32.50    0.5200   36.75900   -1.30000 9000.000
   116  770.75    2.389   11.48   94.0    1.9497    0.0253    0.92  257.00    2.70   32.50    0.5200   36.75900   -1.30000 9000.000
   118  769.67    2.401   11.43   94.0    1.9911    0.0259    0.94  256.00    2.80   32.50    0.5300   36.75900   -1.30000 9000.000
   120  768.78    2.411   11.41   93.0    1.9913    0.0259    0.96  255.00    2.90   32.52    0.5300   36.75900   -1.30000 9000.000
   122  767.93    2.420   11.39   93.0    1.9913    0.0259    0.98  253.00    3.00   32.52    0.5300   36.75900   -1.30000 9000.000
   124  766.99    2.430   11.29   93.0    2.0328    0.0265    0.99  252.00    3.10   32.53    0.5400   36.75900   -1.30000 9000.000
   126  765.97    2.441   11.18   94.0    2.0328    0.0265    1.02  251.00    3.20   32.53    0.5400   36.75900   -1.30000 9000.000
   128  764.88    2.453   11.13   95.0    2.0328    0.0266    1.04  250.00    3.20   32.53    0.5400   36.75900   -1.30000 9000.000
   130  763.72    2.466   11.18   95.0    2.0743    0.0272    1.06  249.00    3.20   32.53    0.5500   36.75900   -1.30000 9000.000
   132  762.71    2.477   11.24   94.0    2.0743    0.0272    1.09  249.00    3.20   32.53    0.5500   36.75900   -1.30000 9000.000
   134  761.93    2.486   11.21   93.0    2.0328    0.0267    1.10  250.00    3.20   32.53    0.5400   36.75900   -1.30000 9000.000
   136  760.99    2.496   11.14   93.0    2.0328    0.0267    1.12  251.00    3.20   32.52    0.5400   36.75900   -1.30000 9000.000
   138  759.82    2.509   11.06   93.0    2.0742    0.0273    1.15  254.00    3.10   32.52    0.5500   36.75900   -1.30000 9000.000
   140  758.76    2.521   10.97   93.0    2.0327    0.0268    1.17  257.00    3.10   32.51    0.5400   36.75900   -1.30000 9000.000
   142  757.89    2.530   10.95   93.0    2.0740    0.0274    1.19  261.00    3.10   32.49    0.5500   36.75900   -1.30000 9000.000
   144  757.01    2.540   10.95   93.0    2.0740    0.0274    1.21  265.00    3.20   32.49    0.5500   36.75900   -1.30000 9000.000
   146  755.98    2.551   10.86   93.0    2.0739    0.0274    1.23  270.00    3.30   32.47    0.5500   36.75900   -1.30000 9000.000
   148  754.90    2.563   10.78   93.0    2.1154    0.0280    1.25  274.00    3.40   32.47    0.5600   36.75900   -1.30000 9000.000
   150  753.76    2.576   10.78   93.0    2.1154    0.0281    1.28  278.00    3.60   32.47    0.5600   36.76000   -1.30000 9000.000
   152  752.65    2.588   10.87   93.0    2.1154    0.0281    1.30  281.00    3.80   32.47    0.5600   36.75900   -1.30000 9000.000
   154  751.80    2.598   10.92   92.0    2.1155    0.0281    1.32  283.00    4.00   32.48    0.5600   36.76000   -1.30000 9000.000
   156  751.05    2.606   10.88   92.0    2.1155    0.0282    1.34  285.00    4.20   32.48    0.5600   36.76000   -1.30000 9000.000
   158  750.20    2.615   10.80   92.0    2.1569    0.0288    1.36  286.00    4.40   32.48    0.5700   36.76000   -1.30000 9000.000
   160  749.21    2.626   10.74   92.0    2.1569    0.0288    1.38  287.00    4.60   32.48    0.5700   36.76000   -1.30000 9000.000
   162  748.05    2.639   10.66   92.0    2.1569    0.0288    1.41  287.00    4.80   32.48    0.5700   36.76000   -1.30000 9000.000
   164  746.91    2.652   10.62   92.0    2.1984    0.0294    1.43  287.00    4.90   32.48    0.5800   36.76000   -1.30000 9000.000
   166  745.87    2.664   10.56   92.0    2.1984    0.0295    1.46  287.00    5.00   32.48    0.5800   36.76000   -1.30000 9000.000
   168  744.98    2.674   10.51   92.0    2.1985    0.0295    1.48  287.00    5.10   32.49    0.5800   36.76000   -1.30000 9000.000
   170  744.17    2.683   10.51   92.0    2.1985    0.0295    1.50  287.00    5.20   32.49    0.5800   36.76000   -1.30000 9000.000
   172  743.38    2.692   10.44   92.0    2.2400    0.0301    1.51  286.00    5.30   32.49    0.5900   36.76000   -1.30000 9000.000
   174  742.48    2.702   10.30   92.0    2.2815    0.0307    1.54  286.00    5.40   32.50    0.6000   36.76100   -1.30000 9000.000
   176  741.49    2.713   10.22   93.0    2.2815    0.0308    1.56  286.00    5.40   32.50    0.6000   36.76100   -1.30000 9000.000
   178  740.53    2.724   10.19   94.0    2.2816    0.0308    1.58  285.00    5.50   32.51    0.6000   36.76100   -1.30000 9000.000
   180  739.71    2.733   10.19   95.0    2.2816    0.0308    1.60  284.00    5.50   32.51    0.6000   36.76100   -1.30000 9000.000
   182  738.98    2.741   10.17   94.0    2.2817    0.0309    1.62  283.00    5.50   32.52    0.6000   36.76100   -1.30000 9000.000
   184  738.04    2.752   10.06   94.0    2.2817    0.0309    1.64  282.00    5.60   32.52    0.6000   36.76100   -1.30000 9000.000
   186  736.97    2.764    9.94   95.0    2.2817    0.0310    1.67  281.00    5.70   32.53    0.6000   36.76100   -1.30000 9000.000
   188  735.96    2.776    9.86   95.0    2.2817    0.0310    1.70  279.00    5.80   32.53    0.6000   36.76100   -1.30000 9000.000
   190  735.06    2.786    9.81   96.0    2.2817    0.0310    1.72  277.00    5.90   32.53    0.6000   36.76100   -1.30000 9000.000
   192  734.16    2.796    9.79   96.0    2.2817    0.0311    1.74  275.00    6.10   32.52    0.6000   36.76200   -1.30000 9000.000
   194  733.34    2.805    9.86   95.0    2.2816    0.0311    1.76  272.00    6.30   32.51    0.6000   36.76200   -1.30000 9000.000
   196  732.48    2.815    9.91   93.0    2.2815    0.0311    1.78  270.00    6.50   32.50    0.6000   36.76200   -1.30000 9000.000
