36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20000621
Launch Time (UT)                  : 07:34:00
Burst Pressure (hPa)              : 14.37
Integrated O3 to end of data (DU) : 162.21
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 946453900
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z1729
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.420
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.57    1.800   17.40   52.0    2.2087    0.0268    0.00 9000.00 9000.00   29.17    0.6300 9000.00000 9000.00000 9000.000
    10  824.19    1.804   17.20   54.0    2.2094    0.0268    0.01 9000.00 9000.00   29.27    0.6300 9000.00000 9000.00000 9000.000
    20  820.77    1.839   15.70   60.0    2.2094    0.0269    0.08 9000.00 9000.00   29.27    0.6300 9000.00000 9000.00000 9000.000
    30  816.43    1.884   15.30   63.0    2.2476    0.0275    0.17 9000.00 9000.00   29.37    0.6400 9000.00000 9000.00000 9000.000
    40  812.02    1.930   14.70   66.0    2.2476    0.0277    0.27 9000.00 9000.00   29.37    0.6400 9000.00000 9000.00000 9000.000
    50  807.87    1.974   14.30   67.0    2.2859    0.0283    0.36 9000.00 9000.00   29.47    0.6500 9000.00000 9000.00000 9000.000
    60  805.01    2.004   14.00   68.0    2.2860    0.0284    0.43 9000.00 9000.00   29.48    0.6500 9000.00000 9000.00000 9000.000
    70  801.75    2.038   13.70   69.0    2.2860    0.0285    0.50 9000.00 9000.00   29.48    0.6500 9000.00000 9000.00000 9000.000
    80  798.04    2.077   13.40   70.0    2.2860    0.0286    0.58 9000.00 9000.00   29.48    0.6500 9000.00000 9000.00000 9000.000
    90  795.17    2.107   13.20   70.0    2.2866    0.0288    0.65 9000.00 9000.00   29.58    0.6500 9000.00000 9000.00000 9000.000
   100  791.84    2.143   12.90   70.0    2.2866    0.0289    0.72 9000.00 9000.00   29.58    0.6500 9000.00000 9000.00000 9000.000
   110  787.97    2.184   12.50   73.0    2.2492    0.0285    0.81 9000.00 9000.00   29.58    0.6400 9000.00000 9000.00000 9000.000
   120  783.23    2.235   11.90   75.0    2.2500    0.0287    0.92 9000.00 9000.00   29.68    0.6400 9000.00000 9000.00000 9000.000
