36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20000531
Launch Time (UT)                  : 07:40:00
Burst Pressure (hPa)              : 7.66
Integrated O3 to end of data (DU) : 229.97
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 946453911
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z1732
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.360
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.49    1.800   17.70   48.0    2.8956    0.0351    0.00 9000.00 9000.00   30.07    0.8400 9000.00000 9000.00000 9000.000
    10  824.47    1.800   17.70   50.0    2.8965    0.0351    0.00 9000.00 9000.00   30.17    0.8400 9000.00000 9000.00000 9000.000
    20  823.40    1.811   17.30   51.0    2.9327    0.0356    0.03 9000.00 9000.00   30.17    0.8500 9000.00000 9000.00000 9000.000
    30  818.21    1.865   15.70   57.0    2.9699    0.0363    0.18 9000.00 9000.00   30.27    0.8600 9000.00000 9000.00000 9000.000
    40  813.06    1.919   15.00   61.0    2.9699    0.0365    0.33 9000.00 9000.00   30.27    0.8600 9000.00000 9000.00000 9000.000
    50  809.53    1.956   14.50   62.0    3.0433    0.0376    0.43 9000.00 9000.00   30.37    0.8800 9000.00000 9000.00000 9000.000
    60  806.29    1.990   14.20   63.0    3.0796    0.0382    0.53 9000.00 9000.00   30.37    0.8900 9000.00000 9000.00000 9000.000
    70  803.53    2.019   13.90   65.0    3.0434    0.0379    0.61 9000.00 9000.00   30.38    0.8800 9000.00000 9000.00000 9000.000
    80  800.04    2.055   13.50   66.0    3.0434    0.0380    0.71 9000.00 9000.00   30.38    0.8800 9000.00000 9000.00000 9000.000
    90  796.92    2.088   13.20   67.0    3.0082    0.0377    0.81 9000.00 9000.00   30.48    0.8700 9000.00000 9000.00000 9000.000
   100  793.74    2.122   12.80   68.0    3.0082    0.0379    0.90 9000.00 9000.00   30.48    0.8700 9000.00000 9000.00000 9000.000
   110  789.42    2.168   12.40   70.0    3.0444    0.0386    1.03 9000.00 9000.00   30.48    0.8800 9000.00000 9000.00000 9000.000
   120  785.21    2.213   12.00   72.0    3.0444    0.0388    1.16 9000.00 9000.00   30.48    0.8800 9000.00000 9000.00000 9000.000
   130  781.22    2.255   11.60   73.0    3.0445    0.0390    1.28 9000.00 9000.00   30.49    0.8800 9000.00000 9000.00000 9000.000
   140  776.61    2.305   11.20   74.0    3.0445    0.0392    1.43 9000.00 9000.00   30.49    0.8800 9000.00000 9000.00000 9000.000
   150  772.09    2.353   10.80   77.0    3.0445    0.0394    1.57 9000.00 9000.00   30.49    0.8800 9000.00000 9000.00000 9000.000
