36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20000607
Launch Time (UT)                  : 07:26:00
Burst Pressure (hPa)              : 6.04
Integrated O3 to end of data (DU) : 232.10
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 946453903
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z1739
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.610
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  827.10    1.800   15.60   72.0    1.0976    0.0133    0.00 9000.00 9000.00   30.67    0.3400 9000.00000 9000.00000 9000.000
    10  823.13    1.841   14.20   77.0    1.0980    0.0133    0.04 9000.00 9000.00   30.77    0.3400 9000.00000 9000.00000 9000.000
    20  817.88    1.895   13.50   81.0    1.1345    0.0139    0.10 9000.00 9000.00   30.77    0.3500 9000.00000 9000.00000 9000.000
    30  814.15    1.933   13.10   82.0    1.1711    0.0144    0.14 9000.00 9000.00   30.77    0.3600 9000.00000 9000.00000 9000.000
    40  810.40    1.972   12.70   84.0    1.1711    0.0145    0.18 9000.00 9000.00   30.77    0.3600 9000.00000 9000.00000 9000.000
    50  805.65    2.022   12.20   87.0    1.1712    0.0145    0.24 9000.00 9000.00   30.78    0.3600 9000.00000 9000.00000 9000.000
    60  801.77    2.062   11.80   88.0    1.2444    0.0155    0.28 9000.00 9000.00   30.78    0.3800 9000.00000 9000.00000 9000.000
    70  797.55    2.106   11.40   91.0    1.2809    0.0161    0.34 9000.00 9000.00   30.78    0.3900 9000.00000 9000.00000 9000.000
    80  793.19    2.152   11.00   92.0    1.3176    0.0166    0.39 9000.00 9000.00   30.78    0.4000 9000.00000 9000.00000 9000.000
    90  789.46    2.192   10.70   94.0    1.3542    0.0172    0.44 9000.00 9000.00   30.78    0.4100 9000.00000 9000.00000 9000.000
   100  785.54    2.233   10.30   96.0    1.3176    0.0168    0.49 9000.00 9000.00   30.78    0.4000 9000.00000 9000.00000 9000.000
   110  781.53    2.276    9.90   97.0    1.3176    0.0169    0.55 9000.00 9000.00   30.79    0.4000 9000.00000 9000.00000 9000.000
   120  777.68    2.317    9.70   95.0    1.3908    0.0179    0.60 9000.00 9000.00   30.79    0.4200 9000.00000 9000.00000 9000.000
   130  774.11    2.355    9.70   93.0    1.5001    0.0194    0.65 9000.00 9000.00   30.69    0.4500 9000.00000 9000.00000 9000.000
   140  769.38    2.407    9.60   90.0    1.6098    0.0209    0.73 9000.00 9000.00   30.69    0.4800 9000.00000 9000.00000 9000.000
   150  765.87    2.444    9.60   88.0    1.7562    0.0229    0.79 9000.00 9000.00   30.69    0.5200 9000.00000 9000.00000 9000.000
   160  762.95    2.476    9.20   89.0    1.8660    0.0245    0.84 9000.00 9000.00   30.69    0.5500 9000.00000 9000.00000 9000.000
   170  759.07    2.519    8.80   91.0    1.9026    0.0251    0.92 9000.00 9000.00   30.70    0.5600 9000.00000 9000.00000 9000.000
   180  754.56    2.568    8.40   92.0    1.9758    0.0262    1.01 9000.00 9000.00   30.70    0.5800 9000.00000 9000.00000 9000.000
   190  750.91    2.608    8.10   93.0    1.9758    0.0263    1.09 9000.00 9000.00   30.70    0.5800 9000.00000 9000.00000 9000.000
   200  747.81    2.642    7.90   94.0    2.0124    0.0269    1.15 9000.00 9000.00   30.70    0.5900 9000.00000 9000.00000 9000.000
   210  744.96    2.674    7.50   96.0    2.0124    0.0270    1.21 9000.00 9000.00   30.70    0.5900 9000.00000 9000.00000 9000.000
   220  741.10    2.717    7.20   97.0    2.0124    0.0272    1.29 9000.00 9000.00   30.70    0.5900 9000.00000 9000.00000 9000.000
   230  736.87    2.764    6.90   98.0    2.0490    0.0278    1.39 9000.00 9000.00   30.71    0.6000 9000.00000 9000.00000 9000.000
