36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20011003
Launch Time (UT)                  : 07:36:00
Burst Pressure (hPa)              : 6.68
Integrated O3 to end of data (DU) : 233.06
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 51451113
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z2152
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.150
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  822.32    1.800   19.50   47.0    2.7313    0.0332    0.00 9000.00 9000.00   30.17    0.8100 9000.00000 9000.00000 9000.000
    10  817.22    1.854   19.00   48.0    2.8750    0.0352    0.14 9000.00 9000.00   30.17    0.8500 9000.00000 9000.00000 9000.000
    20  812.14    1.907   18.40   49.0    2.9828    0.0367    0.28 9000.00 9000.00   30.17    0.8800 9000.00000 9000.00000 9000.000
    30  807.26    1.959   17.80   50.0    3.0558    0.0379    0.43 9000.00 9000.00   30.27    0.9000 9000.00000 9000.00000 9000.000
    40  802.42    2.010   17.30   50.0    3.0918    0.0385    0.57 9000.00 9000.00   30.28    0.9100 9000.00000 9000.00000 9000.000
    50  798.52    2.052   16.80   51.0    3.1278    0.0392    0.69 9000.00 9000.00   30.28    0.9200 9000.00000 9000.00000 9000.000
    60  794.07    2.099   16.30   52.0    3.1278    0.0394    0.83 9000.00 9000.00   30.28    0.9200 9000.00000 9000.00000 9000.000
    70  789.75    2.146   15.80   52.0    3.1278    0.0396    0.96 9000.00 9000.00   30.28    0.9200 9000.00000 9000.00000 9000.000
    80  784.66    2.201   15.40   53.0    3.1287    0.0399    1.12 9000.00 9000.00   30.38    0.9200 9000.00000 9000.00000 9000.000
    90  779.32    2.258   15.00   52.0    3.1288    0.0401    1.29 9000.00 9000.00   30.39    0.9200 9000.00000 9000.00000 9000.000
   100  773.98    2.317   14.60   52.0    3.1288    0.0404    1.46 9000.00 9000.00   30.39    0.9200 9000.00000 9000.00000 9000.000
   110  769.58    2.365   14.20   52.0    3.1648    0.0411    1.60 9000.00 9000.00   30.39    0.9300 9000.00000 9000.00000 9000.000
   120  764.64    2.419   13.80   53.0    3.2008    0.0419    1.77 9000.00 9000.00   30.39    0.9400 9000.00000 9000.00000 9000.000
   130  759.85    2.472   13.50   53.0    3.2009    0.0421    1.92 9000.00 9000.00   30.40    0.9400 9000.00000 9000.00000 9000.000
   140  755.78    2.517   13.20   53.0    3.2368    0.0428    2.06 9000.00 9000.00   30.40    0.9500 9000.00000 9000.00000 9000.000
   150  750.91    2.572   13.00   53.0    3.2368    0.0431    2.23 9000.00 9000.00   30.40    0.9500 9000.00000 9000.00000 9000.000
   160  745.59    2.632   12.70   53.0    3.2728    0.0439    2.41 9000.00 9000.00   30.40    0.9600 9000.00000 9000.00000 9000.000
   170  741.02    2.683   12.50   53.0    3.2728    0.0442    2.57 9000.00 9000.00   30.40    0.9600 9000.00000 9000.00000 9000.000
   180  735.75    2.743   12.30   53.0    3.2021    0.0435    2.75 9000.00 9000.00   30.51    0.9400 9000.00000 9000.00000 9000.000
   190  730.93    2.798   12.20   52.0    3.2021    0.0438    2.92 9000.00 9000.00   30.51    0.9400 9000.00000 9000.00000 9000.000
   200  726.17    2.853   12.10   51.0    3.0942    0.0426    3.08 9000.00 9000.00   30.51    0.9100 9000.00000 9000.00000 9000.000
   210  721.07    2.912   12.10   48.0    2.9871    0.0414    3.25 9000.00 9000.00   30.61    0.8800 9000.00000 9000.00000 9000.000
   220  716.13    2.970   12.50   47.0    2.9153    0.0407    3.41 9000.00 9000.00   30.62    0.8600 9000.00000 9000.00000 9000.000
   230  711.67    3.022   12.70   46.0    2.8793    0.0405    3.55 9000.00 9000.00   30.62    0.8500 9000.00000 9000.00000 9000.000
   240  706.79    3.080   12.90   45.0    2.8443    0.0402    3.71 9000.00 9000.00   30.72    0.8400 9000.00000 9000.00000 9000.000
   250  701.55    3.142   13.00   44.0    2.8083    0.0400    3.87 9000.00 9000.00   30.72    0.8300 9000.00000 9000.00000 9000.000
   260  697.06    3.196   13.00   44.0    2.8084    0.0403    4.02 9000.00 9000.00   30.73    0.8300 9000.00000 9000.00000 9000.000
   270  692.26    3.254   12.90   44.0    2.7723    0.0400    4.17 9000.00 9000.00   30.73    0.8200 9000.00000 9000.00000 9000.000
   280  686.82    3.321   12.70   44.0    2.7363    0.0398    4.34 9000.00 9000.00   30.73    0.8100 9000.00000 9000.00000 9000.000
   290  682.47    3.374   12.50   44.0    2.7372    0.0401    4.48 9000.00 9000.00   30.83    0.8100 9000.00000 9000.00000 9000.000
   300  677.68    3.433   12.20   44.0    2.6652    0.0393    4.63 9000.00 9000.00   30.84    0.7900 9000.00000 9000.00000 9000.000
   310  672.87    3.493   12.00   45.0    2.6292    0.0391    4.78 9000.00 9000.00   30.84    0.7800 9000.00000 9000.00000 9000.000
   320  668.09    3.553   11.70   45.0    2.6292    0.0394    4.92 9000.00 9000.00   30.84    0.7800 9000.00000 9000.00000 9000.000
   330  663.10    3.615   11.40   44.0    2.6301    0.0397    5.08 9000.00 9000.00   30.94    0.7800 9000.00000 9000.00000 9000.000
   340  658.59    3.672   11.00   44.0    2.6302    0.0399    5.22 9000.00 9000.00   30.95    0.7800 9000.00000 9000.00000 9000.000
   350  654.24    3.727   10.60   44.0    2.6311    0.0402    5.36 9000.00 9000.00   31.05    0.7800 9000.00000 9000.00000 9000.000
   360  649.61    3.787   10.30   45.0    2.5951    0.0399    5.51 9000.00 9000.00   31.05    0.7700 9000.00000 9000.00000 9000.000
   370  644.77    3.849   10.00   46.0    2.5959    0.0403    5.66 9000.00 9000.00   31.15    0.7700 9000.00000 9000.00000 9000.000
   380  640.33    3.906    9.60   46.0    2.5967    0.0406    5.80 9000.00 9000.00   31.25    0.7700 9000.00000 9000.00000 9000.000
   390  635.83    3.965    9.30   46.0    2.5616    0.0403    5.94 9000.00 9000.00   31.36    0.7600 9000.00000 9000.00000 9000.000
   400  631.55    4.021    9.00   46.0    2.5624    0.0406    6.08 9000.00 9000.00   31.46    0.7600 9000.00000 9000.00000 9000.000
   410  627.14    4.079    8.70   46.0    2.5263    0.0403    6.22 9000.00 9000.00   31.46    0.7500 9000.00000 9000.00000 9000.000
   420  622.65    4.138    8.40   46.0    2.4911    0.0400    6.36 9000.00 9000.00   31.56    0.7400 9000.00000 9000.00000 9000.000
   430  618.54    4.193    8.00   46.0    2.4912    0.0403    6.49 9000.00 9000.00   31.57    0.7400 9000.00000 9000.00000 9000.000
   440  614.48    4.247    7.60   46.0    2.4551    0.0400    6.62 9000.00 9000.00   31.57    0.7300 9000.00000 9000.00000 9000.000
   450  609.98    4.308    7.20   47.0    2.4189    0.0397    6.76 9000.00 9000.00   31.57    0.7200 9000.00000 9000.00000 9000.000
   460  605.50    4.368    6.70   48.0    2.4189    0.0399    6.90 9000.00 9000.00   31.57    0.7200 9000.00000 9000.00000 9000.000
   470  601.42    4.424    6.20   48.0    2.3829    0.0396    7.03 9000.00 9000.00   31.58    0.7100 9000.00000 9000.00000 9000.000
   480  597.17    4.482    5.70   49.0    2.3468    0.0393    7.17 9000.00 9000.00   31.58    0.7000 9000.00000 9000.00000 9000.000
   490  593.11    4.538    5.40   50.0    2.3107    0.0390    7.29 9000.00 9000.00   31.58    0.6900 9000.00000 9000.00000 9000.000
   500  589.08    4.594    5.20   50.0    2.3107    0.0392    7.42 9000.00 9000.00   31.58    0.6900 9000.00000 9000.00000 9000.000
   510  584.77    4.654    5.00   49.0    2.3108    0.0395    7.55 9000.00 9000.00   31.59    0.6900 9000.00000 9000.00000 9000.000
   520  580.29    4.716    4.90   49.0    2.3108    0.0398    7.69 9000.00 9000.00   31.59    0.6900 9000.00000 9000.00000 9000.000
   530  575.97    4.777    4.80   49.0    2.3108    0.0401    7.83 9000.00 9000.00   31.59    0.6900 9000.00000 9000.00000 9000.000
   540  571.88    4.835    4.60   49.0    2.3108    0.0404    7.96 9000.00 9000.00   31.59    0.6900 9000.00000 9000.00000 9000.000
   550  568.02    4.891    4.30   48.0    2.3117    0.0407    8.08 9000.00 9000.00   31.70    0.6900 9000.00000 9000.00000 9000.000
   560  563.85    4.951    4.10   48.0    2.3117    0.0410    8.21 9000.00 9000.00   31.70    0.6900 9000.00000 9000.00000 9000.000
   570  558.98    5.021    3.80   48.0    2.3117    0.0414    8.37 9000.00 9000.00   31.70    0.6900 9000.00000 9000.00000 9000.000
   580  554.75    5.083    3.60   48.0    2.3117    0.0417    8.51 9000.00 9000.00   31.70    0.6900 9000.00000 9000.00000 9000.000
   590  550.52    5.145    3.30   48.0    2.2748    0.0413    8.65 9000.00 9000.00   31.61    0.6800 9000.00000 9000.00000 9000.000
   600  546.40    5.206    2.90   48.0    2.2748    0.0416    8.78 9000.00 9000.00   31.61    0.6800 9000.00000 9000.00000 9000.000
   610  542.25    5.267    2.40   49.0    2.2748    0.0420    8.92 9000.00 9000.00   31.61    0.6800 9000.00000 9000.00000 9000.000
   620  538.66    5.321    1.90   49.0    2.2748    0.0422    9.04 9000.00 9000.00   31.61    0.6800 9000.00000 9000.00000 9000.000
   630  534.43    5.385    1.40   49.0    2.2388    0.0419    9.18 9000.00 9000.00   31.62    0.6700 9000.00000 9000.00000 9000.000
   640  529.80    5.455    1.10   50.0    2.2388    0.0423    9.33 9000.00 9000.00   31.62    0.6700 9000.00000 9000.00000 9000.000
   650  525.46    5.521    0.80   50.0    2.2020    0.0419    9.48 9000.00 9000.00   31.52    0.6600 9000.00000 9000.00000 9000.000
   660  521.22    5.586    0.30   50.0    2.2020    0.0422    9.62 9000.00 9000.00   31.53    0.6600 9000.00000 9000.00000 9000.000
   670  517.16    5.649   -0.50   50.0    2.2013    0.0426    9.76 9000.00 9000.00   31.43    0.6600 9000.00000 9000.00000 9000.000
   680  513.91    5.699   -1.40   51.0    2.2374    0.0435    9.87 9000.00 9000.00   31.43    0.6700 9000.00000 9000.00000 9000.000
   690  510.12    5.758   -2.00   51.0    2.2367    0.0438   10.00 9000.00 9000.00   31.33    0.6700 9000.00000 9000.00000 9000.000
   700  506.00    5.822   -2.60   51.0    2.2721    0.0449   10.14 9000.00 9000.00   31.24    0.6800 9000.00000 9000.00000 9000.000
   710  502.23    5.882   -2.80   51.0    2.3074    0.0459   10.28 9000.00 9000.00   31.14    0.6900 9000.00000 9000.00000 9000.000
   720  498.20    5.945   -2.90   51.0    2.2714    0.0456   10.42 9000.00 9000.00   31.14    0.6800 9000.00000 9000.00000 9000.000
   730  494.47    6.005   -3.10   50.0    2.2706    0.0459   10.56 9000.00 9000.00   31.04    0.6800 9000.00000 9000.00000 9000.000
   740  490.48    6.069   -3.30   50.0    2.2707    0.0463   10.70 9000.00 9000.00   31.05    0.6800 9000.00000 9000.00000 9000.000
   750  486.76    6.129   -3.60   50.0    2.2707    0.0466   10.84 9000.00 9000.00   31.05    0.6800 9000.00000 9000.00000 9000.000
   760  483.38    6.184   -3.90   50.0    2.2339    0.0462   10.96 9000.00 9000.00   30.95    0.6700 9000.00000 9000.00000 9000.000
   770  479.85    6.242   -4.10   49.0    2.1979    0.0458   11.09 9000.00 9000.00   30.96    0.6600 9000.00000 9000.00000 9000.000
   780  476.48    6.298   -4.40   49.0    2.1979    0.0461   11.21 9000.00 9000.00   30.96    0.6600 9000.00000 9000.00000 9000.000
   790  472.73    6.360   -4.80   49.0    2.1619    0.0457   11.35 9000.00 9000.00   30.96    0.6500 9000.00000 9000.00000 9000.000
   800  469.38    6.416   -5.10   49.0    2.1619    0.0461   11.47 9000.00 9000.00   30.96    0.6500 9000.00000 9000.00000 9000.000
   810  465.99    6.473   -5.40   49.0    2.1259    0.0456   11.59 9000.00 9000.00   30.97    0.6400 9000.00000 9000.00000 9000.000
   820  462.28    6.536   -5.70   49.0    2.1619    0.0468   11.73 9000.00 9000.00   30.97    0.6500 9000.00000 9000.00000 9000.000
   830  458.82    6.595   -6.10   47.0    2.4502    0.0534   11.87 9000.00 9000.00   30.97    0.7300 9000.00000 9000.00000 9000.000
   840  454.64    6.666   -6.50   45.0    3.1338    0.0689   12.07 9000.00 9000.00   30.87    0.9200 9000.00000 9000.00000 9000.000
   850  450.84    6.732   -6.80   45.0    3.0619    0.0679   12.27 9000.00 9000.00   30.88    0.9000 9000.00000 9000.00000 9000.000
   860  447.63    6.787   -6.70   45.0    2.8097    0.0628   12.44 9000.00 9000.00   30.88    0.8300 9000.00000 9000.00000 9000.000
   870  444.51    6.842   -6.40   44.0    2.6296    0.0592   12.59 9000.00 9000.00   30.88    0.7800 9000.00000 9000.00000 9000.000
   880  441.04    6.903   -6.20   43.0    2.5215    0.0572   12.75 9000.00 9000.00   30.88    0.7500 9000.00000 9000.00000 9000.000
   890  437.76    6.962   -6.10   42.0    2.4135    0.0551   12.89 9000.00 9000.00   30.89    0.7200 9000.00000 9000.00000 9000.000
   900  434.96    7.012   -6.20   42.0    2.3775    0.0547   13.01 9000.00 9000.00   30.89    0.7100 9000.00000 9000.00000 9000.000
   910  431.05    7.083   -6.30   42.0    2.2694    0.0526   13.18 9000.00 9000.00   30.89    0.6800 9000.00000 9000.00000 9000.000
   920  427.92    7.140   -6.40   41.0    2.1614    0.0505   13.31 9000.00 9000.00   30.89    0.6500 9000.00000 9000.00000 9000.000
   930  424.68    7.199   -6.60   41.0    2.0894    0.0492   13.44 9000.00 9000.00   30.90    0.6300 9000.00000 9000.00000 9000.000
   940  421.77    7.253   -6.90   42.0    2.0173    0.0478   13.55 9000.00 9000.00   30.90    0.6100 9000.00000 9000.00000 9000.000
   950  419.20    7.300   -7.10   42.0    1.9099    0.0456   13.64 9000.00 9000.00   31.00    0.5800 9000.00000 9000.00000 9000.000
   960  416.21    7.356   -7.20   42.0    1.8018    0.0433   13.75 9000.00 9000.00   31.00    0.5500 9000.00000 9000.00000 9000.000
   970  413.18    7.413   -7.50   41.0    1.8019    0.0436   13.85 9000.00 9000.00   31.01    0.5500 9000.00000 9000.00000 9000.000
   980  410.10    7.471   -7.70   41.0    1.7298    0.0422   13.95 9000.00 9000.00   31.01    0.5300 9000.00000 9000.00000 9000.000
   990  406.77    7.535   -8.00   41.0    1.7664    0.0434   14.07 9000.00 9000.00   31.11    0.5400 9000.00000 9000.00000 9000.000
  1000  403.61    7.595   -8.20   41.0    1.7671    0.0438   14.18 9000.00 9000.00   31.22    0.5400 9000.00000 9000.00000 9000.000
  1010  400.74    7.651   -8.60   41.0    1.7316    0.0432   14.27 9000.00 9000.00   31.32    0.5300 9000.00000 9000.00000 9000.000
  1020  398.35    7.697   -8.90   42.0    1.7316    0.0435   14.36 9000.00 9000.00   31.32    0.5300 9000.00000 9000.00000 9000.000
  1030  395.70    7.749   -9.30   42.0    1.7316    0.0438   14.45 9000.00 9000.00   31.32    0.5300 9000.00000 9000.00000 9000.000
  1040  392.32    7.815   -9.70   41.0    1.6600    0.0423   14.56 9000.00 9000.00   31.43    0.5100 9000.00000 9000.00000 9000.000
  1050  389.22    7.876  -10.10   42.0    1.6600    0.0427   14.67 9000.00 9000.00   31.43    0.5100 9000.00000 9000.00000 9000.000
  1060  386.17    7.937  -10.60   42.0    1.6239    0.0421   14.77 9000.00 9000.00   31.43    0.5000 9000.00000 9000.00000 9000.000
  1070  383.36    7.993  -11.00   42.0    1.6239    0.0424   14.86 9000.00 9000.00   31.43    0.5000 9000.00000 9000.00000 9000.000
  1080  380.24    8.056  -11.50   42.0    1.6235    0.0427   14.97 9000.00 9000.00   31.34    0.5000 9000.00000 9000.00000 9000.000
  1090  377.19    8.117  -12.00   42.0    1.5513    0.0411   15.07 9000.00 9000.00   31.34    0.4800 9000.00000 9000.00000 9000.000
  1100  374.44    8.173  -12.40   42.0    1.4792    0.0395   15.16 9000.00 9000.00   31.34    0.4600 9000.00000 9000.00000 9000.000
  1110  372.17    8.220  -12.80   43.0    1.4431    0.0388   15.23 9000.00 9000.00   31.34    0.4500 9000.00000 9000.00000 9000.000
  1120  369.70    8.271  -13.10   43.0    1.4071    0.0381   15.30 9000.00 9000.00   31.35    0.4400 9000.00000 9000.00000 9000.000
  1130  366.25    8.342  -13.60   42.0    1.3705    0.0374   15.40 9000.00 9000.00   31.25    0.4300 9000.00000 9000.00000 9000.000
  1140  363.14    8.407  -14.20   42.0    1.3344    0.0367   15.49 9000.00 9000.00   31.25    0.4200 9000.00000 9000.00000 9000.000
