36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20010117
Launch Time (UT)                  : 08:29:00
Burst Pressure (hPa)              : 5.84
Integrated O3 to end of data (DU) : 203.11
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 948166900
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z1749
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.980
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  822.71    1.800   21.10   53.0    2.0815    0.0253    0.00 9000.00 9000.00   31.57    0.6100 9000.00000 9000.00000 9000.000
    10  822.70    1.800   21.10   56.0    2.0071    0.0244    0.00 9000.00 9000.00   31.57    0.5900 9000.00000 9000.00000 9000.000
    20  822.48    1.802   20.40   57.0    1.8590    0.0226    0.00 9000.00 9000.00   31.67    0.5500 9000.00000 9000.00000 9000.000
    30  819.29    1.836   19.30   60.0    1.9706    0.0241    0.06 9000.00 9000.00   31.67    0.5800 9000.00000 9000.00000 9000.000
    40  814.79    1.883   18.30   62.0    2.1193    0.0260    0.15 9000.00 9000.00   31.67    0.6200 9000.00000 9000.00000 9000.000
    50  810.95    1.924   17.80   64.0    2.2315    0.0275    0.23 9000.00 9000.00   31.77    0.6500 9000.00000 9000.00000 9000.000
    60  806.07    1.975   17.00   67.0    2.3432    0.0291    0.34 9000.00 9000.00   31.77    0.6800 9000.00000 9000.00000 9000.000
    70  800.77    2.032   16.60   69.0    2.3804    0.0297    0.47 9000.00 9000.00   31.78    0.6900 9000.00000 9000.00000 9000.000
    80  796.06    2.082   16.10   70.0    2.4184    0.0304    0.58 9000.00 9000.00   31.88    0.7000 9000.00000 9000.00000 9000.000
    90  790.76    2.139   15.60   73.0    2.4184    0.0306    0.70 9000.00 9000.00   31.88    0.7000 9000.00000 9000.00000 9000.000
   100  786.01    2.190   15.00   74.0    2.4184    0.0308    0.82 9000.00 9000.00   31.88    0.7000 9000.00000 9000.00000 9000.000
   110  780.88    2.246   14.50   76.0    2.4193    0.0310    0.94 9000.00 9000.00   31.99    0.7000 9000.00000 9000.00000 9000.000
   120  775.68    2.302   14.00   78.0    2.4193    0.0312    1.07 9000.00 9000.00   31.99    0.7000 9000.00000 9000.00000 9000.000
   130  770.02    2.364   13.40   81.0    2.4193    0.0314    1.21 9000.00 9000.00   31.99    0.7000 9000.00000 9000.00000 9000.000
   140  765.36    2.415   13.00   82.0    2.4193    0.0316    1.33 9000.00 9000.00   31.99    0.7000 9000.00000 9000.00000 9000.000
   150  760.95    2.464   12.50   84.0    2.3820    0.0313    1.44 9000.00 9000.00   31.99    0.6900 9000.00000 9000.00000 9000.000
   160  756.10    2.518   12.60   77.0    2.3457    0.0310    1.56 9000.00 9000.00   32.10    0.6800 9000.00000 9000.00000 9000.000
   170  752.03    2.563   12.80   71.0    2.3084    0.0307    1.66 9000.00 9000.00   32.10    0.6700 9000.00000 9000.00000 9000.000
   180  748.36    2.604   12.60   69.0    2.2340    0.0299    1.74 9000.00 9000.00   32.10    0.6500 9000.00000 9000.00000 9000.000
   190  744.50    2.648   12.50   66.0    2.1968    0.0295    1.83 9000.00 9000.00   32.10    0.6400 9000.00000 9000.00000 9000.000
   200  741.09    2.686   12.70   61.0    2.1974    0.0297    1.91 9000.00 9000.00   32.20    0.6400 9000.00000 9000.00000 9000.000
   210  736.11    2.743   12.60   61.0    2.1603    0.0293    2.03 9000.00 9000.00   32.21    0.6300 9000.00000 9000.00000 9000.000
   220  731.74    2.793   12.70   55.0    2.1230    0.0290    2.13 9000.00 9000.00   32.21    0.6200 9000.00000 9000.00000 9000.000
   230  728.31    2.832   13.10   46.0    2.1603    0.0297    2.21 9000.00 9000.00   32.21    0.6300 9000.00000 9000.00000 9000.000
   240  724.77    2.873   12.90   45.0    2.1610    0.0298    2.29 9000.00 9000.00   32.31    0.6300 9000.00000 9000.00000 9000.000
   250  721.25    2.914   12.80   43.0    2.1983    0.0305    2.38 9000.00 9000.00   32.31    0.6400 9000.00000 9000.00000 9000.000
   260  717.97    2.953   12.60   42.0    2.2363    0.0311    2.46 9000.00 9000.00   32.42    0.6500 9000.00000 9000.00000 9000.000
   270  714.13    2.998   12.80   37.0    2.1618    0.0303    2.55 9000.00 9000.00   32.42    0.6300 9000.00000 9000.00000 9000.000
   280  710.91    3.036   12.70   37.0    2.0872    0.0294    2.63 9000.00 9000.00   32.42    0.6100 9000.00000 9000.00000 9000.000
   290  708.08    3.069   12.50   37.0    2.0127    0.0284    2.69 9000.00 9000.00   32.42    0.5900 9000.00000 9000.00000 9000.000
   300  704.94    3.106   12.10   37.0    1.9754    0.0280    2.76 9000.00 9000.00   32.42    0.5800 9000.00000 9000.00000 9000.000
   310  701.01    3.153   11.80   38.0    1.9381    0.0276    2.85 9000.00 9000.00   32.42    0.5700 9000.00000 9000.00000 9000.000
   320  696.73    3.204   11.40   39.0    1.9016    0.0273    2.94 9000.00 9000.00   32.53    0.5600 9000.00000 9000.00000 9000.000
   330  692.15    3.259   10.90   41.0    1.9016    0.0275    3.04 9000.00 9000.00   32.53    0.5600 9000.00000 9000.00000 9000.000
   340  686.75    3.325   10.30   43.0    1.9016    0.0277    3.16 9000.00 9000.00   32.53    0.5600 9000.00000 9000.00000 9000.000
   350  681.92    3.383    9.80   45.0    1.8643    0.0273    3.26 9000.00 9000.00   32.53    0.5500 9000.00000 9000.00000 9000.000
   360  677.99    3.431    9.40   46.0    1.8643    0.0275    3.35 9000.00 9000.00   32.54    0.5500 9000.00000 9000.00000 9000.000
   370  674.13    3.478    8.90   47.0    1.8650    0.0277    3.43 9000.00 9000.00   32.64    0.5500 9000.00000 9000.00000 9000.000
   380  670.14    3.528    8.50   48.0    1.8650    0.0278    3.52 9000.00 9000.00   32.64    0.5500 9000.00000 9000.00000 9000.000
   390  665.34    3.587    8.00   50.0    1.8650    0.0280    3.62 9000.00 9000.00   32.64    0.5500 9000.00000 9000.00000 9000.000
   400  660.74    3.644    7.70   51.0    1.8650    0.0282    3.73 9000.00 9000.00   32.64    0.5500 9000.00000 9000.00000 9000.000
   410  657.12    3.690    7.50   46.0    1.8277    0.0278    3.81 9000.00 9000.00   32.65    0.5400 9000.00000 9000.00000 9000.000
   420  653.64    3.733    7.30   44.0    1.8283    0.0280    3.88 9000.00 9000.00   32.75    0.5400 9000.00000 9000.00000 9000.000
   430  650.03    3.779    7.00   44.0    1.7910    0.0276    3.96 9000.00 9000.00   32.75    0.5300 9000.00000 9000.00000 9000.000
   440  646.53    3.823    6.50   44.0    1.7536    0.0271    4.04 9000.00 9000.00   32.75    0.5200 9000.00000 9000.00000 9000.000
   450  643.05    3.867    6.20   44.0    1.7536    0.0273    4.11 9000.00 9000.00   32.75    0.5200 9000.00000 9000.00000 9000.000
   460  639.22    3.916    5.80   41.0    1.7164    0.0269    4.19 9000.00 9000.00   32.76    0.5100 9000.00000 9000.00000 9000.000
   470  636.02    3.957    5.80   37.0    1.7164    0.0270    4.26 9000.00 9000.00   32.76    0.5100 9000.00000 9000.00000 9000.000
   480  632.74    4.000    5.70   35.0    1.6791    0.0265    4.33 9000.00 9000.00   32.76    0.5000 9000.00000 9000.00000 9000.000
   490  629.41    4.043    5.60   41.0    1.6791    0.0267    4.40 9000.00 9000.00   32.76    0.5000 9000.00000 9000.00000 9000.000
