36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20140903
Launch Time (UT)                  : 08:26:51
Burst Pressure (hPa)              : 8.38
Integrated O3 to end of data (DU) : 215.48
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : J3123433
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z25482
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.100
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.20    1.800   18.50   74.0    2.8662    0.0347    0.00    0.00    0.00   33.81    0.7700   36.75900   -1.30200 9000.000
     2 9000.00 9000.000   18.98   67.0 9000.0000 9000.0000    0.00  182.00    1.10   32.23    0.7800   36.75900   -1.30200 9000.000
     4  821.59    1.838   18.68   66.0    2.9057    0.0354    0.00  173.00    1.30   33.78    0.7800   36.75900   -1.30200 9000.000
     6  820.30    1.851   18.42   67.0    2.9056    0.0354    0.04  180.00    1.40   33.77    0.7800   36.75900   -1.30200 9000.000
     8  818.97    1.865   18.15   68.0    2.9056    0.0355    0.07  180.00    1.50   33.77    0.7800   36.75900   -1.30200 9000.000
    10  817.60    1.880   17.85   69.0    2.9056    0.0355    0.11  179.00    1.60   33.77    0.7800   36.75900   -1.30100 9000.000
    12  816.27    1.893   17.68   70.0    2.9056    0.0356    0.15  178.00    1.70   33.77    0.7800   36.75900   -1.30200 9000.000
    14  814.96    1.907   17.57   71.0    2.9056    0.0357    0.19  177.00    1.70   33.77    0.7800   36.75900   -1.30200 9000.000
    16  813.61    1.921   17.44   72.0    2.9057    0.0357    0.22  176.00    1.80   33.78    0.7800   36.75900   -1.30100 9000.000
    18  812.32    1.935   17.34   73.0    2.9455    0.0363    0.26  175.00    1.80   33.78    0.7900   36.75900   -1.30100 9000.000
    20  811.26    1.946   17.29   73.0    2.9456    0.0363    0.29  173.00    1.80   33.79    0.7900   36.75900   -1.30100 9000.000
    22  810.16    1.958   17.21   73.0    2.9456    0.0364    0.32  172.00    1.90   33.79    0.7900   36.75900   -1.30100 9000.000
    24  808.77    1.972   17.02   73.0    2.9457    0.0364    0.36  171.00    1.90   33.80    0.7900   36.75900   -1.30100 9000.000
    26  807.48    1.986   16.85   74.0    2.9855    0.0370    0.40  169.00    1.90   33.80    0.8000   36.75900   -1.30100 9000.000
    28  806.28    1.999   16.72   75.0    2.9855    0.0370    0.43  168.00    2.00   33.80    0.8000   36.75900   -1.30100 9000.000
    30  805.09    2.011   16.59   75.0    2.9856    0.0371    0.47  168.00    2.00   33.81    0.8000   36.75900   -1.30100 9000.000
    32  804.05    2.023   16.47   75.0    2.9856    0.0371    0.50  167.00    2.10   33.81    0.8000   36.75900   -1.30100 9000.000
    34  802.93    2.034   16.24   75.0    2.9856    0.0372    0.53  165.00    2.20   33.81    0.8000   36.75900   -1.30100 9000.000
    36  801.76    2.047   16.08   75.0    2.9856    0.0372    0.57  165.00    2.20   33.81    0.8000   36.75900   -1.30100 9000.000
    38  800.53    2.060   16.03   76.0    3.0254    0.0378    0.60  164.00    2.30   33.81    0.8100   36.75900   -1.30100 9000.000
    40  799.33    2.073   15.93   76.0    3.0253    0.0378    0.64  163.00    2.30   33.80    0.8100   36.75900   -1.30100 9000.000
    42  798.23    2.084   15.80   76.0    3.0253    0.0379    0.67  162.00    2.40   33.80    0.8100   36.75900   -1.30100 9000.000
    44  796.99    2.098   15.63   76.0    3.0252    0.0380    0.71  161.00    2.40   33.79    0.8100   36.75900   -1.30100 9000.000
    46  795.62    2.112   15.43   78.0    3.0252    0.0380    0.75  161.00    2.40   33.79    0.8100   36.75900   -1.30100 9000.000
    48  794.21    2.127   15.29   79.0    3.0251    0.0381    0.79  161.00    2.40   33.78    0.8100   36.75900   -1.30100 9000.000
    50  792.76    2.143   15.17   80.0    3.0251    0.0382    0.84  160.00    2.40   33.78    0.8100   36.75900   -1.30100 9000.000
    52  791.38    2.158   15.06   81.0    3.0251    0.0382    0.88  160.00    2.40   33.78    0.8100   36.75900   -1.30100 9000.000
    54  790.00    2.172   14.97   82.0    3.0251    0.0383    0.92  160.00    2.40   33.78    0.8100   36.75900   -1.30100 9000.000
    56  788.68    2.187   14.87   82.0    3.0251    0.0384    0.96  161.00    2.40   33.78    0.8100   36.75900   -1.30100 9000.000
    58  787.30    2.201   14.73   83.0    3.0251    0.0384    1.00  162.00    2.40   33.78    0.8100   36.75900   -1.30100 9000.000
    60  785.88    2.217   14.54   83.0    3.0251    0.0385    1.05  162.00    2.40   33.78    0.8100   36.75900   -1.30100 9000.000
    62  784.55    2.231   14.42   84.0    3.0251    0.0386    1.09  164.00    2.40   33.78    0.8100   36.75900   -1.30100 9000.000
    64  783.10    2.247   14.29   84.0    3.0250    0.0386    1.13  165.00    2.40   33.77    0.8100   36.75900   -1.30100 9000.000
    66  781.71    2.262   14.10   85.0    2.9853    0.0382    1.17  167.00    2.40   33.78    0.8000   36.75900   -1.30100 9000.000
    68  780.40    2.276   13.98   86.0    2.9853    0.0383    1.21  168.00    2.40   33.78    0.8000   36.75900   -1.30100 9000.000
    70  778.91    2.292   13.81   86.0    2.9853    0.0383    1.26  169.00    2.50   33.78    0.8000   36.75900   -1.30100 9000.000
