36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20140723
Launch Time (UT)                  : 07:27:58
Burst Pressure (hPa)              : 8.42
Integrated O3 to end of data (DU) : 195.61
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : J3123341
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z25488
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.900
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.50    1.800   15.20   84.0    1.7273    0.0209    0.00    0.00    0.00   31.58    0.4900   36.75900   -1.30200 9000.000
     2  825.87    1.806   14.95   62.0    1.7665    0.0214    0.01   86.00    1.60   31.58    0.5000   36.75900   -1.30200 9000.000
     4  825.05    1.815   14.66 9000.0    1.8059    0.0219    0.02  120.00    2.40   31.59    0.5100   36.75900   -1.30200 9000.000
     6  823.97    1.826   14.42   70.0    1.8059    0.0219    0.04  119.00    2.70   31.59    0.5100   36.75900   -1.30200 9000.000
     8  822.97    1.836   14.31   71.0    1.8452    0.0224    0.06  118.00    3.00   31.60    0.5200   36.75900   -1.30200 9000.000
    10  822.08    1.845   14.24   72.0    1.8452    0.0224    0.08  118.00    3.20   31.60    0.5200   36.75900   -1.30200 9000.000
    12  821.22    1.854   14.15   72.0    1.8844    0.0229    0.09  119.00    3.40   31.60    0.5300   36.75900   -1.30100 9000.000
    14  820.33    1.863   14.01   73.0    1.9237    0.0235    0.11  118.00    3.60   31.60    0.5400   36.75900   -1.30100 9000.000
    16  819.47    1.872   13.89   75.0    2.0023    0.0244    0.12  118.00    3.70   31.61    0.5600   36.75900   -1.30100 9000.000
    18  818.61    1.881   13.77   76.0    2.0415    0.0249    0.14  118.00    3.80   31.61    0.5700   36.75800   -1.30200 9000.000
    20  817.67    1.891   13.68   77.0    2.0808    0.0254    0.16  118.00    3.90   31.61    0.5800   36.75800   -1.30100 9000.000
    22  816.60    1.902   13.62   77.0    2.1201    0.0260    0.18  117.00    4.00   31.61    0.5900   36.75900   -1.30100 9000.000
    24  815.40    1.914   13.47   78.0    2.1592    0.0265    0.21  116.00    4.00   31.59    0.6000   36.75800   -1.30100 9000.000
    26  814.22    1.926   13.33   79.0    2.1984    0.0270    0.23  115.00    4.00   31.58    0.6100   36.75800   -1.30100 9000.000
    28  813.17    1.937   13.20   80.0    2.1983    0.0270    0.25  114.00    4.10   31.57    0.6100   36.75800   -1.30100 9000.000
