36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20141106
Launch Time (UT)                  : 06:33:26
Burst Pressure (hPa)              : 9.34
Integrated O3 to end of data (DU) : 189.03
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : J3123249
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z25503
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.400
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.40    1.800   17.80   81.0 9000.0000 9000.0000    0.00    0.00    0.00   35.15 9000.0000   36.75900   -1.30200 9000.000
     2  825.00    1.804   17.54   76.0    1.0154    0.0123    0.00   87.00    3.60   35.15    0.3100   36.75900   -1.30200 9000.000
     4  824.29    1.811   17.16   75.0    1.0544    0.0128    0.01   99.00    4.50   35.15    0.3200   36.75900   -1.30200 9000.000
     6  823.22    1.823   16.88   76.0    1.0544    0.0128    0.02   97.00    4.90   35.14    0.3200   36.75900   -1.30200 9000.000
     8  822.19    1.833   16.75   77.0    1.0543    0.0128    0.03   97.00    5.30   35.12    0.3200   36.75900   -1.30200 9000.000
    10  821.37    1.842   16.71   77.0    1.0543    0.0128    0.04   97.00    5.80   35.11    0.3200   36.75800   -1.30200 9000.000
    12  820.54    1.850   16.62   77.0    1.0542    0.0128    0.04   98.00    6.10   35.08    0.3200   36.75800   -1.30200 9000.000
    14  819.57    1.861   16.46   78.0    1.0541    0.0129    0.05   98.00    6.40   35.07    0.3200   36.75800   -1.30200 9000.000
    16  818.53    1.871   16.32   78.0    1.0931    0.0134    0.07   98.00    6.70   35.05    0.3300   36.75800   -1.30200 9000.000
    18  817.51    1.882   16.22   79.0    1.0931    0.0134    0.08   99.00    6.80   35.05    0.3300   36.75800   -1.30200 9000.000
    20  816.45    1.893   16.12   80.0    1.0931    0.0134    0.09   99.00    7.00   35.04    0.3300   36.75800   -1.30200 9000.000
    22  815.41    1.904   16.04   80.0    1.0930    0.0134    0.10   99.00    7.10   35.03    0.3300   36.75800   -1.30200 9000.000
    24  814.31    1.916   15.97   80.0    1.1320    0.0139    0.11   99.00    7.10   35.02    0.3400   36.75800   -1.30200 9000.000
    26  813.15    1.928   15.87   80.0    1.1320    0.0139    0.12   98.00    7.20   35.02    0.3400   36.75800   -1.30100 9000.000
    28  811.89    1.941   15.75   81.0    1.1320    0.0139    0.14   98.00    7.20   35.02    0.3400   36.75700   -1.30200 9000.000
    30  810.72    1.953   15.60   81.0    1.1320    0.0140    0.15   97.00    7.20   35.01    0.3400   36.75700   -1.30200 9000.000
    32  809.78    1.963   15.51   82.0    1.1320    0.0140    0.16   96.00    7.30   35.01    0.3400   36.75700   -1.30100 9000.000
    34  808.91    1.972   15.43   82.0    1.1710    0.0145    0.17   95.00    7.30   35.01    0.3500   36.75700   -1.30100 9000.000
    36  807.86    1.983   15.33   82.0    1.1710    0.0145    0.18   94.00    7.40   35.00    0.3500   36.75700   -1.30100 9000.000
    38  806.77    1.995   15.18   82.0    1.1710    0.0145    0.19   93.00    7.50   35.00    0.3500   36.75700   -1.30100 9000.000
    40  805.74    2.006   15.06   83.0    1.1710    0.0145    0.21   92.00    7.50   35.00    0.3500   36.75700   -1.30100 9000.000
    42  804.79    2.016   14.95   84.0    1.1709    0.0145    0.22   91.00    7.60   34.98    0.3500   36.75700   -1.30100 9000.000
