36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20140320
Launch Time (UT)                  : 06:43:54
Burst Pressure (hPa)              : 8.21
Integrated O3 to end of data (DU) : 198.87
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : J3123150
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z21048
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.800
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.70    1.800   15.80   84.0    1.7918    0.0218    0.00   70.00    4.50   33.73    0.4900   36.75900   -1.30200 9000.000
     2  823.13    1.806   15.72   75.0    1.8326    0.0223    0.01   56.00    3.60   33.74    0.5000   36.75900   -1.30200 9000.000
     4  822.13    1.816   15.59   77.0    1.8327    0.0223    0.03   56.00    3.90   33.75    0.5000   36.75900   -1.30200 9000.000
     6  820.73    1.831   15.41   78.0    1.8734    0.0228    0.05   56.00    4.30   33.75    0.5100   36.75900   -1.30200 9000.000
     8  819.12    1.847   15.26   79.0    1.8735    0.0229    0.08   56.00    4.60   33.76    0.5100   36.75900   -1.30200 9000.000
    10  817.59    1.863   15.11   80.0    1.8735    0.0229    0.11   56.00    4.80   33.76    0.5100   36.75900   -1.30200 9000.000
    12  816.20    1.878   14.87   81.0    1.8735    0.0230    0.13   56.00    5.00   33.77    0.5100   36.75800   -1.30200 9000.000
    14  814.84    1.892   14.71   82.0    1.8735    0.0230    0.16   55.00    5.20   33.77    0.5100   36.75800   -1.30200 9000.000
    16  813.53    1.906   14.58   82.0    1.8735    0.0230    0.18   55.00    5.40   33.77    0.5100   36.75800   -1.30200 9000.000
    18  812.18    1.920   14.47   83.0    1.9142    0.0236    0.21   55.00    5.50   33.76    0.5200   36.75800   -1.30200 9000.000
    20  810.87    1.933   14.34   84.0    1.9142    0.0236    0.23   54.00    5.60   33.76    0.5200   36.75800   -1.30200 9000.000
    22  809.64    1.946   14.17   84.0    1.9142    0.0236    0.25   54.00    5.70   33.76    0.5200   36.75800   -1.30300 9000.000
    24  808.51    1.958   14.06   85.0    1.9143    0.0237    0.28   54.00    5.90   33.77    0.5200   36.75800   -1.30300 9000.000
    26  807.22    1.971   13.99   85.0    1.9143    0.0237    0.30   54.00    6.00   33.77    0.5200   36.75800   -1.30300 9000.000
    28  805.89    1.985   13.89   86.0    1.9550    0.0243    0.33   54.00    6.10   33.78    0.5300   36.75800   -1.30300 9000.000
    30  804.60    1.999   13.72   86.0    1.9551    0.0243    0.35   54.00    6.30   33.79    0.5300   36.75800   -1.30300 9000.000
    32  803.25    2.013   13.53   87.0    1.9551    0.0243    0.38   54.00    6.50   33.79    0.5300   36.75800   -1.30300 9000.000
    34  801.81    2.028   13.41   88.0    1.9551    0.0244    0.40   54.00    6.70   33.79    0.5300   36.75800   -1.30300 9000.000
    36  800.25    2.045   13.26   88.0    1.9551    0.0244    0.43   54.00    6.90   33.79    0.5300   36.75700   -1.30300 9000.000
    38  798.73    2.061   13.09   89.0    1.9551    0.0245    0.46   54.00    7.00   33.79    0.5300   36.75700   -1.30300 9000.000
    40  797.37    2.075   12.98   90.0    1.9551    0.0245    0.49   55.00    7.20   33.79    0.5300   36.75700   -1.30300 9000.000
    42  796.12    2.088   12.85   90.0    1.9552    0.0246    0.51   55.00    7.40   33.80    0.5300   36.75700   -1.30300 9000.000
    44  794.97    2.101   12.63   90.0    1.9552    0.0246    0.54   55.00    7.60   33.80    0.5300   36.75700   -1.30300 9000.000
    46  793.80    2.113   12.52   91.0    1.9552    0.0246    0.56   55.00    7.70   33.81    0.5300   36.75700   -1.30300 9000.000
    48  792.57    2.126   12.38   92.0    1.9553    0.0247    0.58   55.00    7.90   33.82    0.5300   36.75700   -1.30300 9000.000
    50  791.43    2.138   12.18   92.0    1.9961    0.0252    0.61   55.00    8.00   33.83    0.5400   36.75700   -1.30400 9000.000
    52  790.29    2.150   11.98   93.0    1.9961    0.0253    0.63   54.00    8.10   33.83    0.5400   36.75700   -1.30400 9000.000
    54  789.09    2.163   11.86   94.0    1.9962    0.0253    0.65   54.00    8.10   33.84    0.5400   36.75600   -1.30400 9000.000
    56  788.02    2.174   11.75   94.0    2.0369    0.0258    0.67   54.00    8.20   33.84    0.5500   36.75600   -1.30400 9000.000
    58  787.04    2.185   11.67   95.0    2.0776    0.0264    0.69   54.00    8.20   33.84    0.5600   36.75600   -1.30400 9000.000
    60  785.98    2.196   11.61   95.0    2.0776    0.0264    0.72   53.00    8.20   33.84    0.5600   36.75600   -1.30400 9000.000
    62  785.01    2.206   11.58   95.0    2.1184    0.0270    0.74   53.00    8.30   33.84    0.5700   36.75600   -1.30400 9000.000
    64  784.08    2.216   11.55   95.0    2.1184    0.0270    0.76   52.00    8.30   33.84    0.5700   36.75600   -1.30400 9000.000
    66  783.03    2.228   11.49   95.0    2.1591    0.0276    0.78   51.00    8.40   33.84    0.5800   36.75600   -1.30400 9000.000
    68  781.91    2.240   11.44   95.0    2.1999    0.0281    0.80   51.00    8.50   33.85    0.5900   36.75600   -1.30400 9000.000
    70  780.82    2.251   11.39   95.0    2.2001    0.0282    0.83   50.00    8.60   33.87    0.5900   36.75600   -1.30400 9000.000
    72  779.81    2.262   11.35   95.0    2.2410    0.0287    0.85   49.00    8.70   33.90    0.6000   36.75600   -1.30400 9000.000
    74  778.71    2.274   11.25   95.0    2.2411    0.0288    0.88   48.00    8.90   33.91    0.6000   36.75500   -1.30400 9000.000
    76  777.64    2.285   11.14   95.0    2.2412    0.0288    0.90   48.00    9.10   33.92    0.6000   36.75500   -1.30500 9000.000
    78  776.66    2.296   11.08   95.0    2.2413    0.0289    0.92   47.00    9.30   33.93    0.6000   36.75500   -1.30500 9000.000
    80  775.56    2.308   11.00   95.0    2.2820    0.0294    0.95   46.00    9.50   33.93    0.6100   36.75500   -1.30500 9000.000
    82  774.49    2.319   10.92   95.0    2.2820    0.0295    0.97   45.00    9.70   33.93    0.6100   36.75500   -1.30500 9000.000
    84  773.43    2.331   10.84   95.0    2.2821    0.0295    1.00   45.00    9.90   33.94    0.6100   36.75500   -1.30500 9000.000
    86  772.38    2.342   10.72   95.0    2.2821    0.0295    1.02   44.00   10.10   33.94    0.6100   36.75500   -1.30500 9000.000
    88  771.40    2.353   10.59   95.0    2.2822    0.0296    1.04   44.00   10.30   33.95    0.6100   36.75500   -1.30500 9000.000
    90  770.67    2.361   10.56   95.0    2.2822    0.0296    1.06   43.00   10.40   33.96    0.6100   36.75400   -1.30600 9000.000
    92  769.81    2.370   10.52   95.0    2.3230    0.0302    1.08   43.00   10.50   33.96    0.6200   36.75400   -1.30600 9000.000
    94  768.83    2.381   10.38   94.0    2.3230    0.0302    1.10   43.00   10.60   33.96    0.6200   36.75400   -1.30600 9000.000
    96  767.92    2.391   10.20   91.0    2.3638    0.0308    1.13   42.00   10.70   33.97    0.6300   36.75400   -1.30600 9000.000
    98  767.03    2.400   10.14   91.0    2.3640    0.0308    1.15   42.00   10.80   34.00    0.6300   36.75400   -1.30600 9000.000
   100  765.98    2.412   10.12   92.0    2.4049    0.0314    1.17   42.00   10.80   34.01    0.6400   36.75400   -1.30600 9000.000
   102  764.83    2.424   10.00   91.0    2.4049    0.0314    1.20   42.00   10.90   34.01    0.6400   36.75400   -1.30600 9000.000
   104  763.66    2.437    9.85   84.0    2.4050    0.0315    1.23   42.00   11.00   34.03    0.6400   36.75300   -1.30700 9000.000
   106  762.55    2.449    9.95   79.0    2.4459    0.0321    1.26   43.00   11.10   34.04    0.6500   36.75300   -1.30700 9000.000
   108  761.63    2.459   10.22   75.0    2.4460    0.0321    1.28   43.00   11.10   34.05    0.6500   36.75300   -1.30700 9000.000
   110  760.87    2.467   10.49   74.0    2.4868    0.0327    1.30   43.00   11.30   34.06    0.6600   36.75300   -1.30700 9000.000
   112  760.08    2.476   10.76   72.0    2.4869    0.0327    1.32   44.00   11.40   34.07    0.6600   36.75300   -1.30700 9000.000
   114  759.24    2.485   11.20   68.0    2.5685    0.0338    1.34   45.00   11.60   34.08    0.6800   36.75300   -1.30700 9000.000
   116  758.30    2.496   11.76   64.0    2.6094    0.0344    1.37   45.00   11.80   34.09    0.6900   36.75300   -1.30800 9000.000
   118  757.23    2.508   12.20   63.0    2.6502    0.0350    1.40   46.00   11.90   34.10    0.7000   36.75200   -1.30800 9000.000
   120  756.26    2.518   12.28   63.0    2.6910    0.0356    1.43   47.00   12.20   34.10    0.7100   36.75200   -1.30800 9000.000
   122  755.18    2.530   12.19   63.0    2.6912    0.0356    1.46   47.00   12.40   34.12    0.7100   36.75200   -1.30800 9000.000
   124  754.04    2.543   12.07   64.0    2.7319    0.0362    1.49   48.00   12.60   34.12    0.7200   36.75200   -1.30800 9000.000
   126  752.94    2.555   12.03   64.0    2.7321    0.0363    1.52   48.00   12.80   34.14    0.7200   36.75200   -1.30800 9000.000
   128  751.89    2.567   12.06   63.0    2.7322    0.0363    1.55   49.00   13.10   34.15    0.7200   36.75200   -1.30900 9000.000
   130  751.01    2.577   12.12   61.0    2.7730    0.0369    1.58   49.00   13.30   34.15    0.7300   36.75100   -1.30900 9000.000
   132  750.19    2.586   12.11   59.0    2.7731    0.0370    1.60   49.00   13.50   34.16    0.7300   36.75100   -1.30900 9000.000
   134  749.22    2.597   11.99   58.0    2.8139    0.0376    1.63   48.00   13.70   34.16    0.7400   36.75100   -1.30900 9000.000
   136  748.15    2.609   11.88   59.0    2.8140    0.0376    1.66   48.00   13.90   34.17    0.7400   36.75100   -1.30900 9000.000
   138  747.02    2.621   11.84   59.0    2.8140    0.0377    1.69   48.00   14.10   34.18    0.7400   36.75100   -1.30900 9000.000
   140  746.08    2.632   11.86   58.0    2.8140    0.0377    1.72   47.00   14.20   34.18    0.7400   36.75000   -1.30900 9000.000
   142  745.22    2.642   11.87   57.0    2.8141    0.0378    1.75   47.00   14.40   34.19    0.7400   36.75000   -1.31000 9000.000
   144  744.17    2.653   11.74   57.0    2.8550    0.0384    1.78   46.00   14.60   34.20    0.7500   36.75000   -1.31000 9000.000
   146  743.10    2.665   11.56   58.0    2.8551    0.0384    1.81   45.00   14.70   34.21    0.7500   36.75000   -1.31000 9000.000
   148  742.10    2.677   11.43   59.0    2.8551    0.0385    1.84   45.00   14.80   34.21    0.7500   36.75000   -1.31000 9000.000
   150  741.09    2.688   11.37   59.0    2.8551    0.0385    1.87   44.00   15.00   34.21    0.7500   36.75000   -1.31000 9000.000
   152  740.24    2.698   11.42   59.0    2.8145    0.0380    1.90   43.00   15.10   34.23    0.7400   36.74900   -1.31100 9000.000
