36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 7 March, 2019
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20190130
Launch Time (UT)                  : 06:47:52
Burst Pressure (hPa)              : 5.98
Integrated O3 to end of data (DU) : 224.69
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N1413186
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z32947
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.700
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.40    1.800   18.80   65.0    1.9280    0.0234    0.00   60.00    5.00   34.34    0.5400   -1.30180   36.75930 9000.000
     2  824.25    1.812   18.81   59.0    1.9674    0.0239    0.02   45.00    3.00   34.35    0.5500   -1.30190   36.75890 9000.000
     4  823.01    1.825   18.72   58.0    1.9674    0.0239    0.04   43.00    3.50   34.35    0.5500   -1.30190   36.75890 9000.000
     6  821.66    1.839   18.55   59.0    1.9674    0.0239    0.07   41.00    4.00   34.35    0.5500   -1.30190   36.75890 9000.000
     8  820.24    1.854   18.47   60.0    1.9674    0.0240    0.10   39.00    4.50   34.35    0.5500   -1.30190   36.75890 9000.000
    10  818.89    1.868   18.35   60.0    1.9674    0.0240    0.12   38.00    5.00   34.34    0.5500   -1.30200   36.75880 9000.000
    12  817.62    1.881   18.22   60.0    1.9673    0.0241    0.15   37.00    5.50   34.33    0.5500   -1.30210   36.75870 9000.000
    14  816.38    1.894   18.10   60.0    1.9672    0.0241    0.17   36.00    5.90   34.32    0.5500   -1.30220   36.75860 9000.000
    16  814.96    1.909   17.94   60.0    1.9672    0.0241    0.20   35.00    6.30   34.32    0.5500   -1.30230   36.75850 9000.000
    18  813.41    1.926   17.67   61.0    1.9672    0.0242    0.23   34.00    6.60   34.32    0.5500   -1.30250   36.75840 9000.000
    20  811.73    1.943   17.31   62.0    2.0066    0.0247    0.26   34.00    6.70   34.32    0.5600   -1.30270   36.75840 9000.000
    22  810.02    1.961   17.01   63.0    2.0066    0.0248    0.29   35.00    6.80   34.32    0.5600   -1.30280   36.75840 9000.000
    24  808.57    1.977   16.85   64.0    2.0067    0.0248    0.32   35.00    6.80   34.33    0.5600   -1.30290   36.75830 9000.000
    26  807.31    1.990   16.66   64.0    2.0067    0.0249    0.35   36.00    6.80   34.33    0.5600   -1.30300   36.75830 9000.000
    28  805.91    2.005   16.42   66.0    2.0067    0.0249    0.37   38.00    6.70   34.33    0.5600   -1.30310   36.75830 9000.000
    30  804.35    2.021   16.17   67.0    2.0461    0.0254    0.40   39.00    6.50   34.35    0.5700   -1.30330   36.75820 9000.000
    32  802.85    2.037   16.02   68.0    2.0462    0.0255    0.43   41.00    6.30   34.37    0.5700   -1.30340   36.75800 9000.000
    34  801.30    2.054   16.01   68.0    2.0856    0.0260    0.47   44.00    6.20   34.37    0.5800   -1.30350   36.75780 9000.000
    36  799.49    2.073   15.85   68.0    2.0856    0.0261    0.50   46.00    6.00   34.37    0.5800   -1.30350   36.75770 9000.000
    38  797.63    2.093   15.62   69.0    2.0857    0.0261    0.54   48.00    5.90   34.38    0.5800   -1.30350   36.75770 9000.000
    40  795.72    2.113   15.49   70.0    2.0857    0.0262    0.58   49.00    5.90   34.38    0.5800   -1.30350   36.75770 9000.000
    42  793.76    2.134   15.31   71.0    2.0857    0.0263    0.62   50.00    5.80   34.39    0.5800   -1.30350   36.75770 9000.000
    44  792.17    2.151   15.10   71.0    2.0858    0.0263    0.65   51.00    5.80   34.40    0.5800   -1.30360   36.75760 9000.000
    46  790.99    2.164   14.90   72.0    2.0859    0.0264    0.68   51.00    5.90   34.41    0.5800   -1.30370   36.75750 9000.000
    48  790.14    2.173   14.73   72.0    2.0860    0.0264    0.70   51.00    5.90   34.42    0.5800   -1.30380   36.75740 9000.000
    50  789.37    2.181   14.59   72.0    2.0860    0.0264    0.71   50.00    6.00   34.42    0.5800   -1.30380   36.75730 9000.000
    52  788.41    2.191   14.30   73.0    2.0860    0.0265    0.73   49.00    6.00   34.43    0.5800   -1.30380   36.75720 9000.000
    54  787.43    2.202   14.13   74.0    2.0860    0.0265    0.75   48.00    6.00   34.43    0.5800   -1.30390   36.75710 9000.000
    56  786.35    2.213   14.09   75.0    2.1254    0.0270    0.78   46.00    6.00   34.43    0.5900   -1.30410   36.75700 9000.000
    58  785.07    2.227   13.92   76.0    2.1254    0.0271    0.80   44.00    6.00   34.43    0.5900   -1.30420   36.75690 9000.000
    60  783.81    2.241   13.74   77.0    2.1253    0.0271    0.83   41.00    5.90   34.42    0.5900   -1.30430   36.75680 9000.000
    62  782.60    2.254   13.64   77.0    2.1254    0.0272    0.86   39.00    5.80   34.44    0.5900   -1.30430   36.75680 9000.000
    64  781.31    2.268   13.53   77.0    2.1254    0.0272    0.88   36.00    5.60   34.44    0.5900   -1.30430   36.75670 9000.000
    66  780.02    2.282   13.39   77.0    2.1254    0.0272    0.91   32.00    5.50   34.44    0.5900   -1.30440   36.75650 9000.000
    68  778.93    2.293   13.30   77.0    2.1254    0.0273    0.94   29.00    5.30   34.44    0.5900   -1.30460   36.75650 9000.000
    70  777.94    2.304   13.22   78.0    2.1254    0.0273    0.96   26.00    5.20   34.44    0.5900   -1.30470   36.75650 9000.000
    72  776.76    2.317   13.19   79.0    2.1254    0.0274    0.98   22.00    5.00   34.44    0.5900   -1.30480   36.75650 9000.000
    74  775.49    2.331   13.11   79.0    2.1255    0.0274    1.01   19.00    4.90   34.45    0.5900   -1.30480   36.75650 9000.000
    76  774.20    2.345   12.91   79.0    2.1255    0.0275    1.04   17.00    4.90   34.45    0.5900   -1.30490   36.75650 9000.000
    78  773.14    2.356   12.73   79.0    2.1256    0.0275    1.06   15.00    4.80   34.46    0.5900   -1.30490   36.75640 9000.000
    80  772.22    2.366   12.66   80.0    2.1256    0.0275    1.08   13.00    4.80   34.46    0.5900   -1.30500   36.75650 9000.000
    82  771.02    2.379   12.57   81.0    2.1256    0.0276    1.11   13.00    4.80   34.47    0.5900   -1.30510   36.75660 9000.000
    84  769.84    2.392   12.48   81.0    2.1257    0.0276    1.13   13.00    4.90   34.48    0.5900   -1.30520   36.75650 9000.000
    86  768.82    2.404   12.44   81.0    2.1257    0.0276    1.16   14.00    5.00   34.48    0.5900   -1.30530   36.75640 9000.000
    88  767.82    2.414   12.36   81.0    2.1257    0.0277    1.18   15.00    5.10   34.48    0.5900   -1.30550   36.75630 9000.000
    90  766.83    2.425   12.19   81.0    2.1258    0.0277    1.20   17.00    5.20   34.49    0.5900   -1.30550   36.75630 9000.000
    92  765.84    2.436   12.04   82.0    2.1259    0.0278    1.22   19.00    5.40   34.50    0.5900   -1.30550   36.75640 9000.000
    94  764.77    2.448   11.88   82.0    2.1259    0.0278    1.24   21.00    5.60   34.50    0.5900   -1.30560   36.75640 9000.000
    96  763.68    2.460   11.83   81.0    2.1259    0.0278    1.27   23.00    5.80   34.50    0.5900   -1.30570   36.75640 9000.000
    98  762.74    2.470   12.45   75.0    2.1259    0.0279    1.29   25.00    6.10   34.50    0.5900   -1.30580   36.75630 9000.000
   100  761.85    2.480   13.59   67.0    2.1654    0.0284    1.31   28.00    6.30   34.52    0.6000   -1.30590   36.75620 9000.000
   102  760.90    2.490   15.62   47.0    2.1654    0.0285    1.33   30.00    6.50   34.52    0.6000   -1.30600   36.75610 9000.000
   104  760.10    2.500   15.68   24.0    2.2442    0.0295    1.35   33.00    6.70   34.54    0.6200   -1.30610   36.75610 9000.000
   106  759.25    2.509   15.62   17.0    2.3231    0.0306    1.37   35.00    6.90   34.56    0.6400   -1.30620   36.75610 9000.000
   108  758.18    2.521   15.54   16.0    2.4019    0.0317    1.39   38.00    7.20   34.56    0.6600   -1.30640   36.75610 9000.000
   110  757.12    2.533   15.57   15.0    2.5199    0.0333    1.42   40.00    7.40   34.55    0.6900   -1.30650   36.75590 9000.000
   112  756.29    2.542   15.62   14.0    2.5987    0.0344    1.44   43.00    7.60   34.56    0.7100   -1.30670   36.75580 9000.000
   114  755.52    2.551   15.70   12.0    2.6381    0.0349    1.46   45.00    7.80   34.56    0.7200   -1.30680   36.75560 9000.000
   116  754.75    2.559   15.82    9.0    2.7169    0.0360    1.49   47.00    8.00   34.56    0.7400   -1.30690   36.75550 9000.000
   118  754.11    2.566   15.96    7.0    2.7956    0.0371    1.50   49.00    8.20   34.56    0.7600   -1.30690   36.75540 9000.000
   120  753.52    2.573   16.05    6.0    2.8350    0.0376    1.52   50.00    8.50   34.56    0.7700   -1.30690   36.75540 9000.000
   122  752.79    2.581   16.09    5.0    2.9531    0.0392    1.54   51.00    8.70   34.56    0.8000   -1.30700   36.75530 9000.000
   124  752.00    2.590   16.22    4.0    2.9927    0.0398    1.57   52.00    8.90   34.58    0.8100   -1.30710   36.75510 9000.000
   126  751.34    2.598   16.35    3.0    3.0322    0.0404    1.59   52.00    9.10   34.59    0.8200   -1.30720   36.75500 9000.000
   128  750.72    2.605   16.37    3.0    3.0717    0.0409    1.61   52.00    9.30   34.60    0.8300   -1.30730   36.75480 9000.000
   130  750.14    2.611   16.37    3.0    3.1111    0.0415    1.63   52.00    9.40   34.60    0.8400   -1.30740   36.75470 9000.000
   132  749.57    2.618   16.38    3.0    3.1899    0.0426    1.65   52.00    9.50   34.61    0.8600   -1.30750   36.75450 9000.000
   134  749.00    2.624   16.39    3.0    3.2293    0.0431    1.67   52.00    9.60   34.61    0.8700   -1.30770   36.75440 9000.000
   136  748.40    2.631   16.35    3.0    3.2293    0.0431    1.69   52.00    9.70   34.61    0.8700   -1.30780   36.75420 9000.000
   138  747.75    2.638   16.32    3.0    3.3082    0.0442    1.71   52.00    9.70   34.62    0.8900   -1.30790   36.75410 9000.000
   140  747.07    2.646   16.27    3.0    3.3476    0.0448    1.73   52.00    9.70   34.62    0.9000   -1.30800   36.75390 9000.000
   142  746.27    2.655   16.20    2.0    3.3478    0.0449    1.76   52.00    9.70   34.64    0.9000   -1.30820   36.75380 9000.000
   144  745.47    2.664   16.15    2.0    3.3874    0.0454    1.79   52.00    9.60   34.66    0.9100   -1.30830   36.75370 9000.000
   146  744.81    2.672   16.12    2.0    3.3874    0.0455    1.81   53.00    9.50   34.66    0.9100   -1.30830   36.75360 9000.000
   148  744.26    2.678   16.07    2.0    3.3875    0.0455    1.83   54.00    9.50   34.67    0.9100   -1.30840   36.75350 9000.000
   150  743.53    2.686   16.02    2.0    3.3876    0.0456    1.86   54.00    9.40   34.68    0.9100   -1.30850   36.75340 9000.000
   152  742.68    2.696   15.99    3.0    3.4269    0.0461    1.89   55.00    9.30   34.67    0.9200   -1.30870   36.75320 9000.000
   154  741.83    2.705   16.01    3.0    3.4269    0.0462    1.92   57.00    9.30   34.67    0.9200   -1.30880   36.75300 9000.000
   156  741.03    2.715   16.02    4.0    3.4268    0.0462    1.95   58.00    9.30   34.66    0.9200   -1.30890   36.75280 9000.000
   158  740.22    2.724   15.98    4.0    3.4269    0.0463    1.98   59.00    9.30   34.67    0.9200   -1.30890   36.75270 9000.000
   160  739.50    2.732   15.94    4.0    3.4267    0.0463    2.01   61.00    9.30   34.65    0.9200   -1.30900   36.75260 9000.000
   162  738.89    2.739   15.89    4.0    3.4266    0.0464    2.03   62.00    9.40   34.65    0.9200   -1.30910   36.75250 9000.000
   164  738.21    2.747   15.82    5.0    3.4267    0.0464    2.05   63.00    9.50   34.66    0.9200   -1.30920   36.75240 9000.000
   166  737.54    2.755   15.79    5.0    3.4267    0.0465    2.08   65.00    9.60   34.66    0.9200   -1.30920   36.75220 9000.000
   168  736.86    2.762   15.72    5.0    3.4267    0.0465    2.10   66.00    9.70   34.66    0.9200   -1.30930   36.75200 9000.000
   170  736.14    2.771   15.61    5.0    3.4267    0.0465    2.13   67.00    9.70   34.66    0.9200   -1.30940   36.75190 9000.000
   172  735.47    2.778   15.56    5.0    3.3875    0.0461    2.15   68.00    9.80   34.67    0.9100   -1.30940   36.75170 9000.000
   174  734.78    2.786   15.55    5.0    3.3876    0.0461    2.18   70.00    9.90   34.68    0.9100   -1.30950   36.75150 9000.000
   176  734.13    2.794   15.55    6.0    3.3878    0.0461    2.20   71.00    9.90   34.70    0.9100   -1.30960   36.75130 9000.000
   178  733.59    2.800   15.52    6.0    3.3879    0.0462    2.22   71.00    9.90   34.71    0.9100   -1.30960   36.75110 9000.000
   180  732.98    2.807   15.45    7.0    3.3880    0.0462    2.25   72.00    9.80   34.72    0.9100   -1.30970   36.75100 9000.000
   182  732.36    2.814   15.39    7.0    3.3881    0.0463    2.27   73.00    9.70   34.73    0.9100   -1.30970   36.75080 9000.000
