36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Wed Aug 12 15:19:07 2020
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20190905
Launch Time (UT)                  : 07:29:37
Burst Pressure (hPa)              : 6.46
Integrated O3 to end of data (DU) : 215.69
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N1413535
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33358
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.700
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.40    1.800   17.40   73.0    2.9109    0.0352    0.00  182.00    2.50   30.16    0.7900   -1.30180   36.75930 9000.000
     2  825.51    1.809   16.85   63.0    2.9111    0.0353    0.02  137.00    1.80   30.18    0.7900   -1.30180   36.75910 9000.000
     4  824.44    1.820   16.65   64.0    2.9499    0.0358    0.05  134.00    2.10   30.18    0.8000   -1.30170   36.75910 9000.000
     6  823.25    1.833   16.30   66.0    2.9500    0.0358    0.09  136.00    2.40   30.19    0.8000   -1.30170   36.75900 9000.000
     8  822.07    1.845   15.96   67.0    2.9500    0.0359    0.12  137.00    2.70   30.19    0.8000   -1.30160   36.75900 9000.000
    10  821.04    1.855   15.84   68.0    2.9501    0.0359    0.15  137.00    3.00   30.20    0.8000   -1.30160   36.75900 9000.000
    12  819.94    1.867   15.81   69.0    2.9501    0.0360    0.18  137.00    3.20   30.20    0.8000   -1.30150   36.75900 9000.000
    14  818.74    1.879   15.70   69.0    2.9889    0.0365    0.22  137.00    3.40   30.20    0.8100   -1.30160   36.75900 9000.000
    16  817.53    1.892   15.60   70.0    2.9889    0.0366    0.25  137.00    3.60   30.20    0.8100   -1.30150   36.75890 9000.000
    18  816.49    1.903   15.48   70.0    3.0278    0.0371    0.28  136.00    3.70   30.20    0.8200   -1.30140   36.75870 9000.000
    20  815.72    1.911   15.31   70.0    3.0279    0.0371    0.30  135.00    3.80   30.21    0.8200   -1.30130   36.75870 9000.000
    22  815.03    1.918   15.20   70.0    3.0280    0.0372    0.32  135.00    3.90   30.22    0.8200   -1.30120   36.75860 9000.000
    24  814.26    1.926   15.08   71.0    3.0280    0.0372    0.35  134.00    3.90   30.22    0.8200   -1.30110   36.75860 9000.000
    26  813.56    1.933   15.02   71.0    3.0669    0.0377    0.37  132.00    3.90   30.23    0.8300   -1.30110   36.75860 9000.000
    28  812.77    1.941   14.95   71.0    3.0669    0.0377    0.39  131.00    3.80   30.23    0.8300   -1.30110   36.75860 9000.000
    30  811.87    1.951   14.84   72.0    3.0670    0.0378    0.42  130.00    3.80   30.24    0.8300   -1.30110   36.75850 9000.000
    32  811.06    1.959   14.77   73.0    3.0670    0.0378    0.44  128.00    3.70   30.24    0.8300   -1.30110   36.75840 9000.000
    34  810.34    1.967   14.74   74.0    3.1059    0.0383    0.46  127.00    3.60   30.25    0.8400   -1.30100   36.75830 9000.000
    36  809.52    1.975   14.68   74.0    3.1059    0.0384    0.49  126.00    3.50   30.25    0.8400   -1.30090   36.75820 9000.000
    38  808.49    1.986   14.55   75.0    3.1060    0.0384    0.52  125.00    3.40   30.26    0.8400   -1.30080   36.75820 9000.000
