36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20051019
Launch Time (UT)                  : 09:00:00
Burst Pressure (hPa)              : 8.01
Integrated O3 to end of data (DU) : 212.67
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 107600
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z4722
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.940
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.28    1.800   20.10   50.0    2.4399    0.0296    0.00 9000.00 9000.00   31.97    0.7300 9000.00000 9000.00000 9000.000
    10  825.52    1.798   20.30   49.0    2.3682    0.0287   -0.01 9000.00 9000.00   31.97    0.7100 9000.00000 9000.00000 9000.000
    20  825.57    1.797   20.10   49.0    2.3690    0.0287   -0.01 9000.00 9000.00   32.07    0.7100 9000.00000 9000.00000 9000.000
    30  825.60    1.797   19.60   51.0    2.4049    0.0291   -0.01 9000.00 9000.00   32.07    0.7200 9000.00000 9000.00000 9000.000
    40  825.61    1.796   19.70   52.0    2.4057    0.0291   -0.01 9000.00 9000.00   32.17    0.7200 9000.00000 9000.00000 9000.000
    50  825.51    1.798   20.10   53.0    2.4057    0.0291   -0.01 9000.00 9000.00   32.17    0.7200 9000.00000 9000.00000 9000.000
    60  822.98    1.824   18.10   56.0    2.4775    0.0301    0.05 9000.00 9000.00   32.17    0.7400 9000.00000 9000.00000 9000.000
    70  818.18    1.874   16.80   62.0    2.5501    0.0312    0.17 9000.00 9000.00   32.27    0.7600 9000.00000 9000.00000 9000.000
    80  813.82    1.920   16.30   64.0    2.5860    0.0318    0.28 9000.00 9000.00   32.27    0.7700 9000.00000 9000.00000 9000.000
    90  809.04    1.970   15.80   67.0    2.6220    0.0324    0.40 9000.00 9000.00   32.27    0.7800 9000.00000 9000.00000 9000.000
   100  804.27    2.020   15.30   69.0    2.6220    0.0326    0.52 9000.00 9000.00   32.28    0.7800 9000.00000 9000.00000 9000.000
   110  799.19    2.074   14.80   70.0    2.6580    0.0333    0.65 9000.00 9000.00   32.28    0.7900 9000.00000 9000.00000 9000.000
   120  794.74    2.121   14.30   73.0    2.6580    0.0334    0.77 9000.00 9000.00   32.28    0.7900 9000.00000 9000.00000 9000.000
