36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20051026
Launch Time (UT)                  : 07:48:00
Burst Pressure (hPa)              : 7.87
Integrated O3 to end of data (DU) : 210.32
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 510107114
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z4719
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.970
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.27    1.800   20.90   56.0    1.0070    0.0122    0.00 9000.00 9000.00   32.37    0.3300 9000.00000 9000.00000 9000.000
    10  824.12    1.802   21.90   55.0    1.0430    0.0127    0.00 9000.00 9000.00   32.37    0.3400 9000.00000 9000.00000 9000.000
    20  824.20    1.801   21.10   52.0    1.1153    0.0135    0.00 9000.00 9000.00   32.47    0.3600 9000.00000 9000.00000 9000.000
    30  824.09    1.802   20.40   52.0    1.2948    0.0157    0.00 9000.00 9000.00   32.37    0.4100 9000.00000 9000.00000 9000.000
    40  824.14    1.801   20.20   54.0    1.4387    0.0175    0.00 9000.00 9000.00   32.37    0.4500 9000.00000 9000.00000 9000.000
    50  824.10    1.802   20.40   56.0    1.5107    0.0183    0.00 9000.00 9000.00   32.37    0.4700 9000.00000 9000.00000 9000.000
    60  824.06    1.802   20.80   57.0    1.5466    0.0188    0.00 9000.00 9000.00   32.37    0.4800 9000.00000 9000.00000 9000.000
    70  824.15    1.801   20.30   57.0    1.5826    0.0192    0.00 9000.00 9000.00   32.37    0.4900 9000.00000 9000.00000 9000.000
    80  821.75    1.826   18.90   59.0    1.6545    0.0201    0.04 9000.00 9000.00   32.37    0.5100 9000.00000 9000.00000 9000.000
    90  816.70    1.879   17.40   64.0    1.6915    0.0207    0.12 9000.00 9000.00   32.57    0.5200 9000.00000 9000.00000 9000.000
   100  811.12    1.938   16.40   68.0    1.7995    0.0222    0.21 9000.00 9000.00   32.57    0.5500 9000.00000 9000.00000 9000.000
   110  805.16    2.001   15.80   71.0    1.8362    0.0228    0.32 9000.00 9000.00   32.68    0.5600 9000.00000 9000.00000 9000.000
   120  799.58    2.060   15.30   74.0    1.8728    0.0234    0.42 9000.00 9000.00   32.78    0.5700 9000.00000 9000.00000 9000.000
   130  793.04    2.129   14.60   77.0    1.8373    0.0232    0.54 9000.00 9000.00   32.88    0.5600 9000.00000 9000.00000 9000.000
   140  786.66    2.198   14.00   79.0    1.8380    0.0234    0.66 9000.00 9000.00   32.98    0.5600 9000.00000 9000.00000 9000.000
   150  780.25    2.267   13.30   83.0    1.8387    0.0236    0.78 9000.00 9000.00   33.09    0.5600 9000.00000 9000.00000 9000.000
