36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20050928
Launch Time (UT)                  : 09:44:00
Burst Pressure (hPa)              : 4.19
Integrated O3 to end of data (DU) : 245.40
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 412511506
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z3967
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.500
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.99    1.800   24.90   31.0    3.2435    0.0394    0.00 9000.00 9000.00   34.17    0.8900 9000.00000 9000.00000 9000.000
    10  821.96    1.822   23.40   30.0    3.3579    0.0409    0.06 9000.00 9000.00   34.17    0.9200 9000.00000 9000.00000 9000.000
    20  817.09    1.873   21.20   33.0    3.3590    0.0411    0.22 9000.00 9000.00   34.27    0.9200 9000.00000 9000.00000 9000.000
    30  812.03    1.927   20.60   36.0    3.3983    0.0418    0.39 9000.00 9000.00   34.37    0.9300 9000.00000 9000.00000 9000.000
    40  808.30    1.967   20.00   37.0    3.3983    0.0420    0.51 9000.00 9000.00   34.37    0.9300 9000.00000 9000.00000 9000.000
    50  804.94    2.002   19.70   38.0    3.3995    0.0422    0.62 9000.00 9000.00   34.48    0.9300 9000.00000 9000.00000 9000.000
    60  801.10    2.043   19.30   38.0    3.3995    0.0424    0.75 9000.00 9000.00   34.48    0.9300 9000.00000 9000.00000 9000.000
    70  798.11    2.076   19.00   39.0    3.4388    0.0431    0.85 9000.00 9000.00   34.58    0.9400 9000.00000 9000.00000 9000.000
    80  793.92    2.121   18.60   40.0    3.4006    0.0428    0.99 9000.00 9000.00   34.58    0.9300 9000.00000 9000.00000 9000.000
    90  790.34    2.159   18.20   41.0    3.4400    0.0435    1.12 9000.00 9000.00   34.68    0.9400 9000.00000 9000.00000 9000.000
   100  786.93    2.197   17.80   42.0    3.4017    0.0432    1.23 9000.00 9000.00   34.68    0.9300 9000.00000 9000.00000 9000.000
   110  783.63    2.233   17.50   42.0    3.4028    0.0434    1.35 9000.00 9000.00   34.78    0.9300 9000.00000 9000.00000 9000.000
   120  780.16    2.270   17.20   43.0    3.3265    0.0426    1.46 9000.00 9000.00   34.79    0.9100 9000.00000 9000.00000 9000.000
   130  777.45    2.300   16.90   44.0    3.2892    0.0423    1.55 9000.00 9000.00   34.89    0.9000 9000.00000 9000.00000 9000.000
   140  774.88    2.328   16.70   44.0    3.2128    0.0415    1.64 9000.00 9000.00   34.89    0.8800 9000.00000 9000.00000 9000.000
   150  771.53    2.365   16.30   45.0    3.2138    0.0417    1.75 9000.00 9000.00   34.99    0.8800 9000.00000 9000.00000 9000.000
   160  768.96    2.394   16.00   45.0    3.1756    0.0413    1.83 9000.00 9000.00   34.99    0.8700 9000.00000 9000.00000 9000.000
   170  766.61    2.420   15.80   45.0    3.1383    0.0409    1.91 9000.00 9000.00   35.09    0.8600 9000.00000 9000.00000 9000.000
   180  764.02    2.448   15.50   46.0    3.1383    0.0411    1.99 9000.00 9000.00   35.09    0.8600 9000.00000 9000.00000 9000.000
   190  761.85    2.472   15.30   47.0    3.1383    0.0412    2.06 9000.00 9000.00   35.09    0.8600 9000.00000 9000.00000 9000.000
   200  759.68    2.497   15.10   47.0    3.1395    0.0413    2.14 9000.00 9000.00   35.20    0.8600 9000.00000 9000.00000 9000.000
